,REC$TYPE,Region,Zone,District,Farmers Association,Enumeration Area,Head sex,Holder id,Parcel,Field,Field type,CROP,Ownership type,Is field under Extension Program?,Is Field Irrigated?,How many times is the field ploughed,Orientation of the field,Is Field Prevented form Erosion,"If field Prevented form Erosion, common way of prevention",Do youprevent land Degradation,Method to prevent land degredation,Type of sowing,Seed / Seedling Type,Was crop damaged ?,Prevention/precaution measure taken?,Type of measure if any?,Is Fertilizer Used?,Type of fertilizer used if any?,Type of chemical fertilizer,"If natural fertilizer used, type",How often is temporary crop field used in Meher (main) season,What was the previous state of the field ?,Percent share of mixed crops,Respondent local area code,LANDUSE,Holder Condition,Household Id,Sampling weight,Quantity of indigenous seeds used,Quantity of UREA fertilizer used,Quantity of DAP fertilizer used,"Quantity of NPS fertilizer used,",Quantity of MIXED fertilizer used,Closure error,Area,Area in Hectare,Area in Square meter,Enumerator Area,Computed Area,Respondent local area,Production Condition,Production Of Condition quintal,Production Of Condition in Kg,Fertilizer Quantity
27023,50.0,3.0,6.0,19.0,7.0,8.0,2.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,3.0,1.0,8.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,1.0,1.0,2.0,100.0,3.0,1.0,0.0,71.0,812.98,70.0,30.0,0.0,0.0,50.0,0.65,229570.0,0.22957,2295.7,2300.35,2295.7,2.0,944491.0,9.44491,944.491,81.0
27026,50.0,3.0,6.0,19.0,7.0,8.0,1.0,1.0,1.0,4.0,1.0,8.0,1.0,1.0,2.0,4.0,2.0,1.0,8.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,7.0,1.0,1.0,2.0,100.0,3.0,1.0,0.0,77.0,812.98,25.0,10.0,0.0,0.0,37.0,0.58,92642.0,0.092642,926.42,926.42,926.42,0.25,381145.0,3.81145,381.145,48.0
27028,50.0,3.0,6.0,19.0,7.0,8.0,1.0,1.0,3.0,1.0,1.0,8.0,3.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,7.0,0.0,1.0,2.0,100.0,3.0,1.0,0.0,77.0,812.98,40.0,17.0,0.0,0.0,40.0,0.95,110136.0,0.110136,1101.36,1001.36,1001.36,1.0,453119.0,4.53119,453.119,57.0
27031,50.0,3.0,6.0,19.0,7.0,8.0,1.0,1.0,3.0,1.0,1.0,8.0,3.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,0.0,1.0,2.0,100.0,3.0,1.0,0.0,89.0,812.98,50.0,25.0,0.0,0.0,50.0,1.76,152471.0,0.152471,1524.71,1524.71,1524.71,1.5,627292.0,6.27292,627.292,75.0
27033,50.0,3.0,6.0,19.0,7.0,8.0,1.0,1.0,2.0,2.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,8.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,7.0,0.0,1.0,2.0,100.0,3.0,1.0,0.0,96.0,812.98,13.261962681993609,12.5,0.0,0.0,12.5,0.58,65954.0,0.065954,659.54,661.37,659.54,1.0,271346.0,2.71346,271.346,25.0
27037,50.0,3.0,6.0,19.0,7.0,8.0,1.0,1.0,6.0,1.0,1.0,8.0,3.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,0.0,1.0,2.0,100.0,3.0,1.0,0.0,96.0,812.98,50.0,25.0,0.0,0.0,25.0,0.66,108623.0,0.108623,1086.23,1086.23,1086.23,1.0,446894.0,4.46894,446.894,50.0
27039,50.0,3.0,6.0,19.0,7.0,8.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,7.0,0.0,1.0,2.0,100.0,3.0,1.0,0.0,102.0,812.98,60.0,50.0,0.0,0.0,75.0,0.47,52996.0,0.052996,529.96,529.96,529.96,0.25,218035.0,2.18035,218.035,125.0
27046,50.0,3.0,6.0,19.0,7.0,8.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,3.0,1.0,8.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,7.0,0.0,1.0,2.0,100.0,3.0,1.0,0.0,108.0,812.98,30.0,14.0,0.0,0.0,14.0,0.33,103623.0,0.103623,1036.23,1036.23,1036.23,1.0,426323.0,4.26323,426.323,28.0
27047,50.0,3.0,6.0,19.0,7.0,8.0,1.0,1.0,4.0,1.0,1.0,8.0,3.0,1.0,2.0,4.0,3.0,1.0,8.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,0.0,1.0,2.0,100.0,3.0,1.0,0.0,108.0,812.98,30.0,14.0,0.0,0.0,14.0,0.93,248678.0,0.248678,2486.78,2486.78,2486.78,1.5,1023104.0,10.23104,1023.104,28.0
27050,50.0,3.0,6.0,19.0,7.0,8.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,7.0,0.0,1.0,2.0,100.0,3.0,1.0,0.0,114.0,812.98,30.0,25.0,0.0,0.0,15.0,0.97,54482.0,0.054482,544.82,544.82,544.82,0.25,224148.0,2.24148,224.148,40.0
27054,50.0,3.0,6.0,19.0,7.0,8.0,1.0,1.0,3.0,2.0,1.0,8.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,7.0,1.0,1.0,2.0,100.0,3.0,1.0,0.0,120.0,812.98,70.0,20.0,0.0,0.0,20.0,2.7,226345.0,0.226345,2263.45,2334.7,2263.45,1.5,931222.0,9.31222,931.222,41.0
27056,50.0,3.0,6.0,19.0,7.0,8.0,1.0,1.0,5.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,7.0,1.0,1.0,2.0,100.0,3.0,1.0,0.0,120.0,812.98,8.0,5.0,0.0,0.0,6.0,4.91,71288.0,0.071288,712.88,712.88,712.88,0.25,293290.0,2.9329,293.29,12.0
27060,50.0,3.0,6.0,19.0,15.0,1.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,3.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,0.0,1.0,2.0,100.0,3.0,1.0,0.0,2.0,799.55,120.0,25.0,0.0,0.0,50.0,0.9,390963.0,0.390963,3909.63,3680.62,3909.63,3.0,605548.0,6.05548,605.548,75.0
27061,50.0,3.0,6.0,19.0,15.0,1.0,2.0,1.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,3.0,1.0,0.0,7.0,799.55,1.38,0.0,0.0,0.0,0.0,2.07,23508.0,0.023508,235.08,235.08,235.08,0.3,36411.0,0.36411,36.411,1.0
27063,50.0,3.0,6.0,19.0,15.0,1.0,2.0,1.0,4.0,3.0,1.0,8.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,3.0,1.0,0.0,7.0,799.55,2.76,0.0,0.0,0.0,0.0,1.29,42148.0,0.042148,421.48,421.48,421.48,0.5,65281.0,0.65281,65.281,0.0
27065,50.0,3.0,6.0,19.0,15.0,1.0,1.0,1.0,1.0,3.0,1.0,8.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,3.0,1.0,0.0,12.0,799.55,7.0,0.0,0.0,0.0,0.0,1.1,26587.0,0.026587,265.87,265.87,265.87,0.25,41180.0,0.4118,41.18,0.0
27068,50.0,3.0,6.0,19.0,15.0,1.0,1.0,1.0,1.0,5.0,1.0,8.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,2.0,100.0,3.0,1.0,0.0,22.0,799.55,7.0,0.0,0.0,0.0,0.0,3.03,39640.0,0.03964,396.4,396.4,396.4,0.25,61396.0,0.61396,61.396,2.0
27070,50.0,3.0,6.0,19.0,15.0,1.0,1.0,1.0,1.0,2.0,2.0,8.0,1.0,1.0,2.0,4.0,3.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,6.0,1.0,1.0,2.0,95.0,3.0,1.0,0.0,27.0,799.55,120.0,0.0,0.0,0.0,75.0,2.67,274389.0,0.274389,2743.89,2743.89,2743.89,1.0,424991.0,4.24991,424.991,76.0
27075,50.0,3.0,6.0,19.0,15.0,1.0,1.0,1.0,1.0,3.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,6.0,3.0,1.0,2.0,100.0,3.0,1.0,0.0,37.0,799.55,50.0,0.0,0.0,0.0,25.0,1.7379636249456547,111200.0,0.1112,1112.0,1369.1838170877845,1380.4153842809528,1.0,172234.0,1.72234,172.234,28.0
27079,50.0,3.0,6.0,19.0,15.0,1.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,3.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,7.0,0.0,1.0,2.0,100.0,3.0,1.0,0.0,42.0,799.55,120.0,25.0,0.0,0.0,150.0,0.9,317163.0,0.317163,3171.63,3257.86,3171.63,3.0,491242.0,4.91242,491.242,175.0
27080,50.0,3.0,6.0,19.0,15.0,1.0,1.0,1.0,2.0,1.0,1.0,8.0,3.0,1.0,2.0,4.0,2.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,0.0,1.0,2.0,100.0,3.0,1.0,0.0,42.0,799.55,50.0,25.0,0.0,0.0,25.0,0.46,106012.0,0.106012,1060.12,1060.12,1060.12,1.0,164199.0,1.64199,164.199,50.0
27081,50.0,3.0,6.0,19.0,15.0,1.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,2.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,6.0,0.0,1.0,2.0,100.0,3.0,1.0,0.0,42.0,799.55,50.0,0.0,0.0,0.0,25.0,1.6,111922.0,0.111922,1119.22,1119.23,1119.22,1.0,173352.0,1.73352,173.352,25.0
27082,50.0,3.0,6.0,19.0,15.0,1.0,1.0,1.0,1.0,2.0,2.0,8.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,0.0,1.0,2.0,90.0,3.0,1.0,0.0,47.0,799.55,60.0,5.0,0.0,0.0,20.0,1.93,135445.0,0.135445,1354.45,1354.45,1354.45,1.0,209786.0,2.09786,209.786,25.0
27084,50.0,3.0,6.0,19.0,15.0,1.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,0.0,1.0,2.0,100.0,3.0,1.0,0.0,47.0,799.55,60.0,25.0,0.0,0.0,50.0,0.76,141375.0,0.141375,1413.75,1413.75,1413.75,1.0,218971.0,2.18971,218.971,75.0
27086,50.0,3.0,6.0,19.0,15.0,1.0,1.0,1.0,1.0,3.0,1.0,8.0,4.0,1.0,2.0,4.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,6.0,0.0,1.0,2.0,100.0,3.0,1.0,0.0,52.0,799.55,25.0,0.0,0.0,0.0,12.0,0.29,176469.0,0.176469,1764.69,1028.48,1764.69,1.0,273326.0,2.73326,273.326,12.0
27088,50.0,3.0,6.0,19.0,15.0,1.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,3.0,2.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,0.0,1.0,2.0,100.0,3.0,1.0,0.0,57.0,799.55,50.0,10.0,0.0,0.0,15.0,0.9,179070.0,0.17907,1790.7,1790.7,1790.7,1.0,277355.0,2.77355,277.355,25.0
27091,50.0,3.0,6.0,19.0,15.0,1.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,3.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,0.0,1.0,2.0,100.0,3.0,1.0,0.0,67.0,799.55,50.0,12.5,0.0,0.0,25.0,3.46,74670.0,0.07467,746.7,746.7,746.7,1.0,115653.0,1.15653,115.653,37.5
27092,50.0,3.0,6.0,19.0,15.0,1.0,1.0,1.0,3.0,2.0,1.0,8.0,1.0,1.0,2.0,4.0,3.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,0.0,1.0,2.0,100.0,3.0,1.0,0.0,67.0,799.55,50.0,12.5,0.0,0.0,25.0,0.37,78811.0,0.078811,788.11,788.11,788.11,1.0,122068.0,1.22068,122.068,37.5
27093,50.0,3.0,6.0,19.0,15.0,1.0,1.0,1.0,5.0,1.0,1.0,8.0,2.0,1.0,2.0,4.0,3.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,0.0,1.0,2.0,100.0,3.0,1.0,0.0,67.0,799.55,100.0,25.0,0.0,0.0,50.0,0.91,119440.0,0.11944,1194.4,1194.4,1194.4,1.0,184996.0,1.84996,184.996,75.0
27097,50.0,3.0,6.0,19.0,15.0,1.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,3.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,6.0,0.0,1.0,2.0,100.0,3.0,1.0,0.0,82.0,799.55,60.0,0.0,0.0,0.0,100.0,1.66,275745.0,0.275745,2757.45,2757.45,2757.45,1.0,427091.0,4.27091,427.091,100.0
27099,50.0,3.0,6.0,19.0,15.0,1.0,1.0,1.0,1.0,8.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,7.0,0.0,1.0,2.0,100.0,3.0,1.0,0.0,87.0,799.55,13.261962681993609,2.25,0.0,0.0,5.0,0.35,61572.0,0.061572,615.72,508.95,615.72,0.25,95366.0,0.95366,95.366,7.25
27102,50.0,3.0,6.0,19.0,15.0,1.0,1.0,1.0,1.0,4.0,1.0,8.0,1.0,1.0,2.0,3.0,3.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,4.0,1.0,0.0,92.0,799.55,4.14,0.0,0.0,0.0,0.0,1.28,39966.0,0.039966,399.66,399.66,399.66,0.25,61901.0,0.61901,61.901,1.0
27105,50.0,3.0,6.0,19.0,15.0,1.0,1.0,1.0,2.0,4.0,1.0,8.0,1.0,1.0,2.0,4.0,3.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,6.0,0.0,1.0,2.0,100.0,3.0,1.0,0.0,97.0,799.55,50.0,0.0,0.0,0.0,15.0,0.57,105269.0,0.105269,1052.69,1050.96,1052.69,1.0,163047.0,1.63047,163.047,15.0
27383,50.0,3.0,7.0,2.0,27.0,11.0,1.0,1.0,8.0,3.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,8.0,1.0,4.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,0.0,1.0,2.0,100.0,2.0,1.0,0.0,56.0,794.54,13.261962681993609,10.0,0.0,10.0,0.0,1.27,18807.0,0.018807,188.07,188.07,188.07,1.0,48246.0,0.48246,48.246,20.0
27430,50.0,3.0,7.0,2.0,36.0,3.0,1.0,1.0,4.0,2.0,1.0,8.0,1.0,1.0,2.0,3.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,0.0,1.0,2.0,100.0,8.0,1.0,0.0,10.0,783.57,10.0,20.0,0.0,0.0,15.0,1.86,36177.0,0.036177,361.77,361.77,361.77,3.0,92804.0,0.92804,92.804,35.0
27436,50.0,3.0,7.0,2.0,36.0,3.0,1.0,1.0,5.0,2.0,1.0,8.0,2.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,0.0,1.0,2.0,100.0,2.0,1.0,0.0,16.0,783.57,25.0,25.0,0.0,0.0,25.0,0.51,65866.0,0.065866,658.66,635.97,658.66,0.25,168967.0,1.68967,168.967,50.0
27442,50.0,3.0,7.0,2.0,36.0,3.0,1.0,1.0,3.0,2.0,1.0,8.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,0.0,1.0,2.0,100.0,8.0,1.0,0.0,28.0,783.57,20.0,12.5,0.0,0.0,12.5,0.24,30774.0,0.030774,307.74,307.74,307.74,4.0,78945.0,0.78945,78.945,25.0
27446,50.0,3.0,7.0,2.0,36.0,3.0,1.0,1.0,3.0,2.0,1.0,8.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,0.0,1.0,2.0,100.0,2.0,1.0,0.0,41.0,783.57,20.0,25.0,0.0,0.0,12.5,1.37,58330.0,0.05833,583.3,583.3,583.3,0.25,149635.0,1.49635,149.635,37.5
27447,50.0,3.0,7.0,2.0,36.0,3.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,6.0,0.0,1.0,2.0,100.0,2.0,1.0,0.0,41.0,783.57,15.0,0.0,0.0,0.0,12.5,2.31,114215.0,0.114215,1142.15,1142.15,1142.15,0.5,292997.0,2.92997,292.997,12.5
27451,50.0,3.0,7.0,2.0,36.0,3.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,6.0,0.0,1.0,2.0,100.0,2.0,1.0,0.0,47.0,783.57,30.0,0.0,0.0,0.0,45.0,0.81,77568.0,0.077568,775.68,775.68,775.68,0.33,198985.0,1.98985,198.985,45.0
27463,50.0,3.0,7.0,2.0,36.0,3.0,1.0,1.0,4.0,2.0,1.0,8.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,0.0,1.0,2.0,100.0,8.0,1.0,0.0,65.0,783.57,30.0,12.5,0.0,0.0,50.0,4.23,48298.0,0.048298,482.98,488.98,482.98,5.0,123899.0,1.23899,123.899,62.5
27475,50.0,3.0,7.0,2.0,36.0,3.0,1.0,1.0,5.0,2.0,1.0,8.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,0.0,1.0,2.0,100.0,2.0,1.0,0.0,77.0,783.57,20.0,25.0,0.0,0.0,25.0,0.78,107897.0,0.107897,1078.97,819.97,1078.97,0.5,276788.0,2.76788,276.788,50.0
27479,50.0,3.0,7.0,2.0,36.0,3.0,1.0,1.0,2.0,2.0,1.0,8.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,100.0,2.0,1.0,0.0,83.0,783.57,25.0,25.0,0.0,0.0,0.0,1.56,98629.0,0.098629,986.29,986.29,986.29,0.25,253013.0,2.53013,253.013,25.0
27489,50.0,3.0,7.0,2.0,36.0,3.0,1.0,1.0,2.0,2.0,1.0,8.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,0.0,2.0,2.0,100.0,2.0,1.0,0.0,101.0,783.57,20.0,12.5,0.0,0.0,12.5,2.87,68632.0,0.068632,686.32,686.32,686.32,0.25,176062.0,1.76062,176.062,25.0
27495,50.0,3.0,7.0,2.0,36.0,3.0,1.0,1.0,5.0,1.0,1.0,8.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,8.0,1.0,0.0,107.0,783.57,15.0,0.0,0.0,0.0,0.0,2.67,15838.0,0.015838,158.38,158.38,158.38,2.0,40629.0,0.40629,40.629,0.0
27500,50.0,3.0,7.0,2.0,36.0,3.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,0.0,1.0,2.0,100.0,2.0,1.0,0.0,119.0,783.57,20.0,25.0,0.0,0.0,25.0,1.57,92748.0,0.092748,927.48,927.48,927.48,0.25,237926.0,2.37926,237.926,50.0
27671,50.0,3.0,7.0,3.0,23.0,5.0,1.0,1.0,3.0,2.0,1.0,8.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,7.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,0.0,1.0,2.0,100.0,2.0,1.0,0.0,16.0,581.76,20.0,25.0,0.0,0.0,25.0,1.47,64155.0,0.064155,641.55,641.51,641.55,0.25,207015.0,2.07015,207.015,50.0
27690,50.0,3.0,7.0,3.0,23.0,5.0,2.0,1.0,2.0,4.0,1.0,8.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,7.0,0.0,1.0,2.0,100.0,8.0,1.0,0.0,36.0,581.76,1.98,6.25,0.0,0.0,6.25,0.51,7492.0,0.007492,74.92,74.92,74.92,1.0,24175.0,0.24175,24.175,12.5
27692,50.0,3.0,7.0,3.0,23.0,5.0,2.0,1.0,2.0,7.0,1.0,8.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,7.0,0.0,1.0,2.0,100.0,8.0,1.0,0.0,36.0,581.76,2.34,6.25,0.0,0.0,6.25,1.73,54032.0,0.054032,540.32,540.32,540.32,2.0,174350.0,1.7435,174.35,12.5
27698,50.0,3.0,7.0,3.0,23.0,5.0,1.0,1.0,4.0,2.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,4.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,7.0,0.0,1.0,2.0,100.0,8.0,1.0,0.0,40.0,581.76,9.3,15.0,0.0,0.0,25.0,1.22,50688.0,0.050688,506.88,506.88,506.88,2.0,163560.0,1.6356,163.56,40.0
27707,50.0,3.0,7.0,3.0,23.0,5.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,7.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,0.0,1.0,2.0,100.0,8.0,1.0,0.0,52.0,581.76,15.42,10.0,0.0,0.0,17.5,0.48,54831.0,0.054831,548.31,548.31,548.31,2.0,176929.0,1.76929,176.929,27.5
27714,50.0,3.0,7.0,3.0,23.0,5.0,1.0,1.0,7.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,7.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,7.0,0.0,1.0,2.0,100.0,2.0,1.0,0.0,56.0,581.76,29.0,30.0,0.0,0.0,37.5,1.45,128734.0,0.128734,1287.34,1287.34,1287.34,0.75,415399.0,4.15399,415.399,67.5
27721,50.0,3.0,7.0,3.0,23.0,5.0,2.0,1.0,2.0,2.0,1.0,8.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,7.0,2.0,2.0,2.0,1.0,3.0,1.0,2.0,6.0,0.0,1.0,2.0,100.0,8.0,1.0,0.0,68.0,581.76,12.73,0.0,0.0,0.0,12.5,0.57,40248.0,0.040248,402.48,402.48,402.48,1.0,129872.0,1.29872,129.872,12.5
27726,50.0,3.0,7.0,3.0,23.0,5.0,1.0,1.0,2.0,3.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,7.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,0.0,1.0,2.0,100.0,8.0,1.0,0.0,72.0,581.76,3.0,2.5,0.0,0.0,2.5,0.56,16623.0,0.016623,166.23,166.23,166.23,0.5,53639.0,0.53639,53.639,5.0
27738,50.0,3.0,7.0,3.0,23.0,5.0,1.0,1.0,5.0,2.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,0.0,1.0,2.0,100.0,2.0,1.0,0.0,88.0,581.76,11.87,12.5,0.0,0.0,12.5,3.52,65599.0,0.065599,655.99,655.99,655.99,0.5,211675.0,2.11675,211.675,25.0
27740,50.0,3.0,7.0,3.0,29.0,11.0,1.0,1.0,1.0,5.0,1.0,8.0,1.0,1.0,2.0,4.0,2.0,1.0,8.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,5.0,4.0,1.0,2.0,100.0,8.0,1.0,0.0,1.0,551.29,3.0,2.0,0.0,2.0,0.0,1.7379636249456547,100713.0,0.100713,1007.13,1369.1838170877845,1380.4153842809528,2.0,266484.0,2.66484,266.484,8.0
27741,50.0,3.0,7.0,3.0,29.0,11.0,1.0,1.0,2.0,3.0,1.0,8.0,1.0,1.0,2.0,4.0,2.0,1.0,8.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,0.0,1.0,2.0,100.0,2.0,1.0,0.0,1.0,551.29,60.0,25.0,0.0,50.0,0.0,1.7379636249456547,289305.0,0.289305,2893.05,1369.1838170877845,1380.4153842809528,1.5,765494.0,7.65494,765.494,75.0
27754,50.0,3.0,7.0,3.0,29.0,11.0,1.0,1.0,2.0,2.0,1.0,8.0,3.0,1.0,2.0,4.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,0.0,1.0,2.0,100.0,8.0,1.0,0.0,13.0,551.29,15.0,0.0,0.0,10.0,0.0,1.7379636249456547,70971.0,0.070971,709.71,1369.1838170877845,1380.4153842809528,6.0,187787.0,1.87787,187.787,10.0
27755,50.0,3.0,7.0,3.0,29.0,11.0,1.0,1.0,2.0,3.0,1.0,8.0,3.0,1.0,2.0,4.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,0.0,1.0,2.0,100.0,8.0,1.0,0.0,13.0,551.29,15.0,0.0,0.0,12.0,0.0,1.7379636249456547,51749.0,0.051749,517.49,1369.1838170877845,1380.4153842809528,6.0,136926.0,1.36926,136.926,12.0
