,Region,Zone,District,Farmers Association,Enumeration Area,Head sex,Field type,CROP,Ownership type,Is field under Extension Program?,Is Field Irrigated?,How many times is the field ploughed,Orientation of the field,Is Field Prevented form Erosion,"If field Prevented form Erosion, common way of prevention",Do youprevent land Degradation,Method to prevent land degredation,Type of sowing,Seed / Seedling Type,Was crop damaged ?,Prevention/precaution measure taken?,Type of measure if any?,Is Fertilizer Used?,Type of fertilizer used if any?,Type of chemical fertilizer,How often is temporary crop field used in Meher (main) season,What was the previous state of the field ?,Percent share of mixed crops,Household Id,Sampling weight,Quantity of indigenous seeds used,Quantity of UREA fertilizer used,Quantity of DAP fertilizer used,"Quantity of NPS fertilizer used,",Quantity of BLENDED fertilizer used,Area in Square meter,Respondent local area,Holder Condition,Production Of Condition in Kg,Fertilizer Quantity
27754,3.0,5.0,22.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,14.0,459.37,30.0,0.0,0.0,0.0,0.0,652.44,0.25,112.0,167.677,0.0
27757,3.0,5.0,22.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,2.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,21.0,459.37,18.0,0.0,0.0,0.0,0.0,864.71,1.0,112.0,222.23,0.0
27763,3.0,5.0,22.0,2.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0,1.0,2.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,28.0,459.37,30.0,0.0,0.0,0.0,0.0,1152.95,0.75,112.0,296.308,0.0
27764,3.0,5.0,22.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,28.0,459.37,36.0,0.0,0.0,0.0,0.0,1168.59,1.0,112.0,300.328,0.0
27769,3.0,5.0,22.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,8.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,42.0,459.37,18.0,0.0,0.0,0.0,0.0,1479.17,1.0,112.0,380.147,0.0
27775,3.0,5.0,22.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,100.0,51.0,459.37,6.0,5.0,0.0,3.0,0.0,482.63,0.25,112.0,124.036,8.0
27781,3.0,5.0,22.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,8.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,58.0,459.37,7.0,0.0,0.0,0.0,0.0,241.32,0.23,112.0,62.019,0.0
27783,3.0,5.0,22.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,8.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,58.0,459.37,30.0,17.0,0.0,8.0,0.0,842.37,0.13,112.0,216.489,25.0
27787,3.0,5.0,22.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,100.0,65.0,459.37,55.0,50.0,0.0,50.0,0.0,4212.96,1.0,112.0,1082.731,100.0
27792,3.0,5.0,22.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,65.0,459.37,3.0,0.0,0.0,0.0,0.0,271.48,1.0,112.0,69.77,0.0
27793,3.0,5.0,22.0,2.0,4.0,2.0,1.0,1.0,4.0,1.0,2.0,4.0,1.0,1.0,8.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,100.0,73.0,459.37,8.0,5.0,0.0,5.0,0.0,541.84,0.25,112.0,139.253,10.0
27797,3.0,5.0,22.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,87.0,459.37,8.4,0.0,0.0,0.0,0.0,1107.15,0.13,112.0,284.538,0.0
27802,3.0,5.0,22.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,100.0,95.0,459.37,7.0,0.0,0.0,0.0,0.0,545.19,0.25,112.0,140.114,0.0
27808,3.0,5.0,22.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,100.0,101.0,459.37,4.8,0.0,0.0,0.0,0.0,332.93,4.0,112.0,85.563,0.0
27814,3.0,5.0,22.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,115.0,459.37,24.0,0.0,0.0,0.0,0.0,546.31,0.25,112.0,140.402,0.0
27820,3.0,5.0,22.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,8.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,122.0,459.37,5.0,0.0,0.0,0.0,0.0,749.64,2.0,112.0,192.657,0.0
27823,3.0,5.0,22.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,100.0,129.0,459.37,7.2,0.0,0.0,0.0,0.0,666.97,0.12,112.0,171.411,0.0
27827,3.0,5.0,22.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,137.0,459.37,6.0,0.0,0.0,0.0,0.0,87.14,1.0,112.0,22.395,0.0
27831,3.0,5.0,22.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,100.0,144.0,459.37,3.0,0.0,0.0,0.0,0.0,1040.11,1.5,112.0,267.308,0.0
27832,3.0,5.0,22.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,8.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,100.0,144.0,459.37,5.0,0.0,0.0,0.0,0.0,380.97,0.25,112.0,97.909,0.0
28012,3.0,6.0,1.0,5.0,14.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,6.0,100.0,15.0,563.8,28.0,0.0,0.0,15.0,0.0,1636.72,0.5,108.0,565.586,15.0
28016,3.0,6.0,1.0,5.0,14.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,38.0,563.8,58.0,12.5,0.0,25.0,0.0,4410.23,1.5,108.0,1523.999,37.5
28019,3.0,6.0,1.0,5.0,14.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,42.0,563.8,50.0,12.5,0.0,25.0,0.0,2467.04,1.0,108.0,852.51,37.5
28022,3.0,6.0,1.0,5.0,14.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,100.0,50.0,563.8,100.0,0.0,0.0,50.0,0.0,6325.18,1.0,108.0,2185.729,50.0
28030,3.0,6.0,1.0,5.0,14.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,66.0,563.8,9.8,6.0,0.0,6.5,0.0,1754.1,0.5,108.0,606.146,12.5
28032,3.0,6.0,1.0,5.0,14.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,90.0,563.8,52.0,12.0,0.0,12.0,0.0,3912.48,1.0,108.0,1351.997,24.0
28034,3.0,6.0,1.0,15.0,9.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,0.0,2.0,100.0,9.0,543.66,2.5,0.0,0.0,0.0,0.0,328.21,0.16,103.0,92.017,0.0
28037,3.0,6.0,1.0,15.0,9.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,0.0,2.0,100.0,14.0,543.66,16.0,0.0,0.0,0.0,0.0,1034.63,3.0,103.0,290.068,0.0
28038,3.0,6.0,1.0,15.0,9.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,0.0,2.0,100.0,14.0,543.66,25.0,0.0,0.0,0.0,0.0,2743.08,0.5,103.0,769.05,0.0
28039,3.0,6.0,1.0,15.0,9.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,0.0,2.0,100.0,19.0,543.66,20.0,0.0,0.0,0.0,0.0,5483.99,1.0,103.0,1537.491,0.0
28041,3.0,6.0,1.0,15.0,9.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,5.0,0.0,2.0,100.0,19.0,543.66,3.0,8.3,0.0,8.3,0.0,682.51,0.12,103.0,191.349,16.6
28042,3.0,6.0,1.0,15.0,9.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,0.0,2.0,100.0,19.0,543.66,60.0,0.0,0.0,0.0,0.0,1601.94,1.0,103.0,449.12,0.0
28045,3.0,6.0,1.0,15.0,9.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,0.0,2.0,100.0,34.0,543.66,40.0,0.0,0.0,0.0,0.0,2714.83,0.5,103.0,761.13,0.0
28047,3.0,6.0,1.0,15.0,9.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,0.0,2.0,100.0,34.0,543.66,40.0,0.0,0.0,0.0,0.0,2882.19,0.5,103.0,808.051,0.0
28049,3.0,6.0,1.0,15.0,9.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,0.0,2.0,100.0,39.0,543.66,25.0,0.0,0.0,0.0,0.0,2260.54,0.16,103.0,633.765,0.0
28050,3.0,6.0,1.0,15.0,9.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,0.0,2.0,100.0,49.0,543.66,50.0,0.0,0.0,0.0,0.0,1691.06,0.5,103.0,474.105,0.0
28051,3.0,6.0,1.0,15.0,9.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,0.0,2.0,100.0,59.0,543.66,3.32,0.0,0.0,0.0,0.0,245.62,1.0,103.0,68.863,0.0
28052,3.0,6.0,1.0,15.0,9.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,0.0,2.0,100.0,64.0,543.66,50.0,0.0,0.0,0.0,0.0,2934.36,0.5,103.0,822.677,0.0
28054,3.0,6.0,1.0,15.0,9.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,2.0,100.0,69.0,543.66,25.0,0.0,0.0,0.0,0.0,1780.18,0.37,103.0,499.091,0.0
28055,3.0,6.0,1.0,15.0,9.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,2.0,100.0,69.0,543.66,25.0,0.0,0.0,0.0,0.0,2510.51,0.5,103.0,703.847,0.0
28057,3.0,6.0,1.0,15.0,9.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,0.0,2.0,100.0,74.0,543.66,30.25,0.0,0.0,0.0,0.0,2575.72,0.5,103.0,722.129,0.0
28058,3.0,6.0,1.0,15.0,9.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,0.0,2.0,100.0,79.0,543.66,50.0,0.0,0.0,0.0,0.0,4323.29,1.0,103.0,1212.078,0.0
28059,3.0,6.0,1.0,15.0,9.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,0.0,2.0,100.0,79.0,543.66,6.0,0.0,0.0,0.0,0.0,760.76,15.0,103.0,213.287,0.0
28061,3.0,6.0,1.0,15.0,9.0,1.0,1.0,1.0,1.0,1.0,2.0,5.0,3.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,2.0,100.0,84.0,543.66,50.0,0.0,0.0,0.0,0.0,2834.37,0.5,103.0,794.645,0.0
28062,3.0,6.0,1.0,15.0,9.0,1.0,1.0,1.0,3.0,1.0,2.0,5.0,3.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,0.0,2.0,100.0,84.0,543.66,100.0,0.0,0.0,0.0,0.0,786.84,12.0,103.0,220.598,0.0
28064,3.0,6.0,1.0,15.0,9.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,2.0,100.0,89.0,543.66,50.0,0.0,0.0,0.0,0.0,1917.12,0.5,103.0,537.484,0.0
28065,3.0,6.0,1.0,15.0,9.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,2.0,100.0,89.0,543.66,50.0,0.0,0.0,0.0,0.0,2897.41,0.5,103.0,812.319,0.0
28066,3.0,6.0,1.0,15.0,9.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,0.0,2.0,100.0,94.0,543.66,10.0,0.0,0.0,0.0,0.0,2575.72,0.5,103.0,722.129,0.0
28068,3.0,6.0,1.0,15.0,9.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,2.0,100.0,94.0,543.66,50.0,0.0,0.0,0.0,0.0,2275.76,0.33,103.0,638.033,0.0
28070,3.0,6.0,1.0,15.0,9.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,2.0,100.0,99.0,543.66,6.0,0.0,0.0,0.0,0.0,304.3,0.25,103.0,85.314,0.0
28072,3.0,6.0,1.0,15.0,9.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,2.0,100.0,99.0,543.66,30.0,0.0,0.0,0.0,0.0,2688.74,0.5,103.0,753.815,0.0
28328,3.0,6.0,2.0,27.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,100.0,63.0,638.32,26.0,10.0,0.0,10.0,0.0,754.24,0.2,99.0,210.229,20.0
28343,3.0,6.0,2.0,27.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,81.0,638.32,4.0,5.0,0.0,5.0,0.0,273.87,0.1,99.0,76.336,10.0
28354,3.0,6.0,2.0,27.0,6.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,1.0,2.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,99.0,638.32,26.0,13.0,0.0,13.0,0.0,1901.9,0.12,99.0,530.117,26.0
28561,3.0,6.0,3.0,28.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,4.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,50.0,74.0,735.46,8.0,5.0,0.0,0.0,5.0,373.86,0.15,75.0,104.206,10.0
28585,3.0,6.0,3.0,28.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,4.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,91.0,735.46,15.0,5.0,0.0,0.0,15.0,2127.95,0.25,75.0,593.123,20.0
28637,3.0,6.0,3.0,36.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,11.0,497.35,6.0,20.0,0.0,20.0,0.0,5092.74,1.0,119.0,1419.5,40.0
28673,3.0,6.0,3.0,36.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,2.0,2.0,100.0,53.0,497.35,8.0,20.0,0.0,25.0,0.0,4764.53,1.0,119.0,1328.018,45.0
28682,3.0,6.0,3.0,36.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,67.0,497.35,30.0,25.0,0.0,25.0,0.0,2014.93,0.5,119.0,561.621,50.0
28713,3.0,6.0,3.0,36.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,116.0,497.35,8.0,25.0,0.0,25.0,0.0,5253.59,0.9,119.0,1464.333,50.0
28731,3.0,6.0,3.0,36.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,137.0,497.35,30.0,3.5,0.0,3.5,0.0,2567.02,1.0,119.0,715.505,7.0
28740,3.0,6.0,4.0,9.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,7.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,13.0,568.62,24.0,20.0,0.0,0.0,0.0,4260.26,1.0,115.0,1187.462,20.0
28746,3.0,6.0,4.0,9.0,6.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,23.0,568.62,25.0,0.0,0.0,0.0,0.0,2638.75,1.0,115.0,735.498,0.0
28757,3.0,6.0,4.0,9.0,6.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,28.0,568.62,15.0,22.5,0.0,0.0,0.0,3138.68,1.0,115.0,874.844,22.5
28759,3.0,6.0,4.0,9.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,2.0,2.0,100.0,33.0,568.62,2.0,0.0,0.0,0.0,0.0,319.52,1.0,115.0,89.06,0.0
28762,3.0,6.0,4.0,9.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,33.0,568.62,6.0,0.0,0.0,0.0,0.0,1923.64,0.25,115.0,536.175,0.0
28765,3.0,6.0,4.0,9.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,33.0,568.62,3.0,0.0,0.0,0.0,0.0,445.59,1.0,115.0,124.199,0.0
28770,3.0,6.0,4.0,9.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,7.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,38.0,568.62,30.0,25.0,0.0,0.0,25.0,5716.57,1.0,115.0,1593.379,50.0
28782,3.0,6.0,4.0,9.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,7.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,48.0,568.62,46.5,30.0,0.0,0.0,0.0,4638.46,1.0,115.0,1292.879,30.0
28784,3.0,6.0,4.0,9.0,6.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,48.0,568.62,27.0,15.0,0.0,0.0,0.0,4086.37,1.0,115.0,1138.993,15.0
28786,3.0,6.0,4.0,9.0,6.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,2.0,1.0,7.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,48.0,568.62,36.0,12.0,0.0,0.0,0.0,2286.63,1.0,115.0,637.353,12.0
28788,3.0,6.0,4.0,9.0,6.0,1.0,1.0,1.0,3.0,2.0,2.0,2.0,1.0,2.0,4.0,1.0,7.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,53.0,568.62,24.0,0.0,0.0,0.0,0.0,5894.8,1.0,115.0,1643.058,0.0
28795,3.0,6.0,4.0,9.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,7.0,1.0,2.0,100.0,58.0,568.62,15.0,4.5,0.0,0.0,9.0,769.45,1.0,115.0,214.469,13.5
28797,3.0,6.0,4.0,9.0,6.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,7.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,58.0,568.62,60.0,20.0,0.0,0.0,30.0,5264.46,1.0,115.0,1467.363,50.0
28803,3.0,6.0,4.0,9.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,100.0,63.0,568.62,20.0,15.0,0.0,0.0,0.0,1547.6,0.5,115.0,431.363,15.0
28804,3.0,6.0,4.0,9.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,4.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,2.0,100.0,63.0,568.62,4.5,4.5,0.0,0.0,0.0,2006.23,0.5,115.0,559.196,4.5
28809,3.0,6.0,4.0,9.0,6.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,68.0,568.62,30.0,12.5,0.0,0.0,12.5,4355.89,1.0,115.0,1214.117,25.0
28823,3.0,6.0,4.0,9.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,7.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,83.0,568.62,36.0,22.5,0.0,0.0,7.5,5753.52,1.0,115.0,1603.679,30.0
28834,3.0,6.0,4.0,9.0,6.0,1.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,93.0,568.62,10.0,9.0,0.0,0.0,9.0,3043.04,1.0,115.0,848.187,18.0
28836,3.0,6.0,4.0,9.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,93.0,568.62,15.0,12.5,0.0,0.0,12.5,5397.05,1.0,115.0,1504.32,25.0
28838,3.0,6.0,4.0,9.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,4.0,1.0,7.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,93.0,568.62,12.0,0.0,0.0,0.0,0.0,5449.22,1.0,115.0,1518.862,0.0
28849,3.0,6.0,4.0,21.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,8.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,14.0,625.46,6.0,50.0,0.0,0.0,50.0,2075.79,0.25,67.0,578.585,100.0
