,Region,Zone,District,Farmers Association,Enumeration Area,Head sex,Holder id,Parcel,Field,Field Type,CROP,Ownership,Is field under Extension Program?,Is Field Irrigated?,Is Field Prevented form Erosion,Common way of prevention,Seed / Seedling Type,Was crop damaged?,Prevension/precaution measure taken?,Type of measure,Is Fertilizer Used?,Type of fertilizer used if any?,How often is temporary crop field used  in  Meher (main) season?,What was the previous state of the field?,LANDUSE,Household Id,Sampling Weight,Quantity of indigenous seeds used,Quantity of chemical fertilizer used,Area in Square meter,Production Of Condition in Kg,Fertilizer Quantity
65315,4.0,6.0,8.0,4.0,3.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,142.0,342.91,40.0,0.0,1251.48,111.38,0.0
65317,4.0,6.0,8.0,4.0,3.0,1.0,1.0,8.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,142.0,342.91,45.0,0.0,2792.71,248.55,0.0
65320,4.0,6.0,8.0,4.0,3.0,1.0,1.0,11.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,142.0,342.91,100.0,0.0,4466.030000000001,397.48,0.0
65322,4.0,6.0,8.0,4.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,152.0,342.91,70.0,0.0,2581.8,229.78,0.0
65323,4.0,6.0,8.0,4.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,152.0,342.91,40.0,0.0,1523.33,135.57999999999998,0.0
65375,4.0,6.0,8.0,18.0,3.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,1.0,103.0,403.04,13.2,0.0,446.16,59.34,0.0
65405,4.0,6.0,8.0,22.0,3.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,3.0,229.67,5.88,3.882,546.74,25.15,3.882
65407,4.0,6.0,8.0,22.0,3.0,1.0,1.0,3.0,7.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,229.67,39.36,0.0,5630.64,259.01,0.0
65412,4.0,6.0,8.0,22.0,3.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,13.0,229.67,23.52,7.765,3166.41,145.66,7.765
65416,4.0,6.0,8.0,22.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,42.0,229.67,23.52,0.0,2075.6,95.48,0.0
65421,4.0,6.0,8.0,22.0,3.0,1.0,1.0,5.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,42.0,229.67,49.2,0.0,2525.81,116.19,0.0
65422,4.0,6.0,8.0,22.0,3.0,1.0,1.0,6.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,42.0,229.67,58.8,0.0,4635.02,213.20999999999998,0.0
65423,4.0,6.0,8.0,22.0,3.0,1.0,1.0,7.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,42.0,229.67,60.52,0.0,5107.85,234.96,0.0
65430,4.0,6.0,8.0,22.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,49.0,229.67,70.56,0.0,4029.2,185.34,0.0
65435,4.0,6.0,8.0,22.0,3.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,49.0,229.67,78.72,0.0,5544.9800000000005,255.07,0.0
65436,4.0,6.0,8.0,22.0,3.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,49.0,229.67,78.72,0.0,5904.48,271.61,0.0
65438,4.0,6.0,8.0,22.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,49.0,229.67,47.04,0.0,2030.35,93.4,0.0
65442,4.0,6.0,8.0,22.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,77.0,229.67,8.82,0.0,559.91,25.759999999999998,0.0
65443,4.0,6.0,8.0,22.0,3.0,1.0,1.0,3.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,77.0,229.67,11.76,0.0,842.39,38.75,0.0
65444,4.0,6.0,8.0,22.0,3.0,1.0,1.0,3.0,6.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,77.0,229.67,14.76,0.0,1853.85,85.28,0.0
65445,4.0,6.0,8.0,22.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,77.0,229.67,34.44,0.0,2644.65,121.64999999999999,0.0
65450,4.0,6.0,8.0,22.0,3.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,77.0,229.67,34.44,0.0,1864.2900000000002,85.76,0.0
65451,4.0,6.0,8.0,22.0,3.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,77.0,229.67,52.92,0.0,3125.6499999999996,143.78,0.0
65455,4.0,6.0,8.0,22.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,87.0,229.67,12.3,0.0,1142.08,52.54,0.0
65458,4.0,6.0,8.0,22.0,3.0,1.0,1.0,11.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,87.0,229.67,2.46,0.0,352.69,16.220000000000002,0.0
65459,4.0,6.0,8.0,22.0,3.0,1.0,1.0,11.0,2.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,87.0,229.67,11.76,0.0,1037.72,47.74,0.0
65461,4.0,6.0,8.0,22.0,3.0,1.0,1.0,14.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,87.0,229.67,35.28,0.0,2364.37,108.75999999999999,0.0
65462,4.0,6.0,8.0,22.0,3.0,1.0,1.0,16.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,5.0,1.0,87.0,229.67,32.34,0.0,1607.5600000000002,73.95,0.0
65464,4.0,6.0,8.0,22.0,3.0,1.0,1.0,18.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,3.0,1.0,87.0,229.67,41.16,0.0,2385.21,109.72,0.0
65466,4.0,6.0,8.0,22.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,92.0,229.67,14.76,0.0,1366.79,62.870000000000005,0.0
65474,4.0,6.0,8.0,22.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,102.0,229.67,23.52,0.0,1062.39,48.870000000000005,0.0
65476,4.0,6.0,8.0,22.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,102.0,229.67,68.88,0.0,2501.79,115.08,0.0
65477,4.0,6.0,8.0,22.0,3.0,1.0,1.0,3.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,102.0,229.67,3.86,0.0,165.27,7.6,0.0
65478,4.0,6.0,8.0,22.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,102.0,229.67,22.96,0.0,1181.71,54.36,0.0
65479,4.0,6.0,8.0,22.0,3.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,107.0,229.67,24.6,0.0,1295.65,59.599999999999994,0.0
65481,4.0,6.0,8.0,22.0,3.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,107.0,229.67,35.28,0.0,2257.99,103.86999999999999,0.0
65482,4.0,6.0,8.0,22.0,3.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,107.0,229.67,88.2,0.0,3626.68,166.82999999999998,0.0
65484,4.0,6.0,8.0,22.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,107.0,229.67,41.16,0.0,2827.17,130.05,0.0
65485,4.0,6.0,8.0,22.0,3.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,107.0,229.67,39.36,0.0,4003.54,184.16,0.0
65486,4.0,6.0,8.0,22.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,107.0,229.67,29.52,0.0,2135.31,98.22,0.0
65487,4.0,6.0,8.0,22.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,107.0,229.67,41.16,0.0,2051.13,94.35,0.0
65488,4.0,6.0,8.0,22.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,118.0,229.67,24.6,0.0,1750.82,80.54,0.0
65491,4.0,6.0,8.0,22.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,123.0,229.67,29.52,0.0,2088.0299999999997,96.05,0.0
65497,4.0,6.0,8.0,22.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,139.0,229.67,20.58,0.0,760.44,34.98,0.0
65498,4.0,6.0,8.0,22.0,3.0,2.0,1.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,139.0,229.67,14.76,0.0,1227.45,56.46,0.0
65499,4.0,6.0,8.0,22.0,3.0,2.0,1.0,4.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,139.0,229.67,19.68,0.0,1683.52,77.44,0.0
65504,4.0,6.0,8.0,22.0,3.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,149.0,229.67,35.28,0.0,1402.15,64.5,0.0
65508,4.0,6.0,8.0,22.0,3.0,1.0,1.0,8.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,149.0,229.67,44.28,0.0,2178.87,100.22999999999999,0.0
65509,4.0,6.0,8.0,22.0,3.0,1.0,1.0,8.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,149.0,229.67,17.64,0.0,1141.0,52.49,0.0
65510,4.0,6.0,8.0,22.0,3.0,1.0,1.0,9.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,149.0,229.67,35.28,0.0,2349.98,108.1,0.0
65511,4.0,6.0,8.0,22.0,3.0,1.0,1.0,10.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,149.0,229.67,39.36,0.0,3481.35,160.14,0.0
65512,4.0,6.0,8.0,22.0,3.0,1.0,1.0,11.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,149.0,229.67,39.36,0.0,3225.5,148.37,0.0
65514,4.0,6.0,8.0,22.0,3.0,1.0,1.0,13.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,149.0,229.67,35.28,0.0,1718.1,79.03,0.0
65515,4.0,6.0,8.0,22.0,3.0,1.0,1.0,14.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,149.0,229.67,41.16,0.0,2403.06,110.53999999999999,0.0
65517,4.0,6.0,8.0,22.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,154.0,229.67,23.52,0.0,2852.0800000000004,131.20000000000002,0.0
65518,4.0,6.0,8.0,22.0,3.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,154.0,229.67,14.76,0.0,2394.17,110.13,0.0
65519,4.0,6.0,8.0,22.0,3.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,154.0,229.67,9.84,0.0,1837.3300000000002,84.52,0.0
65523,4.0,6.0,8.0,22.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,154.0,229.67,34.3,0.0,1681.93,77.37,0.0
65528,4.0,6.0,8.0,22.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,165.0,229.67,47.04,0.0,3608.04,165.97,0.0
65530,4.0,6.0,8.0,22.0,3.0,1.0,1.0,3.0,3.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,165.0,229.67,29.4,0.0,1371.1999999999998,63.080000000000005,0.0
65531,4.0,6.0,8.0,22.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,165.0,229.67,19.68,0.0,2263.01,104.1,0.0
65535,4.0,6.0,8.0,22.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,181.0,229.67,44.28,0.0,3617.4,166.4,0.0
65539,4.0,6.0,9.0,7.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,345.08,8.55,0.0,1060.11,116.60999999999999,0.0
65542,4.0,6.0,9.0,7.0,3.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,345.08,20.25,0.0,3191.4199999999996,351.06,0.0
65543,4.0,6.0,9.0,7.0,3.0,1.0,1.0,7.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,1.0,4.0,345.08,8.1,0.0,1251.8000000000002,137.7,0.0
65546,4.0,6.0,9.0,7.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,15.0,345.08,9.72,0.0,1674.51,184.20000000000002,0.0
65549,4.0,6.0,9.0,7.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,15.0,345.08,18.24,0.0,2066.77,227.35,0.0
65552,4.0,6.0,9.0,7.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,20.0,345.08,24.3,0.0,3684.9700000000003,405.34999999999997,0.0
65553,4.0,6.0,9.0,7.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,20.0,345.08,6.84,0.0,500.54,55.059999999999995,0.0
65554,4.0,6.0,9.0,7.0,3.0,1.0,1.0,5.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,20.0,345.08,0.76,0.0,79.86,8.790000000000001,0.0
65556,4.0,6.0,9.0,7.0,3.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,20.0,345.08,4.86,0.0,717.0600000000001,78.88,0.0
65558,4.0,6.0,9.0,7.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,31.0,345.08,13.68,0.0,1694.2199999999998,186.35999999999999,0.0
65561,4.0,6.0,9.0,7.0,3.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,31.0,345.08,12.96,0.0,3783.92,416.23,0.0
65565,4.0,6.0,9.0,7.0,3.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,36.0,345.08,16.8,0.0,2324.08,255.65000000000003,0.0
65569,4.0,6.0,9.0,7.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,46.0,345.08,5.7,0.0,677.6999999999999,74.55000000000001,0.0
65570,4.0,6.0,9.0,7.0,3.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,46.0,345.08,22.68,0.0,4743.84,521.82,0.0
65571,4.0,6.0,9.0,7.0,3.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,46.0,345.08,4.56,0.0,345.87,38.05,0.0
65572,4.0,6.0,9.0,7.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,51.0,345.08,10.64,0.0,1096.65,120.63,0.0
65576,4.0,6.0,9.0,7.0,3.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,51.0,345.08,18.9,0.0,1251.65,137.68,0.0
65577,4.0,6.0,9.0,7.0,3.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,51.0,345.08,11.34,0.0,1257.71,138.35,0.0
65578,4.0,6.0,9.0,7.0,3.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,61.0,345.08,18.24,0.0,3007.42,330.82,0.0
65579,4.0,6.0,9.0,7.0,3.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,61.0,345.08,6.3,0.0,1318.79,145.07000000000002,0.0
65582,4.0,6.0,9.0,7.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,66.0,345.08,3.04,0.0,430.24,47.33,0.0
65583,4.0,6.0,9.0,7.0,3.0,1.0,1.0,7.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,66.0,345.08,9.18,0.0,1032.0,113.52,0.0
65584,4.0,6.0,9.0,7.0,3.0,1.0,1.0,8.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,66.0,345.08,2.28,0.0,504.13,55.45,0.0
65586,4.0,6.0,9.0,7.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,76.0,345.08,30.4,0.0,2098.16,230.79999999999998,0.0
65590,4.0,6.0,9.0,7.0,3.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,81.0,345.08,13.68,15.529,1238.69,136.26,15.529
65593,4.0,6.0,9.0,7.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,91.0,345.08,10.64,6.212,1304.7700000000002,143.53,6.212
65597,4.0,6.0,9.0,7.0,3.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,91.0,345.08,22.68,0.0,2986.5199999999995,328.52000000000004,0.0
65598,4.0,6.0,9.0,7.0,3.0,1.0,1.0,8.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,91.0,345.08,18.9,0.0,2229.91,245.29000000000002,0.0
65599,4.0,6.0,9.0,7.0,3.0,1.0,1.0,9.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,91.0,345.08,11.34,0.0,1297.71,142.75,0.0
65602,4.0,6.0,9.0,7.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,96.0,345.08,13.23,0.0,2398.29,263.81,0.0
65603,4.0,6.0,9.0,7.0,3.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,96.0,345.08,11.34,0.0,1324.98,145.75,0.0
65604,4.0,6.0,9.0,7.0,3.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,96.0,345.08,7.56,0.0,838.44,92.23,0.0
65605,4.0,6.0,9.0,7.0,3.0,1.0,1.0,8.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,96.0,345.08,42.56,19.411,4324.24,475.67,19.411
65610,4.0,6.0,9.0,7.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,106.0,345.08,10.8,0.0,1612.72,177.4,0.0
65611,4.0,6.0,9.0,7.0,3.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,112.0,345.08,12.16,0.0,1098.74,120.85999999999999,0.0
65614,4.0,6.0,9.0,7.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,112.0,345.08,24.32,0.0,2442.28,268.65000000000003,0.0
65616,4.0,6.0,9.0,7.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,112.0,345.08,11.2,0.0,2035.17,223.87,0.0
65617,4.0,6.0,9.0,7.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,122.0,345.08,12.96,0.0,2879.58,316.75,0.0
65622,4.0,6.0,9.0,7.0,3.0,1.0,1.0,8.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,1.0,122.0,345.08,9.12,0.0,1498.84,164.87,0.0
65623,4.0,6.0,9.0,7.0,3.0,1.0,1.0,9.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,122.0,345.08,4.86,0.0,814.0999999999999,89.55,0.0
