,Region,Zone,District,Farmers Association,Enumeration Area,Head sex,Holder id,Parcel,Field,Field Part,Field Type,CROP,Owner type,Extension,Irrigation Used,SERRO,MERRO,Seed Type,Any Damage?,Any Measure to Prevent Damage,Type of Damage Prevention,Fertilizer Used,How many times do you produce crops,What was the field used for?,Percent of Field in Use,Land Use Type,Household Id,FWEIGHT,Weight of Non-improved Seed,Closure Error,Enumerator Area (sq. m.),Computer Area (sq. m.),Area in Hectar,Area in Square meter,Sampling Weight,Production Of Condition in Kg,Production
64119,4.0,7.0,7.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,42.0,355.05,25.0,0.4,3455.99,3455.98,0.345599,3455.99,355.05,7188.460000000001,718.846
64124,4.0,7.0,7.0,5.0,2.0,1.0,1.0,8.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,42.0,355.05,20.0,1.6,1992.46,1992.46,0.199246,1992.46,355.05,4144.32,414.432
64125,4.0,7.0,7.0,5.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,57.0,355.05,50.0,0.74,2544.53,2544.53,0.254453,2544.53,355.05,5292.62,529.262
64131,4.0,7.0,7.0,5.0,2.0,1.0,1.0,7.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,62.0,355.05,30.0,1.37,1374.9,1374.9,0.13749,1374.9,355.05,2859.79,285.979
64133,4.0,7.0,7.0,5.0,2.0,1.0,1.0,10.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,62.0,355.05,75.0,0.12,2951.43,2951.43,0.295143,2951.43,355.05,6138.969999999999,613.897
64136,4.0,7.0,7.0,5.0,2.0,1.0,1.0,14.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,62.0,355.05,100.0,1.9,5114.04,5114.04,0.511404,5114.04,355.05,10637.2,1063.72
64139,4.0,7.0,7.0,5.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,72.0,355.05,100.0,1.35,5016.17,5016.17,0.501617,5016.17,355.05,10433.63,1043.363
64141,4.0,7.0,7.0,5.0,2.0,1.0,1.0,7.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,72.0,355.05,100.0,2.06,3144.44,3144.44,0.314444,3144.44,355.05,6540.44,654.044
64142,4.0,7.0,7.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,72.0,355.05,50.0,0.06,1931.71,1931.7,0.193171,1931.71,355.05,4017.96,401.796
64147,4.0,7.0,7.0,5.0,2.0,2.0,1.0,5.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,87.0,355.05,50.0,0.38,4275.58,4275.58,0.427558,4275.58,355.05,8893.210000000001,889.321
64152,4.0,7.0,7.0,5.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,102.0,355.05,150.0,1.21,4627.08,4627.08,0.462708,4627.08,355.05,9624.33,962.433
64155,4.0,7.0,7.0,5.0,2.0,1.0,1.0,9.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,100.0,1.0,102.0,355.05,40.0,2.99,5358.37,5358.62,0.535837,5358.37,355.05,11145.41,1114.541
64158,4.0,7.0,7.0,5.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,107.0,355.05,50.0,1.34,3069.13,3069.13,0.306913,3069.13,355.05,6383.79,638.379
64164,4.0,7.0,7.0,5.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,120.0,355.05,50.0,1.69,2378.24,2378.24,0.237824,2378.24,355.05,4946.74,494.674
64166,4.0,7.0,7.0,5.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,120.0,355.05,45.0,2.7,2059.54,2059.54,0.205954,2059.54,355.05,4283.84,428.384
64173,4.0,7.0,7.0,5.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,125.0,355.05,40.0,0.84,2182.53,2182.53,0.218253,2182.53,355.05,4539.66,453.966
64184,4.0,7.0,7.0,5.0,2.0,1.0,1.0,8.0,2.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,140.0,355.05,150.0,0.62,1010.49,1010.49,0.101049,1010.49,355.05,2101.82,210.182
64186,4.0,7.0,7.0,5.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,152.0,355.05,80.0,1.25,5169.52,5169.52,0.516952,5169.52,355.05,10752.6,1075.26
64199,4.0,7.0,7.0,14.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,13.0,342.52,60.0,1.4345899350816191,1524.5300471823327,1514.0311364418371,0.485792,4857.92,342.52,10104.470000000001,1010.447
64203,4.0,7.0,7.0,14.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,18.0,342.52,13.206250477473482,2.03,2469.61,2469.61,0.246961,2469.61,342.52,5136.79,513.679
64205,4.0,7.0,7.0,14.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,18.0,342.52,13.206250477473482,2.47,2319.95,2319.95,0.231995,2319.95,342.52,4825.5,482.55
64207,4.0,7.0,7.0,14.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,18.0,342.52,13.206250477473482,0.34,5486.66,5486.66,0.548666,5486.66,342.52,11412.25,1141.225
64208,4.0,7.0,7.0,14.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,8.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,18.0,342.52,13.206250477473482,0.84,1917.22,1917.22,0.191722,1917.22,342.52,3987.82,398.782
64213,4.0,7.0,7.0,14.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,28.0,342.52,50.0,0.76,1838.41,1838.41,0.183841,1838.41,342.52,3823.8900000000003,382.389
64218,4.0,7.0,7.0,14.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,45.0,342.52,40.0,0.44,2773.52,2773.52,0.277352,2773.52,342.52,5768.92,576.892
64230,4.0,7.0,7.0,14.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,65.0,342.52,40.0,1.04,3128.42,3128.42,0.312842,3128.42,342.52,6507.110000000001,650.711
64243,4.0,7.0,7.0,14.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,80.0,342.52,120.0,1.01,4365.87,4365.87,0.436587,4365.87,342.52,9081.01,908.101
64245,4.0,7.0,7.0,14.0,2.0,1.0,1.0,1.0,7.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,90.0,342.52,45.0,0.59,5391.44,5391.44,0.539144,5391.44,342.52,11214.199999999999,1121.42
64248,4.0,7.0,7.0,14.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,90.0,342.52,180.0,1.68,2241.95,2241.95,0.224195,2241.95,342.52,4663.259999999999,466.326
64250,4.0,7.0,7.0,14.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,90.0,342.52,45.0,3.32,4737.21,4737.21,0.473721,4737.21,342.52,9853.400000000001,985.34
64251,4.0,7.0,7.0,14.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,90.0,342.52,90.0,2.66,3045.91,3045.91,0.304591,3045.91,342.52,6335.49,633.549
64253,4.0,7.0,7.0,14.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,95.0,342.52,130.0,0.89,3725.07,3725.07,0.372507,3725.07,342.52,7748.15,774.815
64256,4.0,7.0,7.0,14.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,8.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0,100.0,1.0,95.0,342.52,50.0,1.4345899350816191,1524.5300471823327,1514.0311364418371,0.485792,4857.92,342.52,10104.470000000001,1010.447
64259,4.0,7.0,7.0,14.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,105.0,342.52,35.0,2.49,1583.08,1583.08,0.158308,1583.08,342.52,3292.81,329.281
64264,4.0,7.0,7.0,14.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,110.0,342.52,100.0,2.16,5124.21,5124.21,0.512421,5124.21,342.52,10658.36,1065.836
64265,4.0,7.0,7.0,14.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,110.0,342.52,100.0,2.66,4498.51,4498.51,0.449851,4498.51,342.52,9356.9,935.69
64270,4.0,7.0,7.0,14.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,135.0,342.52,50.0,0.04,4455.93,4473.74,0.445593,4455.93,342.52,9268.33,926.833
64274,4.0,7.0,7.0,14.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,135.0,342.52,50.0,1.4345899350816191,1524.5300471823327,1514.0311364418371,0.485792,4857.92,342.52,10104.470000000001,1010.447
64276,4.0,7.0,7.0,14.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,140.0,342.52,50.0,0.47,2531.75,2531.75,0.253175,2531.75,342.52,5266.04,526.604
64284,4.0,7.0,7.0,14.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,8.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,150.0,342.52,100.0,1.61,4970.4,4970.4,0.49704,4970.4,342.52,10338.43,1033.843
64292,4.0,7.0,7.0,23.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,31.0,324.7,100.0,0.94,5052.47,5052.47,0.505247,5052.47,324.7,8387.1,838.71
64296,4.0,7.0,7.0,23.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,3.0,2.0,1.0,2.0,100.0,1.0,47.0,324.7,55.0,2.36,2745.39,2745.39,0.274539,2745.39,324.7,4557.35,455.735
64299,4.0,7.0,7.0,23.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,57.0,324.7,50.0,1.07,1848.26,1848.26,0.184826,1848.26,324.7,3068.11,306.811
64300,4.0,7.0,7.0,23.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,57.0,324.7,50.0,1.47,2285.92,2285.92,0.228592,2285.92,324.7,3794.63,379.463
64329,4.0,7.0,7.0,23.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,4.0,100.0,1.0,148.0,324.7,15.0,1.4345899350816191,1524.5300471823327,1514.0311364418371,0.298301,2983.01,324.7,4951.8,495.18
64346,4.0,7.0,7.0,27.0,5.0,1.0,1.0,5.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,81.0,341.85,50.0,1.4345899350816191,1524.5300471823327,1514.0311364418371,0.328946,3289.46,341.85,6743.389999999999,674.339
64348,4.0,7.0,7.0,27.0,5.0,1.0,1.0,6.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,81.0,341.85,150.0,1.4345899350816191,1524.5300471823327,1514.0311364418371,0.328946,3289.46,341.85,6743.389999999999,674.339
64350,4.0,7.0,7.0,27.0,5.0,1.0,1.0,7.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,81.0,341.85,100.0,1.4345899350816191,1524.5300471823327,1514.0311364418371,0.328946,3289.46,341.85,6743.389999999999,674.339
64351,4.0,7.0,7.0,27.0,5.0,1.0,1.0,7.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,81.0,341.85,13.206250477473482,1.4345899350816191,1524.5300471823327,1514.0311364418371,0.328946,3289.46,341.85,6743.389999999999,674.339
64372,4.0,7.0,7.0,35.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,3.0,356.71,50.0,2.99,1607.33,1607.35,0.160733,1607.33,356.71,3295.0299999999997,329.503
64373,4.0,7.0,7.0,35.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,3.0,356.71,60.0,3.28,2671.51,2670.03,0.267151,2671.51,356.71,5476.599999999999,547.66
64375,4.0,7.0,7.0,35.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,15.0,356.71,15.0,1.96,2239.84,2239.84,0.223984,2239.84,356.71,4591.67,459.167
64376,4.0,7.0,7.0,35.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,100.0,1.0,15.0,356.71,20.0,2.61,676.59,676.59,0.067659,676.59,356.71,1387.01,138.701
64380,4.0,7.0,7.0,35.0,2.0,1.0,1.0,1.0,6.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,33.0,356.71,40.0,2.55,510.75,510.75,0.051075,510.75,356.71,1047.04,104.704
64381,4.0,7.0,7.0,35.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,33.0,356.71,110.0,4.53,5562.35,5562.35,0.556235,5562.35,356.71,11402.82,1140.282
64382,4.0,7.0,7.0,35.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,33.0,356.71,50.0,1.73,2579.97,2579.97,0.257997,2579.97,356.71,5288.9400000000005,528.894
64385,4.0,7.0,7.0,35.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,39.0,356.71,50.0,3.04,1981.22,1981.22,0.198122,1981.22,356.71,4061.5,406.15
64387,4.0,7.0,7.0,35.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,39.0,356.71,150.0,3.04,5507.16,5507.16,0.550716,5507.16,356.71,11289.68,1128.968
64390,4.0,7.0,7.0,35.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,51.0,356.71,50.0,2.66,4610.79,4610.79,0.461079,4610.79,356.71,9452.119999999999,945.212
64391,4.0,7.0,7.0,35.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,51.0,356.71,20.0,4.28,4032.92,4032.92,0.403292,4032.92,356.71,8267.49,826.749
64394,4.0,7.0,7.0,35.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,57.0,356.71,40.0,2.42,496.36,496.36,0.049636,496.36,356.71,1017.54,101.754
64396,4.0,7.0,7.0,35.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,69.0,356.71,70.0,0.64,426.09,426.09,0.042609,426.09,356.71,873.48,87.348
64401,4.0,7.0,7.0,35.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,75.0,356.71,75.0,3.94,482.19,482.19,0.048219,482.19,356.71,988.49,98.849
64402,4.0,7.0,7.0,35.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,75.0,356.71,50.0,2.65,2173.03,2173.03,0.217303,2173.03,356.71,4454.71,445.471
64406,4.0,7.0,7.0,35.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,8.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,87.0,356.71,150.0,0.61,2529.34,2533.62,0.252934,2529.34,356.71,5185.150000000001,518.515
64412,4.0,7.0,7.0,35.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,93.0,356.71,50.0,2.55,510.75,510.75,0.051075,510.75,356.71,1047.04,104.704
64413,4.0,7.0,7.0,35.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,93.0,356.71,50.0,2.66,4610.79,4610.79,0.461079,4610.79,356.71,9452.119999999999,945.212
64415,4.0,7.0,7.0,35.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,93.0,356.71,45.0,0.79,2332.12,2332.12,0.233212,2332.12,356.71,4780.85,478.085
64416,4.0,7.0,7.0,35.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,105.0,356.71,40.0,3.32,1207.72,1207.72,0.120772,1207.72,356.71,2475.83,247.583
64418,4.0,7.0,7.0,35.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,105.0,356.71,50.0,3.22,1541.6,1541.6,0.15416,1541.6,356.71,3160.2799999999997,316.028
64419,4.0,7.0,7.0,35.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,105.0,356.71,50.0,3.16,2374.43,2374.43,0.237443,2374.43,356.71,4867.58,486.758
64423,4.0,7.0,7.0,35.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,111.0,356.71,50.0,3.32,1207.72,1207.72,0.120772,1207.72,356.71,2475.83,247.583
64426,4.0,7.0,7.0,35.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,123.0,356.71,50.0,1.51,444.29,444.29,0.044429,444.29,356.71,910.7900000000001,91.079
64427,4.0,7.0,7.0,35.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,123.0,356.71,70.0,1.62,549.0,549.0,0.0549,549.0,356.71,1125.45,112.545
64428,4.0,7.0,7.0,35.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,8.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,123.0,356.71,80.0,1.41,1378.66,1378.66,0.137866,1378.66,356.71,2826.25,282.625
64429,4.0,7.0,7.0,35.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,123.0,356.71,80.0,1.08,996.35,996.35,0.099635,996.35,356.71,2042.52,204.252
64430,4.0,7.0,7.0,35.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,123.0,356.71,50.0,1.68,1240.73,1240.73,0.124073,1240.73,356.71,2543.5,254.35
64431,4.0,7.0,7.0,35.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,123.0,356.71,50.0,4.52,4264.15,4264.15,0.426415,4264.15,356.71,8741.51,874.151
64432,4.0,7.0,7.0,35.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,129.0,356.71,50.0,0.74,1337.97,1337.97,0.133797,1337.97,356.71,2742.84,274.284
64434,4.0,7.0,7.0,35.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,129.0,356.71,100.0,3.67,554.58,554.58,0.055458,554.58,356.71,1136.89,113.689
64438,4.0,7.0,7.0,35.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,147.0,356.71,50.0,3.28,1247.78,1247.78,0.124778,1247.78,356.71,2557.95,255.795
64439,4.0,7.0,7.0,35.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,147.0,356.71,40.0,3.44,1245.86,1245.86,0.124586,1245.86,356.71,2554.0099999999998,255.401
64441,4.0,7.0,7.0,35.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,147.0,356.71,50.0,2.46,343.53,343.53,0.034353,343.53,356.71,704.24,70.424
64442,4.0,7.0,7.0,35.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,159.0,356.71,40.0,2.05,1212.78,1212.78,0.121278,1212.78,356.71,2486.2,248.62
64444,4.0,7.0,7.0,35.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,159.0,356.71,15.0,2.99,1607.35,1607.35,0.160735,1607.35,356.71,3295.0699999999997,329.507
64446,4.0,7.0,7.0,35.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,165.0,356.71,50.0,1.97,1376.47,1376.47,0.137647,1376.47,356.71,2821.76,282.176
