,REC$TYPE,Region,Zone,District,Farmers Association,Enumeration Area,Head sex,Holder id,Parcel,Field,Field type,CROP,Ownership type,Is field under Extension Program?,Is Field Irrigated?,How many times is the field ploughed,Orientation of the field,Is Field Prevented form Erosion,"If field Prevented form Erosion, common way of prevention",Do youprevent land Degradation,Method to prevent land degredation,How were seeds planted/ sowed?,Seed / Seedling Type,Was crop damaged ?,Prevention/precaution measure taken?,Type of measure if any?,Is Fertilizer Used?,Type of fertilizer used if any?,Type of chemical fertilizer,How often is temporary crop field used in Meher (main) season,What was the previous state of the field ?,Percent share of mixed crops,Respondent local area code,Holder Condition,Household Id,Sampling weight,Quantity of indigenous seeds used,Quantity of UREA fertilizer used,Quantity of DAP fertilizer used,"Quantity of NPS fertilizer used,",Quantity of BLENDED fertilizer used,Area in Square meter,Respondent local area,Production Of Condition in Kg,Fertilizer Quantity
32983,50.0,3.0,7.0,6.0,12.0,4.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,6.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,4.0,0.0,62.0,824.76,15.0,0.0,0.0,0.0,0.0,2192.74,1.0,525.065,0.0
32986,50.0,3.0,7.0,6.0,12.0,4.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,6.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,4.0,0.0,67.0,824.76,15.0,0.0,0.0,0.0,0.0,843.16,1.0,201.9,0.0
32997,50.0,3.0,7.0,6.0,12.0,4.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,4.0,0.0,77.0,824.76,25.0,0.0,0.0,0.0,0.0,3968.32,1.0,950.238,0.0
33023,50.0,3.0,7.0,6.0,27.0,4.0,1.0,1.0,1.0,17.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,2.0,100.0,2.0,0.0,1.0,1253.37,30.0,0.0,0.0,0.0,0.0,1584.92,0.25,565.89,0.0
33027,50.0,3.0,7.0,6.0,27.0,4.0,2.0,1.0,1.0,9.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,100.0,2.0,0.0,6.0,1253.37,30.0,0.0,0.0,0.0,0.0,3006.53,1.0,1073.471,0.0
33033,50.0,3.0,7.0,6.0,27.0,4.0,1.0,1.0,3.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,100.0,2.0,0.0,12.0,1253.37,80.0,0.0,0.0,0.0,0.0,2536.59,1.0,905.68,0.0
33041,50.0,3.0,7.0,6.0,27.0,4.0,1.0,1.0,1.0,11.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,2.0,100.0,2.0,0.0,17.0,1253.37,14.0,0.0,0.0,0.0,0.0,1004.52,0.25,358.66,0.0
33043,50.0,3.0,7.0,6.0,27.0,4.0,1.0,1.0,1.0,13.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,2.0,100.0,2.0,0.0,17.0,1253.37,15.0,0.0,0.0,0.0,0.0,148.34,0.25,52.965,0.0
33045,50.0,3.0,7.0,6.0,27.0,4.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,2.0,0.0,22.0,1253.37,25.0,5.0,0.0,0.0,6.0,2738.74,0.5,977.857,11.0
33049,50.0,3.0,7.0,6.0,27.0,4.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,2.0,100.0,2.0,0.0,22.0,1253.37,30.0,0.0,0.0,0.0,0.0,4655.21,0.5,1662.124,0.0
33051,50.0,3.0,7.0,6.0,27.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,27.0,1253.37,20.0,0.0,0.0,0.0,0.0,696.85,0.25,248.808,0.0
33061,50.0,3.0,7.0,6.0,27.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,2.0,0.0,32.0,1253.37,15.0,2.5,0.0,0.0,2.5,2819.75,0.5,1006.78,5.0
33075,50.0,3.0,7.0,6.0,27.0,4.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,100.0,2.0,0.0,42.0,1253.37,40.0,0.0,0.0,0.0,0.0,4805.08,1.0,1715.634,0.0
33086,50.0,3.0,7.0,6.0,27.0,4.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,2.0,2.0,100.0,2.0,0.0,62.0,1253.37,30.0,0.0,0.0,0.0,0.0,4140.37,1.0,1478.303,0.0
33092,50.0,3.0,7.0,6.0,27.0,4.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,100.0,2.0,0.0,67.0,1253.37,25.0,0.0,0.0,0.0,0.0,2517.25,1.0,898.775,0.0
33093,50.0,3.0,7.0,6.0,27.0,4.0,1.0,1.0,6.0,4.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,100.0,2.0,0.0,67.0,1253.37,25.0,0.0,0.0,0.0,0.0,3992.11,1.0,1425.366,0.0
33107,50.0,3.0,7.0,6.0,27.0,4.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,8.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,2.0,2.0,100.0,2.0,0.0,83.0,1253.37,40.0,0.0,0.0,0.0,0.0,3818.77,0.5,1363.477,0.0
33117,50.0,3.0,7.0,6.0,27.0,4.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,2.0,2.0,100.0,2.0,0.0,93.0,1253.37,15.0,8.0,0.0,0.0,5.0,874.96,0.5,312.4,13.0
33130,50.0,3.0,7.0,7.0,7.0,8.0,2.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,16.0,0.0,4.0,277.99,25.0,3.125,0.0,0.0,3.125,691.18,0.5,130.042,6.25
33131,50.0,3.0,7.0,7.0,7.0,8.0,2.0,1.0,1.0,16.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,16.0,0.0,4.0,277.99,25.0,3.125,0.0,0.0,3.125,886.45,0.5,166.781,6.25
33137,50.0,3.0,7.0,7.0,7.0,8.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,16.0,0.0,10.0,277.99,50.0,12.5,0.0,0.0,0.0,1007.44,0.25,189.544,12.5
33138,50.0,3.0,7.0,7.0,7.0,8.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,16.0,0.0,10.0,277.99,8.0,2.58,0.0,0.0,1.72,270.29,1.0,50.854,4.3
33145,50.0,3.0,7.0,7.0,7.0,8.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,16.0,0.0,22.0,277.99,30.0,0.0,0.0,0.0,0.0,1463.37,0.5,275.325,0.0
33147,50.0,3.0,7.0,7.0,7.0,8.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,16.0,0.0,28.0,277.99,10.55,6.45,0.0,0.0,1.72,654.36,0.5,123.115,8.17
33154,50.0,3.0,7.0,7.0,7.0,8.0,1.0,1.0,5.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,16.0,0.0,28.0,277.99,50.0,10.32,0.0,0.0,0.0,1810.13,1.0,340.564,10.32
33167,50.0,3.0,7.0,7.0,7.0,8.0,1.0,1.0,1.0,5.0,1.0,1.0,3.0,2.0,2.0,3.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,16.0,0.0,52.0,277.99,40.0,0.0,0.0,0.0,0.0,1128.74,0.5,212.365,0.0
33173,50.0,3.0,7.0,7.0,7.0,8.0,1.0,1.0,1.0,14.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,1.0,100.0,16.0,0.0,52.0,277.99,3.165,0.0,0.0,0.0,0.0,311.24,1.0,58.558,0.0
33183,50.0,3.0,7.0,7.0,7.0,8.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,16.0,0.0,70.0,277.99,40.0,0.0,0.0,0.0,0.0,1312.2,0.75,246.883,0.0
33188,50.0,3.0,7.0,7.0,7.0,8.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,16.0,0.0,76.0,277.99,10.55,0.0,0.0,0.0,0.0,963.65,0.5,181.305,0.0
33196,50.0,3.0,7.0,7.0,7.0,8.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,16.0,0.0,88.0,277.99,5.275,0.0,0.0,0.0,0.0,1389.48,0.5,261.422,0.0
33222,50.0,3.0,7.0,7.0,19.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,100.0,16.0,0.0,21.0,1056.85,75.0,7.77,0.0,0.0,0.0,2076.29,0.75,661.427,7.77
33224,50.0,3.0,7.0,7.0,19.0,3.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,16.0,0.0,42.0,1056.85,50.0,0.0,0.0,0.0,0.0,1892.84,0.75,602.987,0.0
33225,50.0,3.0,7.0,7.0,19.0,3.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,16.0,0.0,42.0,1056.85,30.0,0.0,0.0,0.0,0.0,1010.19,3.0,321.807,0.0
33226,50.0,3.0,7.0,7.0,19.0,3.0,1.0,1.0,2.0,7.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,100.0,2.0,0.0,42.0,1056.85,70.0,12.95,0.0,0.0,0.0,4226.71,1.0,1346.47,12.95
33230,50.0,3.0,7.0,7.0,19.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,2.0,0.0,45.0,1056.85,50.0,0.0,0.0,0.0,0.0,3993.57,1.0,1272.2,0.0
33231,50.0,3.0,7.0,7.0,19.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,16.0,0.0,47.0,1056.85,30.6,0.0,0.0,0.0,0.0,1868.07,0.75,595.095,0.0
33232,50.0,3.0,7.0,7.0,19.0,3.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,8.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,16.0,0.0,50.0,1056.85,15.3,0.0,0.0,0.0,0.0,1174.3,4.0,374.088,0.0
33234,50.0,3.0,7.0,7.0,19.0,3.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,16.0,0.0,50.0,1056.85,5.1,1.295,0.0,0.0,0.0,647.08,2.0,206.135,1.295
33236,50.0,3.0,7.0,7.0,19.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,16.0,0.0,53.0,1056.85,30.6,25.0,0.0,0.0,6.88,2615.98,1.0,833.352,31.88
33239,50.0,3.0,7.0,7.0,19.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,16.0,0.0,97.0,1056.85,75.0,0.0,0.0,0.0,0.0,2249.72,1.0,716.675,0.0
33243,50.0,3.0,7.0,7.0,19.0,3.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,2.0,0.0,105.0,1056.85,50.0,20.0,0.0,0.0,20.0,3208.35,0.75,1022.058,40.0
33244,50.0,3.0,7.0,7.0,19.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,4.0,2.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,7.0,1.0,2.0,100.0,2.0,0.0,105.0,1056.85,100.0,5.0,0.0,0.0,5.0,4963.78,1.5,1581.271,10.0
33248,50.0,3.0,7.0,7.0,31.0,2.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,2.0,0.0,3.0,629.04,16.88,0.0,0.0,0.0,0.0,1452.85,0.25,232.965,0.0
33250,50.0,3.0,7.0,7.0,31.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,16.0,0.0,3.0,629.04,13.715,0.0,0.0,0.0,0.0,1365.77,4.0,219.002,0.0
33252,50.0,3.0,7.0,7.0,31.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,16.0,0.0,13.0,629.04,37.98,0.0,0.0,0.0,0.0,1008.33,4.0,161.686,0.0
33253,50.0,3.0,7.0,7.0,31.0,2.0,2.0,1.0,1.0,7.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,16.0,0.0,13.0,629.04,18.99,0.0,0.0,0.0,0.0,1225.37,4.0,196.489,0.0
33255,50.0,3.0,7.0,7.0,31.0,2.0,2.0,1.0,1.0,10.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,16.0,0.0,13.0,629.04,18.99,0.0,0.0,0.0,0.0,921.33,3.0,147.736,0.0
33256,50.0,3.0,7.0,7.0,31.0,2.0,2.0,1.0,1.0,12.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,2.0,0.0,13.0,629.04,75.96,0.0,0.0,0.0,0.0,4186.9,2.5,671.37,0.0
33259,50.0,3.0,7.0,7.0,31.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,16.0,0.0,23.0,629.04,54.86,0.0,0.0,0.0,0.0,4003.93,1.0,642.031,0.0
33260,50.0,3.0,7.0,7.0,31.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,16.0,0.0,23.0,629.04,47.475,25.0,0.0,0.0,25.0,3590.32,0.75,575.708,50.0
33262,50.0,3.0,7.0,7.0,31.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,16.0,0.0,28.0,629.04,25.0,0.0,0.0,0.0,0.0,1845.09,0.5,295.861,0.0
33263,50.0,3.0,7.0,7.0,31.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,16.0,0.0,28.0,629.04,25.0,0.0,0.0,0.0,0.0,2690.59,0.5,431.436,0.0
33265,50.0,3.0,7.0,7.0,31.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,16.0,0.0,28.0,629.04,7.385,0.0,0.0,0.0,0.0,528.52,1.0,84.748,0.0
33266,50.0,3.0,7.0,7.0,31.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,2.0,0.0,28.0,629.04,15.0,5.16,0.0,0.0,10.32,1760.2,0.5,282.248,15.48
33267,50.0,3.0,7.0,7.0,31.0,2.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,7.0,1.0,2.0,100.0,2.0,0.0,33.0,629.04,54.86,12.5,0.0,0.0,12.5,4596.14,2.5,736.992,25.0
33270,50.0,3.0,7.0,7.0,31.0,2.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,16.0,0.0,38.0,629.04,100.0,0.0,0.0,0.0,0.0,5090.67,2.0,816.288,0.0
33271,50.0,3.0,7.0,7.0,31.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,3.0,2.0,2.0,4.0,2.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,2.0,0.0,43.0,629.04,54.86,0.0,0.0,0.0,0.0,4418.99,2.0,708.585,0.0
33273,50.0,3.0,7.0,7.0,31.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,4.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,16.0,0.0,43.0,629.04,27.43,0.0,0.0,0.0,0.0,1089.41,4.0,174.687,0.0
33274,50.0,3.0,7.0,7.0,31.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,2.0,0.0,48.0,629.04,35.0,0.0,0.0,0.0,0.0,2568.48,1.0,411.856,0.0
33276,50.0,3.0,7.0,7.0,31.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,2.0,0.0,53.0,629.04,32.705,0.0,0.0,0.0,0.0,1295.37,0.5,207.713,0.0
33277,50.0,3.0,7.0,7.0,31.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,16.0,0.0,58.0,629.04,3.165,0.0,0.0,0.0,0.0,243.83,1.0,39.098,0.0
33278,50.0,3.0,7.0,7.0,31.0,2.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,2.0,0.0,58.0,629.04,11.605,0.0,0.0,0.0,0.0,1495.82,0.25,239.856,0.0
33279,50.0,3.0,7.0,7.0,31.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,2.0,0.0,58.0,629.04,36.0,0.0,0.0,0.0,0.0,2192.74,0.75,351.607,0.0
33282,50.0,3.0,7.0,7.0,31.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,100.0,2.0,0.0,63.0,629.04,27.43,16.67,0.0,0.0,0.0,1936.7,1.0,310.551,16.67
33284,50.0,3.0,7.0,7.0,31.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,2.0,100.0,2.0,0.0,63.0,629.04,27.43,16.66,0.0,0.0,0.0,2110.12,1.0,338.358,16.66
33286,50.0,3.0,7.0,7.0,31.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,3.0,2.0,2.0,4.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,2.0,0.0,68.0,629.04,75.0,0.0,0.0,0.0,0.0,3239.02,1.0,519.378,0.0
33287,50.0,3.0,7.0,7.0,31.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,100.0,2.0,0.0,68.0,629.04,36.0,0.0,0.0,0.0,0.0,1265.99,0.5,203.001,0.0
33289,50.0,3.0,7.0,7.0,31.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,2.0,0.0,73.0,629.04,30.595,0.0,0.0,0.0,0.0,2943.0,1.5,471.91,0.0
33290,50.0,3.0,7.0,7.0,31.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,16.0,0.0,73.0,629.04,6.33,0.0,0.0,0.0,0.0,1118.71,4.0,179.385,0.0
33291,50.0,3.0,7.0,7.0,31.0,2.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,2.0,0.0,78.0,629.04,13.715,0.0,0.0,0.0,0.0,1240.01,0.75,198.836,0.0
33294,50.0,3.0,7.0,7.0,31.0,2.0,1.0,1.0,1.0,14.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,16.0,0.0,78.0,629.04,10.0,0.0,0.0,0.0,0.0,729.86,3.0,117.034,0.0
33295,50.0,3.0,7.0,7.0,31.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,16.0,0.0,83.0,629.04,8.44,0.0,0.0,0.0,0.0,557.41,2.5,89.381,0.0
33297,50.0,3.0,7.0,7.0,31.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,16.0,0.0,83.0,629.04,3.165,0.0,0.0,0.0,0.0,467.5,2.0,74.965,0.0
