,REC$TYPE,Region,Zone,District,Farmers Association,Enumeration Area,Head sex,Holder id,Parcel,Field,Field Type,CROP,Ownership,Is field under Extension Program?,Is Field Irrigated?,Is Field Prevented form Erosion,Common way of prevention,Seed / Seedling Type,Was crop damaged?,Prevention/precaution measure taken?,Type of measure,Is Fertilizer Used?,Type of fertilizer used if any?,How often is temporary crop field used  in  Meher (main) season?,What was the previous state of the field?,APERCENT,LANDUSE,Household Id,Sampling Weight,Quantity of indigenous seeds used,Quantity of UREA chemical fertilizer used,Quantity of DAP chemical fertilizer used,Quantity of Both UREA and DAP chemical fertilizer used,CERROR,AREB,Enumerator Area,Area in Square meter,Production Of Condition in Kg,Fertilizer Quantity
25889,50.0,3.0,5.0,6.0,5.0,3.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,126.0,431.6,20.0,0.0,0.0,0.0,0.72,220235.0,2200.63,2202.35,504.338,0.0
25890,50.0,3.0,5.0,6.0,5.0,3.0,1.0,1.0,9.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,126.0,431.6,10.0,0.0,0.0,0.0,1.03,66841.0,668.41,668.41,153.066,0.0
25891,50.0,3.0,5.0,6.0,5.0,3.0,1.0,1.0,7.0,10.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,100.0,1.0,126.0,431.6,1.0,0.0,0.0,0.0,2.89,6920.0,1185.3746742546282,69.2,15.847,0.0
25894,50.0,3.0,5.0,6.0,5.0,3.0,1.0,1.0,7.0,6.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,126.0,431.6,2.0,0.0,0.0,0.0,0.73,11844.0,118.44,118.44,27.123,0.0
25895,50.0,3.0,5.0,6.0,5.0,3.0,1.0,1.0,7.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,126.0,431.6,4.0,0.0,0.0,0.0,1.33,25070.0,250.7,250.7,57.41,0.0
25896,50.0,3.0,5.0,6.0,5.0,3.0,1.0,1.0,7.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,126.0,431.6,4.0,0.0,0.0,0.0,1.59,22208.0,222.08,222.08,50.856,0.0
25897,50.0,3.0,5.0,6.0,5.0,3.0,1.0,1.0,7.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,126.0,431.6,5.0,0.0,0.0,0.0,1.28,30564.0,305.64,305.64,69.992,0.0
25898,50.0,3.0,5.0,6.0,5.0,3.0,1.0,1.0,7.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,126.0,431.6,3.5,0.0,0.0,0.0,1.98,22518.0,225.18,225.18,51.566,0.0
25899,50.0,3.0,5.0,6.0,5.0,3.0,2.0,1.0,13.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,132.0,431.6,5.0,0.0,0.0,0.0,0.96,31659.0,316.59,316.59,72.499,0.0
25900,50.0,3.0,5.0,6.0,5.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,132.0,431.6,1.0,0.0,0.0,0.0,0.56,8285.0,82.85,82.85,18.973,0.0
25901,50.0,3.0,5.0,6.0,5.0,3.0,2.0,1.0,1.0,9.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,132.0,431.6,6.0,0.0,0.0,0.0,0.17,41264.0,412.64,412.64,94.495,0.0
25902,50.0,3.0,5.0,6.0,5.0,3.0,2.0,1.0,1.0,8.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,132.0,431.6,5.0,0.0,0.0,0.0,0.96,33663.0,336.63,336.63,77.088,0.0
25903,50.0,3.0,5.0,6.0,5.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,132.0,431.6,2.5,0.0,0.0,0.0,0.68,39537.0,395.37,395.37,90.54,0.0
25908,50.0,3.0,5.0,6.0,5.0,3.0,2.0,1.0,6.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,132.0,431.6,7.0,0.0,0.0,0.0,0.97,43498.0,434.98,434.98,99.61,0.0
25909,50.0,3.0,5.0,6.0,5.0,3.0,2.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,132.0,431.6,10.0,0.0,0.0,0.0,1.52,71396.0,713.96,713.96,163.497,0.0
25910,50.0,3.0,5.0,6.0,5.0,3.0,2.0,1.0,5.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,132.0,431.6,8.0,0.0,0.0,0.0,1.45,66190.0,661.9,661.9,151.575,0.0
25911,50.0,3.0,5.0,6.0,5.0,3.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,132.0,431.6,2.0,0.0,0.0,0.0,1.26,11423.0,114.23,114.23,26.159,0.0
25912,50.0,3.0,5.0,6.0,5.0,3.0,2.0,1.0,15.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,132.0,431.6,5.0,0.0,0.0,0.0,1.08,33368.0,333.68,333.68,76.413,0.0
25913,50.0,3.0,5.0,6.0,5.0,3.0,2.0,1.0,14.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,132.0,431.6,2.0,0.0,0.0,0.0,2.87,18839.0,188.39,188.39,43.141,0.0
25921,50.0,3.0,5.0,6.0,5.0,3.0,1.0,1.0,6.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,145.0,431.6,3.5,0.0,0.0,0.0,0.98,29615.0,291.09,296.15,67.818,0.0
25922,50.0,3.0,5.0,6.0,5.0,3.0,1.0,1.0,6.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,145.0,431.6,2.0,0.0,0.0,0.0,2.82,16289.0,162.89,162.89,37.302,0.0
25923,50.0,3.0,5.0,6.0,5.0,3.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,145.0,431.6,8.0,0.0,0.0,0.0,3.8,59703.0,597.03,597.03,136.72,0.0
25926,50.0,3.0,5.0,6.0,5.0,3.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,145.0,431.6,6.0,0.0,0.0,0.0,0.74,45042.0,450.42,450.42,103.146,0.0
25927,50.0,3.0,5.0,6.0,5.0,3.0,1.0,1.0,1.0,11.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,145.0,431.6,6.0,0.0,0.0,0.0,2.6,47879.0,478.79,478.79,109.643,0.0
25928,50.0,3.0,5.0,6.0,5.0,3.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,145.0,431.6,18.0,0.0,0.0,0.0,0.64,166500.0,1665.0,1665.0,381.285,0.0
25930,50.0,3.0,5.0,6.0,5.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,145.0,431.6,2.0,0.0,0.0,0.0,1.81,15896.0,158.96,158.96,36.402,0.0
25933,50.0,3.0,5.0,6.0,5.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,151.0,431.6,10.0,0.0,0.0,0.0,0.94,98244.0,982.44,982.44,224.979,0.0
25934,50.0,3.0,5.0,6.0,5.0,3.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,163.0,431.6,12.0,0.0,0.0,0.0,1.75,100947.0,1009.47,1009.47,231.169,0.0
25935,50.0,3.0,5.0,6.0,5.0,3.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,163.0,431.6,1.0,0.0,0.0,0.0,3.42,8522.0,85.22,85.22,19.515,0.0
25938,50.0,3.0,5.0,6.0,5.0,3.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,163.0,431.6,10.0,0.0,0.0,0.0,4.9,91651.0,1185.3746742546282,916.51,209.881,0.0
25939,50.0,3.0,5.0,6.0,5.0,3.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,163.0,431.6,8.0,0.0,0.0,0.0,1.11,77036.0,770.36,770.36,176.412,0.0
25940,50.0,3.0,5.0,6.0,5.0,3.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,163.0,431.6,6.5,0.0,0.0,0.0,1.12,51831.0,518.56,518.31,118.693,0.0
25941,50.0,3.0,5.0,6.0,5.0,3.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,163.0,431.6,2.0,0.0,0.0,0.0,1.26,15450.0,154.5,154.5,35.381,0.0
25942,50.0,3.0,5.0,6.0,5.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,163.0,431.6,8.0,0.0,0.0,0.0,0.27,71563.0,703.77,715.63,163.879,0.0
25946,50.0,3.0,5.0,6.0,5.0,3.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,163.0,431.6,5.0,0.0,0.0,0.0,0.79,43281.0,432.81,432.81,99.113,0.0
25947,50.0,3.0,5.0,6.0,5.0,3.0,2.0,1.0,1.0,7.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,163.0,431.6,10.0,0.0,0.0,0.0,1.32,71082.0,710.82,710.82,162.778,0.0
25948,50.0,3.0,5.0,6.0,5.0,3.0,2.0,1.0,1.0,8.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,163.0,431.6,12.0,0.0,0.0,0.0,0.51,98918.0,989.18,989.18,226.522,0.0
25949,50.0,3.0,5.0,6.0,5.0,3.0,2.0,1.0,1.0,9.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,163.0,431.6,10.0,0.0,0.0,0.0,0.73,78498.0,784.98,784.98,179.76,0.0
25950,50.0,3.0,5.0,6.0,5.0,3.0,2.0,1.0,1.0,10.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,163.0,431.6,5.0,0.0,0.0,0.0,1.34,40737.0,415.27,407.37,93.288,0.0
25951,50.0,3.0,5.0,6.0,5.0,3.0,2.0,1.0,1.0,13.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,163.0,431.6,2.5,0.0,0.0,0.0,2.59,10382.0,103.82,103.82,23.775,0.0
25952,50.0,3.0,5.0,6.0,5.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,163.0,431.6,25.0,0.0,0.0,0.0,0.99,224298.0,2242.98,2242.98,513.642,0.0
25953,50.0,3.0,5.0,6.0,5.0,3.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,163.0,431.6,2.0,0.0,0.0,0.0,2.4,17770.0,177.7,177.7,40.693,0.0
25956,50.0,3.0,5.0,6.0,5.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,163.0,431.6,5.0,0.0,0.0,0.0,0.05,36374.0,363.74,363.74,83.296,0.0
25957,50.0,3.0,5.0,6.0,5.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,163.0,431.6,7.0,0.0,0.0,0.0,0.13,51715.0,517.15,517.15,118.427,0.0
25958,50.0,3.0,5.0,6.0,5.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,169.0,431.6,1.5,0.0,0.0,0.0,2.33,5416.0,54.16,54.16,12.403,0.0
25959,50.0,3.0,5.0,6.0,5.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,169.0,431.6,2.5,0.0,0.0,0.0,4.53,14116.0,141.16,141.16,32.326,0.0
25960,50.0,3.0,5.0,6.0,5.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,169.0,431.6,3.0,0.0,0.0,0.0,0.75,30626.0,306.26,306.26,70.134,0.0
25961,50.0,3.0,5.0,6.0,5.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,169.0,431.6,4.5,0.0,0.0,0.0,0.45,36836.0,368.36,368.36,84.354,0.0
25962,50.0,3.0,5.0,6.0,6.0,5.0,2.0,1.0,1.0,13.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,2.0,420.99,15.3,0.0,0.0,0.0,0.32,189252.0,1892.52,1892.52,342.546,0.0
25969,50.0,3.0,5.0,6.0,6.0,5.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,12.0,420.99,2.068,0.0,0.0,0.0,1.12,28804.0,288.04,288.04,52.135,0.0
25971,50.0,3.0,5.0,6.0,6.0,5.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,12.0,420.99,6.18,0.0,0.0,0.0,2.16,79215.0,792.15,792.15,143.379,0.0
25981,50.0,3.0,5.0,6.0,6.0,5.0,1.0,1.0,10.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,12.0,420.99,1.04,0.0,0.0,0.0,1.26,11642.0,116.42,116.42,21.072,0.0
25982,50.0,3.0,5.0,6.0,6.0,5.0,1.0,1.0,10.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,12.0,420.99,7.0,0.0,0.0,0.0,1.44,72389.0,723.89,723.89,131.024,0.0
25983,50.0,3.0,5.0,6.0,6.0,5.0,1.0,1.0,10.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,12.0,420.99,42.0,0.0,0.0,0.0,0.97,178244.0,1782.44,1782.44,322.622,0.0
25986,50.0,3.0,5.0,6.0,6.0,5.0,1.0,1.0,1.0,11.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,17.0,420.99,10.3,0.0,0.0,0.0,0.06,124618.0,1264.18,1246.18,225.559,0.0
25990,50.0,3.0,5.0,6.0,6.0,5.0,2.0,1.0,1.0,13.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,27.0,420.99,5.0,0.0,0.0,0.0,1.07,60101.0,601.01,601.01,108.783,0.0
25991,50.0,3.0,5.0,6.0,6.0,5.0,2.0,1.0,1.0,16.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,27.0,420.99,2.0,0.0,0.0,0.0,0.8,25023.0,250.23,250.23,45.292,0.0
26001,50.0,3.0,5.0,6.0,6.0,5.0,1.0,1.0,1.0,14.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,32.0,420.99,10.2,0.0,0.0,0.0,0.73,264731.0,2647.31,2647.31,479.163,0.0
26008,50.0,3.0,5.0,6.0,6.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,47.0,420.99,3.06,0.0,0.0,0.0,1.1,27981.0,279.81,279.81,50.646,0.0
26012,50.0,3.0,5.0,6.0,6.0,5.0,1.0,1.0,1.0,21.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,57.0,420.99,10.2,0.0,0.0,0.0,0.98,139934.0,1399.34,1399.34,253.281,0.0
26019,50.0,3.0,5.0,6.0,6.0,5.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,62.0,420.99,20.0,0.0,0.0,0.0,0.33,103255.0,1032.55,1032.55,186.892,0.0
26020,50.0,3.0,5.0,6.0,6.0,5.0,1.0,1.0,1.0,15.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,62.0,420.99,3.06,0.0,0.0,0.0,1.85,42782.0,427.82,427.82,77.435,0.0
26026,50.0,3.0,5.0,6.0,6.0,5.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,72.0,420.99,3.06,0.0,0.0,0.0,0.42,38728.0,387.28,387.28,70.098,0.0
26039,50.0,3.0,5.0,6.0,6.0,5.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,92.0,420.99,7.17,0.0,0.0,0.0,0.97,55383.0,557.53,553.83,100.243,0.0
26042,50.0,3.0,5.0,6.0,6.0,5.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,92.0,420.99,4.08,0.0,0.0,0.0,0.95,31532.0,315.32,315.32,57.073,0.0
26052,50.0,3.0,5.0,6.0,6.0,5.0,1.0,1.0,6.0,8.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,102.0,420.99,10.3,0.0,0.0,0.0,0.93,77032.0,770.32,770.32,139.428,0.0
26054,50.0,3.0,5.0,6.0,6.0,5.0,1.0,1.0,1.0,11.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,107.0,420.99,5.2,0.0,0.0,0.0,0.33,83968.0,839.68,839.68,151.982,0.0
26056,50.0,3.0,5.0,6.0,6.0,5.0,1.0,1.0,1.0,15.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,107.0,420.99,7.28,0.0,0.0,0.0,1.06,114601.0,1146.01,1146.01,207.428,0.0
26068,50.0,3.0,5.0,6.0,6.0,5.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,117.0,420.99,6.48,0.0,0.0,0.0,1.17,103468.0,1034.68,1034.68,187.277,0.0
26069,50.0,3.0,5.0,6.0,6.0,5.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,122.0,420.99,12.96,0.0,0.0,0.0,2.53,154137.0,1541.37,1541.37,278.988,0.0
26079,50.0,3.0,5.0,6.0,6.0,5.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,132.0,420.99,10.4,0.0,0.0,0.0,0.68,44465.0,444.65,444.65,80.482,0.0
26082,50.0,3.0,5.0,6.0,6.0,5.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,132.0,420.99,13.52,0.0,0.0,0.0,0.74,114896.0,1148.96,1148.96,207.962,0.0
26087,50.0,3.0,5.0,6.0,6.0,5.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,137.0,420.99,17.0,0.0,0.0,0.0,0.57,141005.0,1410.05,1410.05,255.219,0.0
26090,50.0,3.0,5.0,6.0,6.0,5.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,147.0,420.99,2.06,0.0,0.0,0.0,3.68,47757.0,477.57,477.57,86.44,0.0
26115,50.0,3.0,5.0,7.0,9.0,2.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,24.0,412.96,1.3,0.0,0.0,0.0,0.86,16810.0,168.1,168.1,29.249,0.0
26134,50.0,3.0,5.0,7.0,9.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,100.0,1.0,78.0,412.96,1.3,0.0,0.0,0.0,2.38,21141.0,211.41,211.41,36.785,0.0
26140,50.0,3.0,5.0,7.0,9.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,96.0,412.96,9999.999,0.0,0.0,0.0,1.6,12594.0,125.94,125.94,21.914,0.0
26141,50.0,3.0,5.0,7.0,9.0,2.0,1.0,1.0,1.0,3.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,75.0,1.0,108.0,412.96,0.52,0.0,0.0,0.0,1.71,8176.0,81.76,81.76,14.226,0.0
26143,50.0,3.0,5.0,7.0,9.0,2.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,108.0,412.96,9999.999,0.0,0.0,0.0,1.29,49198.0,491.98,491.98,85.605,0.0
26158,50.0,3.0,5.0,7.0,9.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,145.0,412.96,4.16,0.72,0.0,0.0,0.77,61913.0,619.13,619.13,107.729,0.72
26266,50.0,3.0,5.0,8.0,11.0,3.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,20.0,388.12,1.86,1.24,0.0,0.0,3.56,27568.0,275.68,275.68,57.066,1.24
26280,50.0,3.0,5.0,8.0,11.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,57.0,388.12,0.93,0.0,0.0,0.0,0.7,29425.0,294.25,294.25,60.91,0.0
26295,50.0,3.0,5.0,8.0,11.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,87.0,388.12,0.93,0.0,0.0,0.0,0.14,12209.0,122.09,122.09,25.273,0.0
26311,50.0,3.0,5.0,8.0,11.0,3.0,1.0,1.0,3.0,7.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,93.0,388.12,1.86,0.0,2.32,0.0,0.57,32405.0,324.05,324.05,67.078,2.32
26312,50.0,3.0,5.0,8.0,11.0,3.0,1.0,1.0,3.0,11.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,93.0,388.12,0.94,0.0,0.0,0.0,0.87,32383.0,323.83,323.83,67.033,0.0
