,Region,Zone,District,Farmers Association,Enumeration Area,Head sex,Holder id,Parcel,Field,Field Part,Field Type,CROP,Owner type,Extension,Irrigation Used,SERRO,MERRO,Seed Type,Any Damage?,Any Measure to Prevent Damage,Type of Damage Prevention,Fertilizer Used,How many times do you produce crops,What was the field used for?,Percent of Field in Use,Land Use Type,Household Id,FWEIGHT,Weight of Non-improved Seed,Closure Error,Enumerator Area (sq. m.),Computer Area (sq. m.),Area in Hectar,Area in Square meter,Sampling Weight,Production Of Condition in Kg,Production
66246,4.0,8.0,8.0,27.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,12.0,539.71,15.0,1.83,1302.1,1302.1,0.13021,1302.1,539.71,2604.2000000000003,260.42
66252,4.0,8.0,8.0,27.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,32.0,539.71,42.0,1.4345899350816191,1524.5300471823327,1514.0311364418371,0.13021,1302.1,539.71,2604.2000000000003,260.42
66282,4.0,8.0,8.0,27.0,3.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,92.0,539.71,11.0,1.68,927.03,972.03,0.097203,972.03,539.71,1944.06,194.406
66319,4.0,8.0,9.0,12.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,44.0,530.39,25.0,0.66,1586.34,1586.34,0.158634,1586.34,530.39,1967.06,196.706
66320,4.0,8.0,9.0,12.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,44.0,530.39,14.0,0.75,750.77,750.77,0.075077,750.77,530.39,930.95,93.095
66321,4.0,8.0,9.0,12.0,3.0,1.0,1.0,3.0,3.0,1.0,2.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,65.0,1.0,44.0,530.39,15.0,0.94,427.45,427.45,0.042745,427.45,530.39,530.04,53.004
66323,4.0,8.0,9.0,12.0,3.0,1.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,44.0,530.39,25.0,1.4345899350816191,1524.5300471823327,1514.0311364418371,0.092152,921.52,530.39,1142.68,114.268
66344,4.0,8.0,11.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,40.0,572.23,29.6,0.82,1440.93,1440.93,0.144093,1440.93,572.23,1354.47,135.447
66376,4.0,8.0,11.0,4.0,3.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,137.0,572.23,11.1,3.59,458.81,458.81,0.045881,458.81,572.23,431.28000000000003,43.128
66396,4.0,8.0,12.0,4.0,1.0,1.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,25.0,547.73,11.0,2.39,550.09,550.09,0.055009,550.09,547.73,434.57,43.457
66405,4.0,8.0,12.0,4.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,60.0,547.73,2.75,0.28,220.86,220.86,0.022086,220.86,547.73,174.48,17.448
66408,4.0,8.0,12.0,4.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,67.0,547.73,5.5,1.05,188.82,188.82,0.018882,188.82,547.73,149.17000000000002,14.917
66420,4.0,8.0,12.0,4.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,100.0,1.0,126.0,547.73,27.5,0.22,1222.65,1222.65,0.122265,1222.65,547.73,965.8899999999999,96.589
66426,4.0,8.0,12.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,133.0,547.73,5.5,0.42,344.16,344.16,0.034416,344.16,547.73,271.89,27.189
66437,4.0,8.0,12.0,4.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,154.0,547.73,12.1,0.21,765.08,765.08,0.076508,765.08,547.73,604.4100000000001,60.441
66440,4.0,8.0,12.0,4.0,1.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,168.0,547.73,8.25,0.15,484.07,484.07,0.048407,484.07,547.73,382.41999999999996,38.242
66451,4.0,8.0,12.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,196.0,547.73,22.0,0.48,1052.18,1052.18,0.105218,1052.18,547.73,831.22,83.122
66461,4.0,8.0,12.0,12.0,2.0,2.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,4.0,525.44,6.75,0.6,413.64,413.64,0.041364,413.64,525.44,388.82,38.882
66464,4.0,8.0,12.0,12.0,2.0,2.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,4.0,525.44,3.5,2.03,595.97,595.97,0.059597,595.97,525.44,560.21,56.021
66467,4.0,8.0,12.0,12.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,16.0,525.44,9.5,0.4,511.33,511.33,0.051133,511.33,525.44,480.65,48.065
66477,4.0,8.0,12.0,12.0,2.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,40.0,525.44,8.0,0.41,664.05,1514.0311364418371,0.066405,664.05,525.44,624.2099999999999,62.421
66491,4.0,8.0,12.0,12.0,2.0,2.0,1.0,3.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,58.0,525.44,3.0,0.44,392.93,1514.0311364418371,0.039293,392.93,525.44,369.34999999999997,36.935
66495,4.0,8.0,12.0,12.0,2.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,71.0,525.44,12.5,0.62,764.39,753.28,0.07643900000000001,764.39,525.44,718.53,71.853
66496,4.0,8.0,12.0,12.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,71.0,525.44,35.5,0.73,2668.22,2668.44,0.266822,2668.22,525.44,2508.13,250.813
66514,4.0,8.0,12.0,12.0,2.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,107.0,525.44,36.5,0.66,1225.4,1225.4,0.12254,1225.4,525.44,1151.88,115.188
66529,4.0,8.0,12.0,12.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,125.0,525.44,5.5,0.45,450.08,450.08,0.045008,450.08,525.44,423.08000000000004,42.308
66538,4.0,8.0,12.0,12.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,131.0,525.44,15.0,0.41,1177.31,1177.31,0.117731,1177.31,525.44,1106.67,110.667
66563,4.0,8.0,12.0,12.0,2.0,1.0,1.0,4.0,20.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,180.0,525.44,8.0,0.6,579.65,579.65,0.057965,579.65,525.44,544.87,54.487
66578,4.0,8.0,12.0,24.0,3.0,1.0,1.0,9.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,11.0,525.57,65.0,1.37,1732.13,1732.13,0.173213,1732.13,525.57,1680.17,168.017
66592,4.0,8.0,12.0,24.0,3.0,2.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,27.0,525.57,30.0,0.44,1625.62,1625.62,0.162562,1625.62,525.57,1576.85,157.685
66596,4.0,8.0,12.0,24.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,35.0,525.57,45.0,1.84,1049.89,1049.89,0.104989,1049.89,525.57,1018.39,101.839
66608,4.0,8.0,12.0,24.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,47.0,525.57,18.0,1.63,874.53,874.53,0.087453,874.53,525.57,848.2900000000001,84.829
66613,4.0,8.0,12.0,24.0,3.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,51.0,525.57,12.0,0.24,638.81,638.81,0.063881,638.81,525.57,619.6500000000001,61.965
66615,4.0,8.0,12.0,24.0,3.0,1.0,1.0,1.0,12.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,51.0,525.57,25.0,0.9,773.4,773.4,0.07734,773.4,525.57,750.1999999999999,75.02
66620,4.0,8.0,12.0,24.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,59.0,525.57,26.0,0.92,1108.15,1108.15,0.110815,1108.15,525.57,1074.91,107.491
66631,4.0,8.0,12.0,24.0,3.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,71.0,525.57,25.0,0.7,773.52,773.52,0.077352,773.52,525.57,750.31,75.031
66637,4.0,8.0,12.0,24.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,75.0,525.57,30.0,1.19,1227.83,1227.83,0.122783,1227.83,525.57,1191.0,119.1
66640,4.0,8.0,12.0,24.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,75.0,525.57,30.0,0.79,1158.5,1158.5,0.11585,1158.5,525.57,1123.75,112.375
66649,4.0,8.0,12.0,24.0,3.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,83.0,525.57,21.0,1.63,831.94,831.94,0.083194,831.94,525.57,806.98,80.698
66651,4.0,8.0,12.0,24.0,3.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,83.0,525.57,7.0,1.37,199.75,199.75,0.019975,199.75,525.57,193.76,19.376
66655,4.0,8.0,12.0,24.0,3.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,87.0,525.57,35.0,0.65,1871.68,1871.68,0.187168,1871.68,525.57,1815.53,181.553
66669,4.0,8.0,12.0,24.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,99.0,525.57,18.0,0.66,1334.89,1325.75,0.133489,1334.89,525.57,1294.84,129.484
66673,4.0,8.0,12.0,24.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,107.0,525.57,20.0,1.37,545.39,545.39,0.054539,545.39,525.57,529.03,52.903
66680,4.0,8.0,12.0,24.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,111.0,525.57,25.0,0.71,1461.07,1462.01,0.146107,1461.07,525.57,1417.24,141.724
66757,4.0,8.0,14.0,6.0,7.0,2.0,1.0,8.0,8.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,13.0,526.13,13.0,0.38,722.38,722.38,0.072238,722.38,526.13,671.81,67.181
66764,4.0,8.0,14.0,6.0,7.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,18.0,526.13,10.0,1.93,655.36,655.36,0.065536,655.36,526.13,609.48,60.948
66767,4.0,8.0,14.0,6.0,7.0,1.0,1.0,7.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,18.0,526.13,8.3,0.93,595.06,595.06,0.059506,595.06,526.13,553.41,55.341
66772,4.0,8.0,14.0,6.0,7.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,43.0,526.13,10.0,0.89,908.15,908.15,0.090815,908.15,526.13,844.58,84.458
66775,4.0,8.0,14.0,6.0,7.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,48.0,526.13,23.0,1.45,1203.26,1203.26,0.120326,1203.26,526.13,1119.03,111.903
66790,4.0,8.0,14.0,6.0,7.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,63.0,526.13,5.6,0.33,539.8,539.8,0.05398,539.8,526.13,502.01000000000005,50.201
66808,4.0,8.0,14.0,6.0,7.0,2.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,93.0,526.13,10.6,1.96,963.31,963.31,0.096331,963.31,526.13,895.88,89.588
66832,4.0,8.0,14.0,6.0,7.0,2.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,133.0,526.13,13.3,0.97,648.15,648.15,0.064815,648.15,526.13,602.78,60.278
66841,4.0,8.0,14.0,6.0,7.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,148.0,526.13,6.5,0.9,412.21,412.21,0.041221,412.21,526.13,383.36,38.336
66906,4.0,8.0,14.0,31.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,100.0,1.0,31.0,526.18,8.4,2.41,1397.62,1397.62,0.139762,1397.62,526.18,1495.45,149.545
66908,4.0,8.0,14.0,31.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,31.0,526.18,8.4,0.51,710.96,710.96,0.071096,710.96,526.18,760.73,76.073
66924,4.0,8.0,14.0,31.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,100.0,1.0,55.0,526.18,4.2,1.39,459.24,459.24,0.045924,459.24,526.18,491.39,49.139
66930,4.0,8.0,14.0,31.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,67.0,526.18,6.3,0.88,803.11,803.11,0.080311,803.11,526.18,859.3299999999999,85.933
66934,4.0,8.0,14.0,31.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,73.0,526.18,3.6,0.1,509.74,509.74,0.050974,509.74,526.18,545.4200000000001,54.542
66949,4.0,8.0,14.0,31.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,109.0,526.18,8.4,2.91,1410.33,1410.33,0.141033,1410.33,526.18,1509.05,150.905
66960,4.0,8.0,14.0,31.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,100.0,1.0,127.0,526.18,4.1,0.36,681.94,681.94,0.068194,681.94,526.18,729.6800000000001,72.968
66986,4.0,8.0,14.0,31.0,2.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,163.0,526.18,9.0,1.96,465.9,465.9,0.04659,465.9,526.18,498.51,49.851
66988,4.0,8.0,15.0,8.0,5.0,2.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,4.0,617.91,100.0,3.44,5305.33,5305.33,0.530533,5305.33,617.91,12626.69,1262.669
66990,4.0,8.0,15.0,8.0,5.0,2.0,1.0,9.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,4.0,617.91,40.0,0.14,1431.78,1431.78,0.143178,1431.78,617.91,3407.64,340.764
66991,4.0,8.0,15.0,8.0,5.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,100.0,1.0,18.0,617.91,8.0,0.33,358.99,358.99,0.035899,358.99,617.91,854.4000000000001,85.44
66992,4.0,8.0,15.0,8.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,100.0,1.0,18.0,617.91,50.0,2.5,2292.5,2292.5,0.22925,2292.5,617.91,5456.150000000001,545.615
66993,4.0,8.0,15.0,8.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,100.0,1.0,42.0,617.91,65.0,1.04,2432.31,2432.31,0.243231,2432.31,617.91,5788.900000000001,578.89
66994,4.0,8.0,15.0,8.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,100.0,1.0,50.0,617.91,60.0,0.91,2856.72,2856.72,0.285672,2856.72,617.91,6798.990000000001,679.899
66995,4.0,8.0,15.0,8.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,66.0,617.91,50.0,0.64,2265.58,2265.58,0.226558,2265.58,617.91,5392.08,539.208
66996,4.0,8.0,15.0,8.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,66.0,617.91,60.0,0.3,2467.05,2467.05,0.246705,2467.05,617.91,5871.58,587.158
66998,4.0,8.0,15.0,8.0,5.0,2.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,73.0,617.91,8.0,0.3,670.04,670.04,0.067004,670.04,617.91,1594.6999999999998,159.47
66999,4.0,8.0,15.0,8.0,5.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,100.0,1.0,73.0,617.91,13.206250477473482,0.32,2585.43,2585.43,0.258543,2585.43,617.91,6153.32,615.332
67000,4.0,8.0,15.0,8.0,5.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,73.0,617.91,28.8,0.76,716.92,716.92,0.071692,716.92,617.91,1706.27,170.627
67001,4.0,8.0,15.0,8.0,5.0,2.0,1.0,5.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,73.0,617.91,40.0,0.65,1553.78,1553.78,0.155378,1553.78,617.91,3697.9999999999995,369.8
67002,4.0,8.0,15.0,8.0,5.0,2.0,1.0,5.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,73.0,617.91,5.76,0.47,298.76,298.76,0.029876,298.76,617.91,711.05,71.105
67003,4.0,8.0,15.0,8.0,5.0,2.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,73.0,617.91,60.0,1.14,2502.02,2502.02,0.250202,2502.02,617.91,5954.8099999999995,595.481
67004,4.0,8.0,15.0,8.0,5.0,2.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,100.0,1.0,87.0,617.91,88.0,0.21,3586.02,3581.3,0.358602,3586.02,617.91,8534.73,853.473
67005,4.0,8.0,15.0,8.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,94.0,617.91,50.0,0.46,2153.44,2153.44,0.215344,2153.44,617.91,5125.19,512.519
67006,4.0,8.0,15.0,8.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,108.0,617.91,45.0,1.22,1254.98,1254.98,0.125498,1254.98,617.91,2986.85,298.685
67007,4.0,8.0,15.0,8.0,5.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,108.0,617.91,20.0,3.51,937.05,937.05,0.093705,937.05,617.91,2230.18,223.018
67008,4.0,8.0,15.0,8.0,5.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,115.0,617.91,40.0,0.88,1339.66,548.66,0.133966,1339.66,617.91,3188.39,318.839
67009,4.0,8.0,15.0,8.0,5.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,115.0,617.91,55.0,1.65,239.85,239.85,0.023985,239.85,617.91,570.84,57.084
67010,4.0,8.0,15.0,8.0,5.0,1.0,1.0,1.0,11.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,115.0,617.91,45.0,1.1,1963.94,1963.94,0.196394,1963.94,617.91,4674.179999999999,467.418
67011,4.0,8.0,15.0,8.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,115.0,617.91,65.0,1.66,2635.62,2635.62,0.263562,2635.62,617.91,6272.780000000001,627.278
67013,4.0,8.0,15.0,8.0,5.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,115.0,617.91,30.0,1.34,1239.91,1239.91,0.123991,1239.91,617.91,2950.99,295.099
67014,4.0,8.0,15.0,8.0,5.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,115.0,617.91,15.0,0.64,673.46,673.46,0.067346,673.46,617.91,1602.8300000000002,160.283
67015,4.0,8.0,15.0,8.0,5.0,1.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,115.0,617.91,35.0,1.15,1476.57,1476.57,0.147657,1476.57,617.91,3514.2400000000002,351.424
67016,4.0,8.0,15.0,8.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,129.0,617.91,2.4,0.32,0.0,241.18,0.024118,241.18,617.91,574.01,57.401
67018,4.0,8.0,15.0,8.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,129.0,617.91,28.8,1.62,691.06,691.06,0.069106,691.06,617.91,1644.7199999999998,164.472
