,REC$TYPE,Region,Zone,District,Farmers Association,Enumeration Area,Head sex,Holder id,Parcel,Field,Field type,CROP,Ownership type,Is field under Extension Program?,Is Field Irrigated?,Is Field Prevented form Erosion,"If field Prevented form Erosion, common way of prevention",Type of sowing,Seed / Seedling Type,Was crop damaged ?,Prevention/precaution measure taken?,Type of measure if any?,Is Fertilizer Used?,Type of fertilizer used if any?,How often is temporary crop field used in Meher (main) season,What was the previous state of the field ?,Percent share of mixed crops,Respondent local area code,LANDUSE,Holder Condition,Household Id,Sampling weight,Quantity of indigenous seeds used,Quantity of UREA fertilizer used,Quantity of DAP fertilizer used,"Quantity of UREA fertilizer used, if both DAP and UREA are used","Quantity of DAP fertilizer used, if both DAP and UREA are used",Quantity of OTHER fertilizer used,Quantity of UREA IF both UREA and NPS are used,Quantity of NPS IF both UREA and NPS are used,Closure error,Area,Area in Hectare,Area in Square meter,Enumerator Area,Computed Area,Respondent local area,Production Condition,Production Of Condition quintal,Production Of Condition in Kg,Fertilizer Quantity
62593,50.0,4.0,6.0,9.0,15.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,65.0,437.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5237385043880391,263322.0,0.263322,2633.22,1326.49257833109,1334.2520157360339,1.0,284155.0,2.84155,284.155,0.0
62595,50.0,4.0,6.0,9.0,15.0,3.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,71.0,437.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,3.9,47480.0,0.04748,474.8,478.2,478.2,0.25,51237.0,0.51237,51.237,0.0
62597,50.0,4.0,6.0,9.0,15.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,71.0,437.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5237385043880391,436236.0,0.436236,4362.36,1326.49257833109,1334.2520157360339,2.0,470751.0,4.70751,470.751,0.0
62598,50.0,4.0,6.0,9.0,15.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,71.0,437.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5237385043880391,421691.0,0.421691,4216.91,1326.49257833109,1334.2520157360339,2.0,455056.0,4.55056,455.056,0.0
62599,50.0,4.0,6.0,9.0,15.0,3.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,83.0,437.0,18.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5237385043880391,227329.0,0.227329,2273.29,1326.49257833109,1334.2520157360339,1.0,245315.0,2.45315,245.315,0.0
62601,50.0,4.0,6.0,9.0,15.0,3.0,1.0,1.0,7.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,83.0,437.0,36.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5237385043880391,459569.0,0.459569,4595.69,1326.49257833109,1334.2520157360339,2.0,495930.0,4.9593,495.93,0.0
62604,50.0,4.0,6.0,9.0,15.0,3.0,1.0,1.0,6.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,101.0,437.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5237385043880391,143875.0,0.143875,1438.75,1326.49257833109,1334.2520157360339,5.0,155259.0,1.55259,155.259,0.0
62605,50.0,4.0,6.0,9.0,15.0,3.0,1.0,1.0,7.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,101.0,437.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5237385043880391,458677.0,0.458677,4586.77,1326.49257833109,1334.2520157360339,1.5,494968.0,4.94968,494.968,0.0
62606,50.0,4.0,6.0,9.0,15.0,3.0,1.0,1.0,8.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,101.0,437.0,60.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5237385043880391,332726.0,0.332726,3327.26,1326.49257833109,1334.2520157360339,1.0,359051.0,3.59051,359.051,0.0
62607,50.0,4.0,6.0,9.0,15.0,3.0,1.0,1.0,9.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,101.0,437.0,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5237385043880391,274491.0,0.274491,2744.91,1326.49257833109,1334.2520157360339,1.0,296209.0,2.96209,296.209,0.0
62610,50.0,4.0,6.0,9.0,15.0,3.0,1.0,1.0,12.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,101.0,437.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5237385043880391,196994.0,0.196994,1969.94,1326.49257833109,1334.2520157360339,1.0,212580.0,2.1258,212.58,0.0
62611,50.0,4.0,6.0,9.0,15.0,3.0,1.0,1.0,12.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,101.0,437.0,45.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5237385043880391,263668.0,0.263668,2636.68,1326.49257833109,1334.2520157360339,1.0,284530.0,2.8453,284.53,0.0
62612,50.0,4.0,6.0,9.0,15.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,107.0,437.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5237385043880391,178776.0,0.178776,1787.76,1326.49257833109,1334.2520157360339,0.5,192920.0,1.9292,192.92,0.0
62614,50.0,4.0,6.0,9.0,15.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,107.0,437.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5237385043880391,263270.0,0.26327,2632.7,1326.49257833109,1334.2520157360339,1.0,284100.0,2.841,284.1,0.0
62615,50.0,4.0,6.0,9.0,15.0,3.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,107.0,437.0,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5237385043880391,120296.0,0.120296,1202.96,1326.49257833109,1334.2520157360339,0.25,129814.0,1.29814,129.814,0.0
62616,50.0,4.0,6.0,9.0,15.0,3.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,107.0,437.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5237385043880391,105253.0,0.105253,1052.53,1326.49257833109,1334.2520157360339,0.5,113580.0,1.1358,113.58,0.0
62619,50.0,4.0,6.0,9.0,15.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,119.0,437.0,32.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5237385043880391,232641.0,0.232641,2326.41,1326.49257833109,1334.2520157360339,1.0,251048.0,2.51048,251.048,0.0
62620,50.0,4.0,6.0,9.0,15.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,119.0,437.0,16.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5237385043880391,86682.0,0.086682,866.82,1326.49257833109,1334.2520157360339,0.25,93540.0,0.9354,93.54,0.0
62622,50.0,4.0,6.0,9.0,15.0,3.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,119.0,437.0,40.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5237385043880391,211097.0,0.211097,2110.97,1326.49257833109,1334.2520157360339,1.0,227799.0,2.27799,227.799,0.0
62624,50.0,4.0,6.0,9.0,15.0,3.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,119.0,437.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5237385043880391,356651.0,0.356651,3566.51,1326.49257833109,1334.2520157360339,1.5,384870.0,3.8487,384.87,0.0
62626,50.0,4.0,6.0,9.0,15.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,125.0,437.0,100.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5237385043880391,382222.0,0.382222,3822.22,1326.49257833109,1334.2520157360339,1.5,412463.0,4.12463,412.463,0.0
62627,50.0,4.0,6.0,9.0,15.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,125.0,437.0,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5237385043880391,524651.0,0.524651,5246.51,1326.49257833109,1334.2520157360339,2.0,566162.0,5.66162,566.162,0.0
62628,50.0,4.0,6.0,9.0,15.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,125.0,437.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5237385043880391,97951.0,0.097951,979.51,1326.49257833109,1334.2520157360339,0.5,105701.0,1.05701,105.701,0.0
62629,50.0,4.0,6.0,9.0,15.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,125.0,437.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5237385043880391,59677.0,0.059677,596.77,1326.49257833109,1334.2520157360339,0.25,64399.0,0.64399,64.399,0.0
62630,50.0,4.0,6.0,9.0,15.0,3.0,1.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,125.0,437.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,105710.0,0.10571,1057.1,1064.66,1064.66,0.5,114074.0,1.14074,114.074,0.0
62631,50.0,4.0,6.0,9.0,15.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,143.0,437.0,54.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5237385043880391,305368.0,0.305368,3053.68,1326.49257833109,1334.2520157360339,2.0,329529.0,3.29529,329.529,0.0
62632,50.0,4.0,6.0,9.0,15.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,143.0,437.0,27.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5237385043880391,209160.0,0.20916,2091.6,1326.49257833109,1334.2520157360339,1.0,225709.0,2.25709,225.709,0.0
62635,50.0,4.0,6.0,9.0,15.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,155.0,437.0,48.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5237385043880391,410271.0,0.410271,4102.71,1326.49257833109,1334.2520157360339,1.5,442732.0,4.42732,442.732,0.0
62636,50.0,4.0,6.0,9.0,15.0,3.0,1.0,1.0,2.0,4.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,155.0,437.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.38,61390.0,0.06139,613.9,618.29,618.29,0.25,66247.0,0.66247,66.247,0.0
62637,50.0,4.0,6.0,9.0,15.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,155.0,437.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5237385043880391,170682.0,0.170682,1706.82,1326.49257833109,1334.2520157360339,0.5,184186.0,1.84186,184.186,0.0
62639,50.0,4.0,6.0,9.0,15.0,3.0,1.0,1.0,4.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,155.0,437.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5237385043880391,203202.0,0.203202,2032.02,1326.49257833109,1334.2520157360339,1.0,219279.0,2.19279,219.279,0.0
62641,50.0,4.0,6.0,9.0,15.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,161.0,437.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5237385043880391,90009.0,0.090009,900.09,1326.49257833109,1334.2520157360339,0.5,97130.0,0.9713,97.13,0.0
62643,50.0,4.0,6.0,9.0,15.0,3.0,2.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,161.0,437.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,4.84,175001.0,0.175001,1750.01,1762.52,1762.52,1.0,188848.0,1.88848,188.848,0.0
62644,50.0,4.0,6.0,9.0,15.0,3.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,161.0,437.0,42.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5237385043880391,301597.0,0.301597,3015.97,1326.49257833109,1334.2520157360339,1.25,325460.0,3.2546,325.46,0.0
62645,50.0,4.0,6.0,9.0,15.0,3.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,161.0,437.0,30.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5237385043880391,360380.0,0.36038,3603.8,1326.49257833109,1334.2520157360339,1.5,388893.0,3.88893,388.893,0.0
62646,50.0,4.0,6.0,9.0,15.0,3.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,161.0,437.0,20.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5237385043880391,102077.0,0.102077,1020.77,1326.49257833109,1334.2520157360339,0.25,110153.0,1.10153,110.153,0.0
62647,50.0,4.0,6.0,9.0,15.0,3.0,2.0,1.0,5.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,161.0,437.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5237385043880391,103613.0,0.103613,1036.13,1326.49257833109,1334.2520157360339,0.25,111811.0,1.11811,111.811,0.0
62649,50.0,4.0,6.0,9.0,15.0,3.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,1.0,0.0,174.0,437.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5237385043880391,11473.0,0.011473,114.73,1326.49257833109,1334.2520157360339,4.0,12381.0,0.12381,12.381,0.0
62650,50.0,4.0,6.0,9.0,15.0,3.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,174.0,437.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5237385043880391,97162.0,0.097162,971.62,1326.49257833109,1334.2520157360339,0.5,104849.0,1.04849,104.849,0.0
62651,50.0,4.0,6.0,9.0,15.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,174.0,437.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5237385043880391,62655.0,0.062655,626.55,1326.49257833109,1334.2520157360339,0.25,67613.0,0.67613,67.613,0.0
62653,50.0,4.0,6.0,9.0,15.0,3.0,1.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,174.0,437.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5237385043880391,204446.0,0.204446,2044.46,1326.49257833109,1334.2520157360339,1.0,220621.0,2.20621,220.621,0.0
62654,50.0,4.0,6.0,9.0,15.0,3.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,174.0,437.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5237385043880391,236016.0,0.236016,2360.16,1326.49257833109,1334.2520157360339,1.0,254689.0,2.54689,254.689,0.0
62657,50.0,4.0,6.0,9.0,15.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,180.0,437.0,25.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,126373.0,0.126373,1263.73,1272.77,1272.77,0.5,136371.0,1.36371,136.371,0.0
62658,50.0,4.0,6.0,9.0,15.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,180.0,437.0,35.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5237385043880391,127791.0,0.127791,1277.91,1326.49257833109,1334.2520157360339,0.5,137902.0,1.37902,137.902,0.0
62659,50.0,4.0,6.0,9.0,15.0,3.0,1.0,1.0,6.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,180.0,437.0,12.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5237385043880391,104009.0,0.104009,1040.09,1326.49257833109,1334.2520157360339,0.5,112238.0,1.12238,112.238,0.0
62661,50.0,4.0,6.0,9.0,15.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,192.0,437.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5237385043880391,360032.0,0.360032,3600.32,1326.49257833109,1334.2520157360339,1.25,388517.0,3.88517,388.517,0.0
62663,50.0,4.0,6.0,9.0,15.0,3.0,1.0,1.0,6.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,192.0,437.0,90.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5237385043880391,549888.0,0.549888,5498.88,1326.49257833109,1334.2520157360339,2.0,593396.0,5.93396,593.396,0.0
62664,50.0,4.0,6.0,9.0,15.0,3.0,1.0,1.0,7.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,192.0,437.0,24.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5237385043880391,155047.0,0.155047,1550.47,1326.49257833109,1334.2520157360339,0.5,167314.0,1.67314,167.314,0.0
62667,50.0,4.0,6.0,10.0,7.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,4.0,1.0,0.0,21.0,398.6,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5237385043880391,70698.0,0.070698,706.98,1326.49257833109,1334.2520157360339,0.25,93729.0,0.93729,93.729,0.0
62668,50.0,4.0,6.0,10.0,7.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,21.0,398.6,50.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5237385043880391,395229.0,0.395229,3952.29,1326.49257833109,1334.2520157360339,1.5,523985.0,5.23985,523.985,0.0
62670,50.0,4.0,6.0,10.0,7.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,21.0,398.6,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5237385043880391,152957.0,0.152957,1529.57,1326.49257833109,1334.2520157360339,0.5,202787.0,2.02787,202.787,0.0
62672,50.0,4.0,6.0,10.0,7.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,33.0,398.6,75.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5237385043880391,473569.0,0.473569,4735.69,1326.49257833109,1334.2520157360339,1.5,627846.0,6.27846,627.846,0.0
62673,50.0,4.0,6.0,10.0,7.0,1.0,1.0,1.0,11.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,33.0,398.6,80.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5237385043880391,434546.0,0.434546,4345.46,1326.49257833109,1334.2520157360339,1.5,576111.0,5.76111,576.111,0.0
62674,50.0,4.0,6.0,10.0,7.0,1.0,1.0,1.0,13.0,1.0,1.0,1.0,2.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,33.0,398.6,70.0,0.0,0.0,0.0,0.0,0.0,10.0,10.0,1.5237385043880391,411908.0,0.411908,4119.08,1326.49257833109,1334.2520157360339,1.0,546098.0,5.46098,546.098,20.0
62676,50.0,4.0,6.0,10.0,7.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,1.0,0.0,51.0,398.6,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5237385043880391,47762.0,0.047762,477.62,1326.49257833109,1334.2520157360339,4.0,63321.0,0.63321,63.321,0.0
62677,50.0,4.0,6.0,10.0,7.0,1.0,1.0,1.0,6.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,4.0,1.0,0.0,51.0,398.6,15.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5237385043880391,90308.0,0.090308,903.08,1326.49257833109,1334.2520157360339,0.75,119728.0,1.19728,119.728,0.0
62678,50.0,4.0,6.0,10.0,7.0,1.0,1.0,1.0,8.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,51.0,398.6,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5237385043880391,141443.0,0.141443,1414.43,1326.49257833109,1334.2520157360339,0.25,187522.0,1.87522,187.522,0.0
62681,50.0,4.0,6.0,10.0,7.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,51.0,398.6,50.0,0.0,0.0,0.0,0.0,0.0,25.0,25.0,1.5237385043880391,220281.0,0.220281,2202.81,1326.49257833109,1334.2520157360339,0.75,292044.0,2.92044,292.044,50.0
62682,50.0,4.0,6.0,10.0,7.0,1.0,1.0,1.0,9.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,51.0,398.6,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5237385043880391,170583.0,0.170583,1705.83,1326.49257833109,1334.2520157360339,0.25,226154.0,2.26154,226.154,0.0
62684,50.0,4.0,6.0,10.0,7.0,1.0,1.0,1.0,11.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,4.0,1.0,0.0,51.0,398.6,25.0,0.0,0.0,0.0,0.0,0.0,12.5,12.5,1.5237385043880391,158327.0,0.158327,1583.27,1326.49257833109,1334.2520157360339,0.25,209906.0,2.09906,209.906,25.0
