,Region,Zone,District,Farmers Association,Enumeration Area,Head sex,Holder id,Parcel,Field,Field Part,Field Type,CROP,Owner type,Extension,Irrigation Used,Soil Erosion,Measure taken to soil erosion,Seed Type,Any Damage?,Any Measure to Prevent Damage,Type of Damage Prevention,Fertilizer Used,How many times do you produce crops,What was the field used for?,Percent of Field in Use,Land Utilization,Household Id,Sampling Weight,Weight of Non-improved Seed,Closure Error,Enumerator Area in sqm,Computed Area in sqm,Area in Square meter,Production Of Condition in Kg
68136,4.0,6.0,12.0,7.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,36.0,380.47,55.5,0.48,3463.66,3463.66,3463.66,5368.67
68137,4.0,6.0,12.0,7.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,36.0,380.47,63.65,0.58,4224.71,4224.71,4224.71,6548.3
68138,4.0,6.0,12.0,7.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,46.0,380.47,23.5,2.13,945.46,945.46,945.46,1465.46
68140,4.0,6.0,12.0,7.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,46.0,380.47,55.85,0.73,2460.46,2460.46,2460.46,3813.7099999999996
68141,4.0,6.0,12.0,7.0,5.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,46.0,380.47,67.5,1.32,2262.26,2262.26,2262.26,3506.5
68142,4.0,6.0,12.0,7.0,5.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,46.0,380.47,55.65,0.61,3323.98,3323.98,3323.9800000000005,5152.17
68143,4.0,6.0,12.0,7.0,5.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,52.0,380.47,73.5,2.41,1178.05,1178.05,1178.0500000000002,1825.9799999999998
68145,4.0,6.0,12.0,7.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,52.0,380.47,65.35,0.51,3715.4,3715.4,3715.3999999999996,5758.87
68146,4.0,6.0,12.0,7.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,52.0,380.47,87.25,0.33,3673.91,3673.91,3673.9100000000003,5694.5599999999995
68147,4.0,6.0,12.0,7.0,5.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,52.0,380.47,61.5,0.76,3070.38,3070.38,3070.3799999999997,4759.09
68148,4.0,6.0,12.0,7.0,5.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,52.0,380.47,20.15,0.71,736.53,736.53,736.53,1141.62
68149,4.0,6.0,12.0,7.0,5.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,52.0,380.47,33.25,0.71,2405.34,2405.35,2405.34,3728.28
68151,4.0,6.0,12.0,7.0,5.0,1.0,1.0,11.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,52.0,380.47,18.79,0.23,1245.56,1245.56,1245.56,1930.6200000000001
68152,4.0,6.0,12.0,7.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,78.0,380.47,37.15,1.27,1831.83,1831.83,1831.8300000000002,2839.34
68154,4.0,6.0,12.0,7.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,93.0,380.47,52.0,1.7,1202.83,1202.83,1202.83,1864.3899999999999
68155,4.0,6.0,12.0,7.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,93.0,380.47,41.5,2.24,2921.15,2921.15,2921.15,4527.78
68156,4.0,6.0,12.0,7.0,5.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,93.0,380.47,27.5,0.79,1204.54,1204.54,1204.54,1867.04
68157,4.0,6.0,12.0,7.0,5.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,93.0,380.47,41.29,0.41,1974.89,1974.89,1974.8899999999999,3061.08
68158,4.0,6.0,12.0,7.0,5.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,98.0,380.47,45.25,0.03,3183.48,3183.48,3183.48,4934.389999999999
68159,4.0,6.0,12.0,7.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,98.0,380.47,27.75,0.52,2615.94,2615.94,2615.94,4054.71
68160,4.0,6.0,12.0,7.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,98.0,380.47,31.15,1.38,1175.12,1175.12,1175.1200000000001,1821.44
68164,4.0,6.0,12.0,7.0,5.0,1.0,1.0,12.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,98.0,380.47,22.35,4.08,485.66,485.66,485.65999999999997,752.77
68165,4.0,6.0,12.0,7.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,108.0,380.47,14.5,1.22,398.43,398.43,398.43,617.57
68167,4.0,6.0,12.0,7.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,108.0,380.47,36.71,1.86,2898.99,2898.99,2898.9900000000002,4493.43
68169,4.0,6.0,12.0,7.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,108.0,380.47,18.5,0.19,3514.21,3514.21,3514.21,5447.03
68170,4.0,6.0,12.0,7.0,5.0,1.0,1.0,5.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,108.0,380.47,13.5,0.96,1285.91,1285.91,1285.91,1993.1599999999999
68171,4.0,6.0,12.0,7.0,5.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,108.0,380.47,40.35,1.32,792.16,792.16,792.16,1227.85
68172,4.0,6.0,12.0,7.0,5.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,108.0,380.47,33.25,0.71,720.45,720.45,720.4499999999999,1116.7
68173,4.0,6.0,12.0,7.0,5.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,108.0,380.47,41.5,0.75,943.16,943.16,943.16,1461.9
68174,4.0,6.0,12.0,7.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,113.0,380.47,16.25,1.38,991.79,991.79,991.7900000000001,1537.27
68175,4.0,6.0,12.0,7.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,113.0,380.47,45.75,0.49,5265.27,5265.27,5265.2699999999995,8161.17
68177,4.0,6.0,12.0,7.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,113.0,380.47,21.25,0.69,736.71,736.71,736.71,1141.9
68178,4.0,6.0,12.0,7.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,113.0,380.47,27.0,1.6,1320.4,1320.4,1320.3999999999999,2046.6200000000001
68180,4.0,6.0,12.0,7.0,5.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,113.0,380.47,26.35,0.8,1112.5,1112.5,1112.5,1724.38
68181,4.0,6.0,12.0,7.0,5.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,113.0,380.47,48.0,0.6,2402.67,2402.67,2402.67,3724.14
68182,4.0,6.0,12.0,7.0,5.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,100.0,1.0,113.0,380.47,61.25,0.56,5110.39,5110.39,5110.39,7921.099999999999
68183,4.0,6.0,12.0,7.0,5.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,4.0,100.0,1.0,113.0,380.47,58.75,1.7221418379631694,1408.2201933598978,1399.5118858181268,2393.92,3710.5800000000004
68185,4.0,6.0,12.0,7.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,124.0,380.47,42.5,1.79,1964.87,1964.87,1964.87,3045.55
68186,4.0,6.0,12.0,7.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,124.0,380.47,36.5,1.02,555.01,555.01,555.01,860.2700000000001
68187,4.0,6.0,12.0,7.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,124.0,380.47,20.72,1.02,732.12,732.12,732.12,1134.79
68188,4.0,6.0,12.0,7.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,124.0,380.47,30.0,1.7221418379631694,1408.2201933598978,1399.5118858181268,2393.92,3710.5800000000004
68190,4.0,6.0,12.0,7.0,5.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,124.0,380.47,59.25,0.7,1681.55,1681.55,1681.55,2606.4
68191,4.0,6.0,12.0,7.0,5.0,1.0,1.0,10.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,124.0,380.47,38.35,0.94,1382.88,1382.88,1382.8799999999999,2143.46
68192,4.0,6.0,12.0,7.0,5.0,1.0,1.0,12.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,124.0,380.47,37.25,1.25,954.83,954.88,954.83,1479.99
68193,4.0,6.0,12.0,7.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,100.0,1.0,129.0,380.47,33.5,0.04,2586.31,2586.31,2586.31,4008.78
68195,4.0,6.0,12.0,7.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,139.0,380.47,47.5,0.68,1763.7,1763.7,1763.7,2733.74
68196,4.0,6.0,12.0,7.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,139.0,380.47,38.75,0.61,2574.87,2574.87,2574.8700000000003,3991.0499999999997
68197,4.0,6.0,12.0,7.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,139.0,380.47,38.25,1.27,1692.52,1692.52,1692.5200000000002,2623.4100000000003
68198,4.0,6.0,12.0,7.0,5.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,139.0,380.47,25.5,0.93,1621.35,1621.35,1621.35,2513.09
68199,4.0,6.0,12.0,7.0,5.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,139.0,380.47,64.5,0.63,4140.14,4140.14,4140.14,6417.22
68200,4.0,6.0,12.0,7.0,5.0,1.0,1.0,7.0,2.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,139.0,380.47,5.0,0.26,459.71,459.71,459.71,712.55
68201,4.0,6.0,12.0,7.0,5.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,139.0,380.47,40.27,1.13,2424.06,2424.06,2424.06,3757.2899999999995
68202,4.0,6.0,12.0,7.0,5.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,139.0,380.47,50.25,0.56,1611.19,1611.19,1611.19,2497.34
68203,4.0,6.0,12.0,7.0,5.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,100.0,1.0,139.0,380.47,25.78,4.27,2819.09,2819.09,2819.09,4369.59
68204,4.0,6.0,12.0,7.0,5.0,1.0,1.0,11.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,100.0,1.0,139.0,380.47,43.52,7.78,1417.08,1417.08,1417.08,2196.4700000000003
68207,4.0,6.0,12.0,7.0,5.0,1.0,1.0,17.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,139.0,380.47,37.25,0.04,1523.57,1523.57,1523.57,2361.53
68208,4.0,6.0,12.0,7.0,5.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,144.0,380.47,43.25,0.9,1919.32,1919.32,1919.32,2974.9500000000003
68209,4.0,6.0,12.0,7.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,144.0,380.47,16.5,1.28,2059.47,2059.47,2059.47,3192.1800000000003
68212,4.0,6.0,12.0,7.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,154.0,380.47,37.25,0.58,2278.19,2278.19,2278.19,3531.19
68213,4.0,6.0,12.0,7.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,154.0,380.47,67.8,1.7221418379631694,1408.2201933598978,1399.5118858181268,2393.92,3710.5800000000004
68214,4.0,6.0,12.0,7.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,100.0,1.0,154.0,380.47,45.35,1.7221418379631694,1408.2201933598978,1399.5118858181268,2393.92,3710.5800000000004
68215,4.0,6.0,12.0,7.0,5.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,5.0,2.0,2.0,2.0,2.0,2.0,1.0,4.0,100.0,1.0,154.0,380.47,33.5,1.7221418379631694,1408.2201933598978,1399.5118858181268,2393.92,3710.5800000000004
68218,4.0,6.0,12.0,16.0,5.0,1.0,1.0,1.0,11.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,4.0,355.18,22.16,1.32,1040.66,1040.66,1040.66,1529.77
68219,4.0,6.0,12.0,16.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,4.0,355.18,38.47,2.01,1694.05,1694.05,1694.05,2490.25
68220,4.0,6.0,12.0,16.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,4.0,355.18,31.39,0.88,1239.23,1239.23,1239.23,1821.6699999999998
68221,4.0,6.0,12.0,16.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,4.0,355.18,40.62,3.85,3384.72,3384.72,3384.72,4975.54
68223,4.0,6.0,12.0,16.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,16.0,355.18,22.8,1.7221418379631694,1408.2201933598978,1399.5118858181268,2764.22,4063.4
68224,4.0,6.0,12.0,16.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,16.0,355.18,37.2,1.7221418379631694,1408.2201933598978,1399.5118858181268,2764.22,4063.4
68227,4.0,6.0,12.0,16.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,22.0,355.18,34.08,2.54,1758.83,1758.83,1758.8300000000002,2585.48
68228,4.0,6.0,12.0,16.0,5.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,34.0,355.18,3.16,1.13,133.45,133.45,133.45,196.17
68229,4.0,6.0,12.0,16.0,5.0,1.0,1.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,34.0,355.18,14.37,1.19,831.62,831.62,831.62,1222.48
68230,4.0,6.0,12.0,16.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,34.0,355.18,23.32,0.64,1620.63,1620.63,1620.63,2382.33
68232,4.0,6.0,12.0,16.0,5.0,1.0,1.0,6.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,34.0,355.18,39.92,2.4,2419.82,2419.82,2419.82,3557.14
68233,4.0,6.0,12.0,16.0,5.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,34.0,355.18,36.6,2.63,2176.64,2176.64,2176.64,3199.66
68234,4.0,6.0,12.0,16.0,5.0,1.0,1.0,9.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,34.0,355.18,34.4,2.06,2240.43,2240.43,2240.43,3293.43
68236,4.0,6.0,12.0,16.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,40.0,355.18,33.48,0.96,2846.91,2846.91,2846.9100000000003,4184.96
68237,4.0,6.0,12.0,16.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,40.0,355.18,52.2,1.04,3915.82,3915.82,3915.8199999999997,5756.26
68239,4.0,6.0,12.0,16.0,5.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,52.0,355.18,19.68,1.33,760.72,1399.5118858181268,760.72,1118.26
68240,4.0,6.0,12.0,16.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,58.0,355.18,46.34,1.27,3701.57,3701.57,3701.57,5441.31
68241,4.0,6.0,12.0,16.0,5.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,58.0,355.18,23.32,1.62,876.62,876.62,876.62,1288.63
68242,4.0,6.0,12.0,16.0,5.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,58.0,355.18,32.4,1.06,2855.48,2855.48,2855.48,4197.56
68243,4.0,6.0,12.0,16.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,58.0,355.18,48.6,3.11,3026.31,3026.31,3026.31,4448.68
68244,4.0,6.0,12.0,16.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,58.0,355.18,68.32,1.7221418379631694,1408.2201933598978,1399.5118858181268,2764.22,4063.4
68245,4.0,6.0,12.0,16.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,70.0,355.18,4.25,0.49,105.7,105.7,105.69999999999999,155.38
68246,4.0,6.0,12.0,16.0,5.0,2.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,70.0,355.18,22.8,2.32,917.44,917.44,917.44,1348.6399999999999
68248,4.0,6.0,12.0,16.0,5.0,2.0,1.0,2.0,5.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,70.0,355.18,29.24,0.92,1133.48,1133.48,1133.48,1666.2199999999998
68249,4.0,6.0,12.0,16.0,5.0,2.0,1.0,2.0,6.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,70.0,355.18,53.24,2.71,4008.37,4013.39,4008.37,5892.3
68250,4.0,6.0,12.0,16.0,5.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,70.0,355.18,34.04,2.63,2056.43,2056.43,2056.43,3022.9500000000003
68251,4.0,6.0,12.0,16.0,5.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,76.0,355.18,4.44,2.96,405.49,405.49,405.49,596.07
68252,4.0,6.0,12.0,16.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,76.0,355.18,41.29,1.28,3756.04,3756.04,3756.04,5521.38
68253,4.0,6.0,12.0,16.0,5.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,76.0,355.18,36.6,0.45,1235.24,1235.24,1235.24,1815.8000000000002
68254,4.0,6.0,12.0,16.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,76.0,355.18,18.24,0.85,818.49,818.49,818.49,1203.18
68256,4.0,6.0,12.0,16.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,88.0,355.18,26.88,2.22,1153.59,1153.59,1153.5900000000001,1695.78
68257,4.0,6.0,12.0,16.0,5.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,88.0,355.18,36.32,1.05,2431.14,2431.14,2431.14,3573.78
