,Region,Zone,District,Farmers Association,Enumeration Area,Head sex,Field type,CROP,Ownership type,Is field under Extension Program?,Is Field Irrigated?,How many times is the field ploughed,Orientation of the field,Is Field Prevented form Erosion,"If field Prevented form Erosion, common way of prevention",Do youprevent land Degradation,Method to prevent land degredation,Type of sowing,Seed / Seedling Type,Was crop damaged ?,Prevention/precaution measure taken?,Type of measure if any?,Is Fertilizer Used?,Type of fertilizer used if any?,Type of chemical fertilizer,How often is temporary crop field used in Meher (main) season,What was the previous state of the field ?,Percent share of mixed crops,Household Id,Sampling weight,Quantity of indigenous seeds used,Quantity of UREA fertilizer used,Quantity of DAP fertilizer used,"Quantity of NPS fertilizer used,",Quantity of BLENDED fertilizer used,Area in Square meter,Respondent local area,Holder Condition,Production Of Condition in Kg,Fertilizer Quantity
40199,3.0,10.0,2.0,25.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,3.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,5.0,1.0,2.0,100.0,108.0,207.44,4.0,0.0,0.0,0.0,0.0,4462.0,2.0,72.0,1003.058,0.0
40200,3.0,10.0,2.0,25.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,3.0,3.0,1.0,8.0,2.0,4.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,5.0,1.0,2.0,100.0,114.0,207.44,2.5,0.0,0.0,0.0,0.0,1503.0,0.5,72.0,337.875,0.0
40201,3.0,10.0,2.0,25.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,4.0,3.0,1.0,8.0,2.0,4.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,5.0,1.0,2.0,100.0,121.0,207.44,2.5,0.0,0.0,0.0,0.0,4428.0,2.0,72.0,995.415,0.0
40206,3.0,10.0,3.0,4.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,18.0,216.74,10.2,0.0,0.0,0.0,0.0,2944.0,1.75,95.0,386.834,0.0
40208,3.0,10.0,3.0,4.0,3.0,1.0,2.0,6.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,80.0,25.0,216.74,1.7,0.0,0.0,0.0,0.0,438.4,0.5,95.0,57.604,0.0
40212,3.0,10.0,3.0,4.0,3.0,1.0,1.0,6.0,3.0,2.0,2.0,4.0,3.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,25.0,216.74,17.0,0.0,0.0,0.0,0.0,5955.0,3.0,95.0,782.471,0.0
40215,3.0,10.0,3.0,4.0,3.0,1.0,1.0,6.0,3.0,2.0,2.0,4.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,6.0,100.0,32.0,216.74,5.1,0.0,0.0,0.0,0.0,2351.0,1.25,95.0,308.915,0.0
40220,3.0,10.0,3.0,4.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,53.0,216.74,2.72,0.0,0.0,0.0,0.0,794.0,0.75,95.0,104.329,0.0
40224,3.0,10.0,3.0,4.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,74.0,216.74,4.42,0.0,0.0,0.0,0.0,4563.0,2.5,95.0,599.566,0.0
40226,3.0,10.0,3.0,4.0,3.0,1.0,2.0,6.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,80.0,88.0,216.74,3.4,0.0,0.0,0.0,0.0,806.4,1.0,95.0,105.958,0.0
40229,3.0,10.0,3.0,4.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,95.0,216.74,4.81,0.0,0.0,0.0,0.0,1397.0,1.0,95.0,183.562,0.0
40231,3.0,10.0,3.0,4.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,95.0,216.74,5.1,0.0,0.0,0.0,0.0,4925.0,3.0,95.0,647.132,0.0
40233,3.0,10.0,3.0,4.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,110.0,216.74,3.4,0.0,0.0,0.0,0.0,2754.0,1.75,95.0,361.868,0.0
40236,3.0,10.0,3.0,4.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,4.0,2.0,1.0,2.0,1.0,6.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,116.0,216.74,3.4,0.0,0.0,0.0,0.0,3603.0,2.0,95.0,473.424,0.0
40242,3.0,10.0,3.0,4.0,3.0,1.0,1.0,6.0,3.0,1.0,1.0,4.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,123.0,216.74,3.4,0.0,0.0,0.0,0.0,4040.0,2.0,95.0,530.845,0.0
40243,3.0,10.0,3.0,4.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,4.0,1.0,2.0,4.0,1.0,6.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,130.0,216.74,2.72,0.0,0.0,0.0,0.0,1789.0,1.0,95.0,235.07,0.0
40248,3.0,10.0,3.0,7.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,4.0,3.0,2.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,5.0,243.91,6.0,0.0,0.0,0.0,0.0,1325.0,1.75,83.0,121.661,0.0
40249,3.0,10.0,3.0,7.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,4.0,2.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,5.0,243.91,8.0,0.0,0.0,0.0,0.0,1125.0,1.5,83.0,103.297,0.0
40251,3.0,10.0,3.0,7.0,2.0,1.0,1.0,6.0,1.0,1.0,2.0,4.0,3.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,100.0,10.0,243.91,8.0,0.0,0.0,0.0,0.0,678.0,1.0,83.0,62.254,0.0
40252,3.0,10.0,3.0,7.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,2.0,100.0,10.0,243.91,5.0,0.0,0.0,0.0,0.0,862.0,1.0,83.0,79.149,0.0
40255,3.0,10.0,3.0,7.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,4.0,2.0,2.0,4.0,1.0,7.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,2.0,100.0,15.0,243.91,8.5,0.0,0.0,0.0,0.0,2150.0,2.0,83.0,197.413,0.0
40257,3.0,10.0,3.0,7.0,2.0,1.0,1.0,6.0,1.0,1.0,2.0,4.0,2.0,1.0,4.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,100.0,20.0,243.91,12.0,0.0,0.0,0.0,0.0,936.0,1.0,83.0,85.943,0.0
40259,3.0,10.0,3.0,7.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,4.0,3.0,2.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,26.0,243.91,10.0,0.0,0.0,0.0,0.0,1890.0,2.5,83.0,173.539,0.0
40261,3.0,10.0,3.0,7.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,4.0,2.0,1.0,4.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,2.0,100.0,26.0,243.91,9.0,0.0,0.0,0.0,0.0,1631.0,2.0,83.0,149.758,0.0
40263,3.0,10.0,3.0,7.0,2.0,1.0,1.0,6.0,1.0,1.0,2.0,4.0,2.0,1.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,100.0,31.0,243.91,8.0,0.0,0.0,0.0,0.0,875.0,1.0,83.0,80.342,0.0
40264,3.0,10.0,3.0,7.0,2.0,2.0,1.0,6.0,1.0,2.0,2.0,4.0,2.0,1.0,4.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,2.0,100.0,37.0,243.91,7.0,0.0,0.0,0.0,0.0,1557.0,2.0,83.0,142.963,0.0
40265,3.0,10.0,3.0,7.0,2.0,2.0,1.0,6.0,1.0,2.0,2.0,4.0,3.0,1.0,4.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,2.0,100.0,37.0,243.91,8.0,0.0,0.0,0.0,0.0,868.0,1.0,83.0,79.7,0.0
40268,3.0,10.0,3.0,7.0,2.0,1.0,1.0,6.0,1.0,1.0,2.0,4.0,2.0,1.0,4.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,100.0,42.0,243.91,11.0,0.0,0.0,0.0,0.0,1245.0,2.0,83.0,114.316,0.0
40269,3.0,10.0,3.0,7.0,2.0,2.0,1.0,6.0,1.0,2.0,2.0,4.0,2.0,1.0,4.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,2.0,100.0,47.0,243.91,6.0,0.0,0.0,0.0,0.0,1354.0,1.5,83.0,124.324,0.0
40270,3.0,10.0,3.0,7.0,2.0,1.0,1.0,6.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,52.0,243.91,10.0,0.0,0.0,0.0,0.0,1850.0,2.0,83.0,169.867,0.0
40272,3.0,10.0,3.0,7.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,1.0,100.0,57.0,243.91,9.0,0.0,0.0,0.0,0.0,2145.0,2.0,83.0,196.953,0.0
40273,3.0,10.0,3.0,7.0,2.0,1.0,1.0,6.0,1.0,1.0,2.0,4.0,2.0,1.0,4.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,62.0,243.91,8.0,0.0,0.0,0.0,0.0,2468.0,2.5,83.0,226.611,0.0
40274,3.0,10.0,3.0,7.0,2.0,2.0,1.0,6.0,1.0,2.0,2.0,4.0,2.0,1.0,4.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,2.0,100.0,67.0,243.91,6.0,0.0,0.0,0.0,0.0,1325.0,2.0,83.0,121.661,0.0
40276,3.0,10.0,3.0,7.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,3.0,1.0,1.0,4.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,87.0,243.91,3.0,0.0,0.0,0.0,0.0,428.0,0.75,83.0,39.299,0.0
40278,3.0,10.0,3.0,7.0,2.0,2.0,2.0,6.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,1.0,3.0,1.0,1.0,2.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,40.0,93.0,243.91,2.0,0.0,0.0,0.0,0.0,51.6,0.25,83.0,4.738,0.0
40279,3.0,10.0,3.0,7.0,2.0,2.0,1.0,6.0,1.0,2.0,2.0,4.0,2.0,1.0,4.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,93.0,243.91,20.0,0.0,0.0,0.0,0.0,3766.0,3.0,83.0,345.793,0.0
40280,3.0,10.0,3.0,7.0,2.0,2.0,1.0,6.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,93.0,243.91,7.0,0.0,0.0,0.0,0.0,3766.0,2.0,83.0,345.793,0.0
40282,3.0,10.0,3.0,10.0,3.0,1.0,1.0,6.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,12.0,264.42,6.8,0.0,0.0,0.0,0.0,3280.0,2.0,83.0,254.436,0.0
40284,3.0,10.0,3.0,10.0,3.0,1.0,2.0,6.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,60.0,17.0,264.42,0.37,0.0,0.0,0.0,0.0,186.0,1.0,83.0,14.428,0.0
40287,3.0,10.0,3.0,10.0,3.0,1.0,1.0,6.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,17.0,264.42,5.44,0.0,0.0,0.0,0.0,2708.0,2.0,83.0,210.065,0.0
40288,3.0,10.0,3.0,10.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,17.0,264.42,0.34,0.0,0.0,0.0,0.0,56.0,1.0,83.0,4.344,0.0
40290,3.0,10.0,3.0,10.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,22.0,264.42,2.72,0.0,0.0,0.0,0.0,939.0,1.0,83.0,72.84,0.0
40292,3.0,10.0,3.0,10.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,22.0,264.42,2.72,0.0,0.0,0.0,0.0,2625.0,1.0,83.0,203.626,0.0
40294,3.0,10.0,3.0,10.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,0.0,2.0,100.0,27.0,264.42,5.44,0.0,0.0,0.0,0.0,1017.0,1.0,83.0,78.891,0.0
40296,3.0,10.0,3.0,10.0,3.0,2.0,1.0,6.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,42.0,264.42,7.48,0.0,0.0,0.0,0.0,3270.0,3.0,83.0,253.66,0.0
40298,3.0,10.0,3.0,10.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,47.0,264.42,10.88,0.0,0.0,0.0,0.0,3601.0,2.0,83.0,279.336,0.0
40300,3.0,10.0,3.0,10.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,47.0,264.42,0.68,0.0,0.0,0.0,0.0,69.0,2.0,83.0,5.352,0.0
40301,3.0,10.0,3.0,10.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,3.0,1.0,2.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,47.0,264.42,1.02,0.0,0.0,0.0,0.0,121.0,3.0,83.0,9.386,0.0
40304,3.0,10.0,3.0,10.0,3.0,1.0,2.0,6.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,5.0,1.0,2.0,20.0,52.0,264.42,0.68,0.0,0.0,0.0,0.0,772.2,2.0,83.0,59.901,0.0
40306,3.0,10.0,3.0,10.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,67.0,264.42,6.8,0.0,0.0,0.0,0.0,3035.0,2.0,83.0,235.431,0.0
40308,3.0,10.0,3.0,10.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,78.0,264.42,6.8,0.0,0.0,0.0,0.0,4514.0,2.0,83.0,350.16,0.0
40310,3.0,10.0,3.0,10.0,3.0,1.0,2.0,6.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,60.0,83.0,264.42,5.44,0.0,0.0,0.0,0.0,1625.4,2.0,83.0,126.086,0.0
40313,3.0,10.0,3.0,10.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,89.0,264.42,3.4,0.0,0.0,0.0,0.0,1164.0,1.0,83.0,90.294,0.0
40318,3.0,10.0,3.0,14.0,5.0,2.0,1.0,6.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,29.0,240.7,4.0,0.0,0.0,0.0,0.0,963.0,2.0,83.0,181.419,0.0
40320,3.0,10.0,3.0,14.0,5.0,1.0,1.0,6.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,36.0,240.7,8.0,0.0,0.0,0.0,0.0,3738.0,2.0,83.0,704.198,0.0
40321,3.0,10.0,3.0,14.0,5.0,1.0,1.0,6.0,1.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,36.0,240.7,8.0,0.0,0.0,0.0,0.0,1906.0,1.0,83.0,359.069,0.0
40325,3.0,10.0,3.0,14.0,5.0,1.0,1.0,6.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,8.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,43.0,240.7,10.0,0.0,0.0,0.0,0.0,5689.0,2.0,83.0,1071.744,0.0
40327,3.0,10.0,3.0,14.0,5.0,2.0,1.0,6.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,2.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,50.0,240.7,2.0,0.0,0.0,0.0,0.0,638.0,0.5,83.0,120.192,0.0
40328,3.0,10.0,3.0,14.0,5.0,1.0,1.0,6.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,57.0,240.7,5.0,0.0,0.0,0.0,0.0,4617.0,3.0,83.0,869.792,0.0
40330,3.0,10.0,3.0,14.0,5.0,1.0,2.0,6.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,30.0,71.0,240.7,1.0,0.0,0.0,0.0,0.0,249.0,0.2,83.0,46.909,0.0
40332,3.0,10.0,3.0,14.0,5.0,2.0,2.0,6.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,50.0,78.0,240.7,3.0,0.0,0.0,0.0,0.0,125.0,0.5,83.0,23.549,0.0
40336,3.0,10.0,3.0,14.0,5.0,2.0,2.0,6.0,1.0,2.0,2.0,3.0,2.0,2.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,25.0,99.0,240.7,1.0,0.0,0.0,0.0,0.0,375.0,1.0,83.0,70.646,0.0
40338,3.0,10.0,3.0,14.0,5.0,1.0,1.0,6.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,113.0,240.7,5.0,0.0,0.0,0.0,0.0,3260.0,2.0,83.0,614.148,0.0
40339,3.0,10.0,3.0,14.0,5.0,1.0,1.0,6.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,113.0,240.7,2.0,0.0,0.0,0.0,0.0,1252.0,38.0,83.0,235.863,0.0
40341,3.0,10.0,3.0,14.0,5.0,2.0,2.0,6.0,1.0,2.0,2.0,3.0,1.0,2.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,5.0,1.0,2.0,60.0,120.0,240.7,3.0,0.0,0.0,0.0,0.0,130.2,10.0,83.0,24.529,0.0
40342,3.0,10.0,3.0,14.0,5.0,1.0,1.0,6.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,5.0,1.0,2.0,100.0,127.0,240.7,3.625,0.0,0.0,0.0,0.0,1333.0,1.0,83.0,251.122,0.0
40343,3.0,10.0,3.0,14.0,5.0,1.0,1.0,6.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,5.0,1.0,2.0,100.0,127.0,240.7,3.625,0.0,0.0,0.0,0.0,2120.0,1.0,83.0,399.384,0.0
40344,3.0,10.0,3.0,14.0,5.0,1.0,1.0,6.0,3.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,5.0,1.0,2.0,100.0,127.0,240.7,3.625,0.0,0.0,0.0,0.0,3329.0,1.5,83.0,627.147,0.0
40346,3.0,10.0,3.0,14.0,5.0,1.0,1.0,6.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,134.0,240.7,3.0,0.0,0.0,0.0,0.0,1470.0,20.0,83.0,276.932,0.0
40348,3.0,10.0,3.0,14.0,5.0,2.0,2.0,6.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,70.0,141.0,240.7,1.36,0.0,0.0,0.0,0.0,1255.8,1.0,83.0,236.578,0.0
40349,3.0,10.0,3.0,18.0,1.0,1.0,1.0,6.0,3.0,1.0,2.0,4.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,5.0,1.0,2.0,100.0,4.0,233.99,4.0,0.0,0.0,0.0,0.0,6223.0,2.0,76.0,2551.573,0.0
40350,3.0,10.0,3.0,18.0,1.0,1.0,2.0,6.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,5.0,1.0,2.0,60.0,4.0,233.99,2.1,0.0,0.0,0.0,0.0,2680.8,1.5,76.0,1099.189,0.0
40352,3.0,10.0,3.0,18.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,4.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,5.0,1.0,2.0,100.0,11.0,233.99,4.9,0.0,0.0,0.0,0.0,6011.0,3.0,76.0,2464.648,0.0
40353,3.0,10.0,3.0,18.0,1.0,1.0,1.0,6.0,3.0,2.0,2.0,4.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,6.0,100.0,18.0,233.99,4.0,0.0,0.0,0.0,0.0,4318.0,2.0,76.0,1770.479,0.0
40354,3.0,10.0,3.0,18.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,4.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,28.0,233.99,1.0,0.0,0.0,0.0,0.0,2212.0,1.0,76.0,906.971,0.0
40355,3.0,10.0,3.0,18.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,28.0,233.99,1.25,0.0,0.0,0.0,0.0,2376.0,1.0,76.0,974.214,0.0
40356,3.0,10.0,3.0,18.0,1.0,1.0,2.0,6.0,1.0,1.0,2.0,4.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,5.0,1.0,2.0,20.0,69.0,233.99,2.0,0.0,0.0,0.0,0.0,1303.4,3.0,76.0,534.424,0.0
40357,3.0,10.0,3.0,18.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,3.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,69.0,233.99,1.0,0.0,0.0,0.0,0.0,2084.0,1.0,76.0,854.488,0.0
40358,3.0,10.0,3.0,18.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,69.0,233.99,0.75,0.0,0.0,0.0,0.0,1093.0,0.25,76.0,448.155,0.0
40360,3.0,10.0,3.0,18.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,3.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,5.0,1.0,2.0,100.0,76.0,233.99,8.5,0.0,0.0,0.0,0.0,5853.0,2.0,76.0,2399.864,0.0
40361,3.0,10.0,3.0,18.0,1.0,1.0,1.0,6.0,1.0,1.0,2.0,3.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,1.0,1.0,3.0,2.0,2.0,5.0,1.0,2.0,100.0,76.0,233.99,5.25,0.0,0.0,0.0,0.0,4378.0,2.0,76.0,1795.08,0.0
40362,3.0,10.0,3.0,18.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,3.0,1.0,2.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,76.0,233.99,2.1,0.0,0.0,0.0,0.0,1806.0,0.75,76.0,740.501,0.0
