,REC$TYPE,Region,Zone,District,Farmers Association,Enumeration Area,Head sex,Holder id,Parcel,Field,Field type,CROP,Ownership type,Is field under Extension Program?,Is Field Irrigated?,How many times is the field ploughed,Orientation of the field,Is Field Prevented form Erosion,"If field Prevented form Erosion, common way of prevention",Do youprevent land Degradation,Method to prevent land degredation,How were seeds planted/ sowed?,Seed / Seedling Type,Was crop damaged ?,Prevention/precaution measure taken?,Type of measure if any?,Is Fertilizer Used?,Type of fertilizer used if any?,Type of chemical fertilizer,How often is temporary crop field used in Meher (main) season,What was the previous state of the field ?,Percent share of mixed crops,Respondent local area code,Holder Condition,Household Id,Sampling weight,Quantity of indigenous seeds used,Quantity of UREA fertilizer used,Quantity of DAP fertilizer used,"Quantity of NPS fertilizer used,",Quantity of BLENDED fertilizer used,Area in Square meter,Respondent local area,Production Of Condition in Kg,Fertilizer Quantity
27765,50.0,3.0,5.0,22.0,2.0,4.0,1.0,1.0,9.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,2.0,1.0,4.0,1.0,7.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,101.0,406.52,25.0,50.0,0.0,25.0,0.0,747.08,0.25,90.536,75.0
27766,50.0,3.0,5.0,22.0,2.0,4.0,1.0,1.0,12.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,1.0,0.0,101.0,406.52,50.0,55.0,0.0,30.0,0.0,651.17,0.5,78.914,85.0
27767,50.0,3.0,5.0,22.0,2.0,4.0,1.0,1.0,1.0,3.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,7.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,15.0,0.0,108.0,406.52,6.0,0.0,0.0,0.0,0.0,438.85,5.0,53.184,0.0
27769,50.0,3.0,5.0,22.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,15.0,0.0,108.0,406.52,25.0,25.0,0.0,25.0,0.0,2133.02,20.0,258.493,50.0
27771,50.0,3.0,5.0,22.0,2.0,4.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,1.0,0.0,108.0,406.52,50.0,50.0,0.0,50.0,0.0,3009.33,1.0,364.691,100.0
27773,50.0,3.0,5.0,22.0,2.0,4.0,1.0,1.0,1.0,8.0,1.0,8.0,3.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,100.0,1.0,0.0,115.0,406.52,50.0,50.0,0.0,35.0,0.0,1812.38,1.0,219.637,85.0
27774,50.0,3.0,5.0,22.0,2.0,4.0,1.0,1.0,1.0,9.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,100.0,1.0,0.0,115.0,406.52,65.0,65.0,0.0,65.0,0.0,413.01,0.5,50.052,130.0
27775,50.0,3.0,5.0,22.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,8.0,3.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,100.0,1.0,0.0,115.0,406.52,50.0,50.0,0.0,50.0,0.0,2143.18,1.0,259.724,100.0
27777,50.0,3.0,5.0,22.0,2.0,4.0,1.0,1.0,1.0,7.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,122.0,406.52,50.0,50.0,0.0,50.0,0.0,1469.49,0.5,178.083,100.0
27778,50.0,3.0,5.0,22.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,122.0,406.52,50.0,50.0,0.0,50.0,0.0,1723.44,0.5,208.859,100.0
27779,50.0,3.0,5.0,22.0,2.0,4.0,2.0,1.0,1.0,4.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,2.0,100.0,2.0,0.0,129.0,406.52,75.0,45.0,0.0,45.0,0.0,1479.09,1.0,179.247,90.0
27781,50.0,3.0,5.0,22.0,2.0,4.0,2.0,1.0,1.0,12.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,5.0,1.0,2.0,100.0,15.0,0.0,129.0,406.52,50.0,25.0,0.0,25.0,0.0,1358.99,18.0,164.691,50.0
27782,50.0,3.0,5.0,22.0,2.0,4.0,2.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,6.0,1.0,7.0,1.0,2.0,2.0,1.0,3.0,1.0,3.0,5.0,1.0,2.0,100.0,1.0,0.0,129.0,406.52,33.0,30.0,0.0,30.0,0.0,1374.67,0.25,166.591,60.0
27783,50.0,3.0,5.0,22.0,2.0,4.0,1.0,1.0,1.0,2.0,1.0,8.0,1.0,1.0,2.0,4.0,2.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,5.0,1.0,2.0,100.0,2.0,0.0,137.0,406.52,50.0,25.0,0.0,25.0,0.0,409.05,0.25,49.571,50.0
27785,50.0,3.0,5.0,22.0,2.0,4.0,1.0,1.0,2.0,3.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,137.0,406.52,50.0,25.0,0.0,25.0,0.0,1571.53,0.5,190.448,50.0
27786,50.0,3.0,5.0,22.0,2.0,4.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,137.0,406.52,50.0,25.0,0.0,25.0,0.0,1553.32,0.5,188.242,50.0
27788,50.0,3.0,5.0,22.0,2.0,4.0,1.0,1.0,5.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,15.0,0.0,144.0,406.52,40.0,50.0,0.0,50.0,0.0,377.51,20.0,45.749,100.0
27789,50.0,3.0,5.0,23.0,2.0,7.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,2.0,100.0,2.0,0.0,5.0,806.69,70.0,70.0,0.0,0.0,50.0,1520.54,1.0,631.781,120.0
27791,50.0,3.0,5.0,23.0,2.0,7.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,2.0,100.0,2.0,0.0,5.0,806.69,50.0,50.0,0.0,0.0,50.0,756.34,0.5,314.257,100.0
27793,50.0,3.0,5.0,23.0,2.0,7.0,1.0,2.0,1.0,1.0,1.0,8.0,3.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,2.0,100.0,2.0,0.0,5.0,806.69,70.0,80.0,0.0,0.0,80.0,1512.53,1.0,628.452,160.0
27795,50.0,3.0,5.0,23.0,2.0,7.0,1.0,2.0,4.0,1.0,1.0,8.0,3.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,2.0,100.0,2.0,0.0,5.0,806.69,40.0,50.0,0.0,0.0,50.0,805.43,0.5,334.654,100.0
27797,50.0,3.0,5.0,23.0,2.0,7.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,10.0,806.69,75.0,50.0,0.0,75.0,0.0,1752.32,1.0,728.085,125.0
27799,50.0,3.0,5.0,23.0,2.0,7.0,1.0,1.0,5.0,1.0,1.0,8.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,10.0,806.69,25.0,25.0,0.0,25.0,0.0,518.78,0.25,215.551,50.0
27800,50.0,3.0,5.0,23.0,2.0,7.0,1.0,1.0,8.0,1.0,1.0,8.0,1.0,2.0,2.0,3.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,10.0,806.69,25.0,12.0,0.0,12.0,0.0,403.08,0.25,167.478,24.0
27804,50.0,3.0,5.0,23.0,2.0,7.0,1.0,1.0,7.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,2.0,100.0,2.0,0.0,15.0,806.69,80.0,80.0,0.0,0.0,100.0,1709.16,1.25,710.153,180.0
27805,50.0,3.0,5.0,23.0,2.0,7.0,1.0,1.0,7.0,2.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,2.0,100.0,2.0,0.0,15.0,806.69,70.0,50.0,0.0,0.0,50.0,1841.94,1.5,765.322,100.0
27806,50.0,3.0,5.0,23.0,2.0,7.0,1.0,1.0,11.0,1.0,1.0,8.0,3.0,1.0,2.0,4.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,2.0,100.0,2.0,0.0,15.0,806.69,45.0,50.0,0.0,0.0,50.0,1147.76,0.75,476.891,100.0
27808,50.0,3.0,5.0,23.0,2.0,7.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,20.0,806.69,20.0,30.0,0.0,50.0,0.0,958.75,1.5,398.358,80.0
27809,50.0,3.0,5.0,23.0,2.0,7.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,20.0,806.69,45.0,40.0,0.0,50.0,0.0,1314.89,1.0,546.333,90.0
27811,50.0,3.0,5.0,23.0,2.0,7.0,1.0,1.0,7.0,1.0,1.0,8.0,3.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,20.0,806.69,40.0,50.0,0.0,60.0,0.0,1129.55,0.75,469.326,110.0
27814,50.0,3.0,5.0,23.0,2.0,7.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,2.0,100.0,2.0,0.0,25.0,806.69,35.0,30.0,0.0,0.0,40.0,677.22,0.5,281.384,70.0
27815,50.0,3.0,5.0,23.0,2.0,7.0,2.0,1.0,2.0,2.0,1.0,8.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,7.0,1.0,2.0,100.0,2.0,0.0,31.0,806.69,8.0,25.0,0.0,0.0,25.0,274.26,0.25,113.954,50.0
27819,50.0,3.0,5.0,23.0,2.0,7.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,2.0,100.0,2.0,0.0,36.0,806.69,45.0,75.0,0.0,0.0,75.0,1526.01,1.0,634.053,150.0
27820,50.0,3.0,5.0,23.0,2.0,7.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,2.0,0.0,36.0,806.69,40.0,75.0,0.0,0.0,75.0,733.38,0.5,304.717,150.0
27822,50.0,3.0,5.0,23.0,2.0,7.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,2.0,0.0,41.0,806.69,50.0,70.0,0.0,0.0,50.0,3102.71,0.75,1289.168,120.0
27826,50.0,3.0,5.0,23.0,2.0,7.0,1.0,1.0,6.0,1.0,1.0,8.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,7.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,41.0,806.69,50.0,50.0,0.0,50.0,0.0,976.54,0.75,405.751,100.0
27827,50.0,3.0,5.0,23.0,2.0,7.0,1.0,1.0,7.0,1.0,1.0,8.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,41.0,806.69,24.18323430068698,50.0,0.0,50.0,0.0,3999.56,0.5,1661.808,100.0
27828,50.0,3.0,5.0,23.0,2.0,7.0,1.0,1.0,4.0,1.0,1.0,8.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,46.0,806.69,40.0,50.0,0.0,100.0,0.0,799.18,0.5,332.058,150.0
27829,50.0,3.0,5.0,23.0,2.0,7.0,1.0,1.0,5.0,1.0,1.0,8.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,46.0,806.69,45.0,50.0,0.0,60.0,0.0,868.44,0.75,360.835,110.0
27831,50.0,3.0,5.0,23.0,2.0,7.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,51.0,806.69,60.0,110.0,0.0,100.0,0.0,3003.77,1.0,1248.059,210.0
27832,50.0,3.0,5.0,23.0,2.0,7.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,51.0,806.69,120.0,80.0,0.0,60.0,0.0,2381.65,1.0,989.569,140.0
27833,50.0,3.0,5.0,23.0,2.0,7.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,2.0,0.0,56.0,806.69,60.0,60.0,0.0,0.0,50.0,2443.55,1.5,1015.29,110.0
27835,50.0,3.0,5.0,23.0,2.0,7.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,7.0,1.0,2.0,100.0,2.0,0.0,61.0,806.69,60.0,45.0,0.0,0.0,45.0,1942.25,1.25,807.0,90.0
27837,50.0,3.0,5.0,23.0,2.0,7.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,66.0,806.69,40.0,50.0,0.0,50.0,0.0,1581.7,1.0,657.192,100.0
27839,50.0,3.0,5.0,23.0,2.0,7.0,1.0,1.0,1.0,5.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,71.0,806.69,120.0,100.0,0.0,100.0,0.0,3283.5,0.5,1364.286,200.0
27840,50.0,3.0,5.0,23.0,2.0,7.0,1.0,1.0,1.0,3.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,76.0,806.69,20.0,25.0,0.0,25.0,0.0,731.79,0.5,304.058,50.0
27841,50.0,3.0,5.0,23.0,2.0,7.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,76.0,806.69,40.0,40.0,0.0,35.0,0.0,991.32,0.75,411.891,75.0
27844,50.0,3.0,5.0,23.0,2.0,7.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,81.0,806.69,20.0,35.0,0.0,25.0,0.0,428.0,0.5,177.833,60.0
27845,50.0,3.0,5.0,23.0,2.0,7.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,81.0,806.69,30.0,15.0,0.0,50.0,0.0,1092.39,50.0,453.885,65.0
27846,50.0,3.0,5.0,23.0,2.0,7.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,81.0,806.69,60.0,100.0,0.0,100.0,0.0,390.9,0.25,162.417,200.0
27848,50.0,3.0,5.0,23.0,2.0,7.0,1.0,1.0,5.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,86.0,806.69,80.0,100.0,0.0,130.0,0.0,3428.1,2.0,1424.368,230.0
27850,50.0,3.0,5.0,23.0,2.0,7.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,1.0,0.0,91.0,806.69,25.0,50.0,0.0,0.0,50.0,858.27,50.0,356.609,100.0
27853,50.0,3.0,5.0,23.0,2.0,7.0,1.0,1.0,4.0,2.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,2.0,0.0,91.0,806.69,50.0,50.0,0.0,0.0,100.0,1463.69,1.0,608.16,150.0
27854,50.0,3.0,5.0,23.0,2.0,7.0,1.0,1.0,5.0,1.0,1.0,8.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,8.0,1.0,2.0,100.0,2.0,0.0,91.0,806.69,24.18323430068698,0.0,0.0,0.0,0.0,1644.98,0.5,683.486,0.0
27855,50.0,3.0,5.0,23.0,2.0,7.0,1.0,1.0,6.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,2.0,0.0,91.0,806.69,24.18323430068698,50.0,0.0,0.0,100.0,987.29,1.0,410.217,150.0
27856,50.0,3.0,5.0,23.0,2.0,7.0,1.0,1.0,7.0,1.0,1.0,8.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,7.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,7.0,1.0,2.0,100.0,2.0,0.0,91.0,806.69,24.18323430068698,50.0,0.0,0.0,50.0,462.67,0.5,192.239,100.0
27857,50.0,3.0,5.0,23.0,2.0,7.0,2.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,96.0,806.69,24.18323430068698,50.0,0.0,50.0,0.0,1281.07,0.75,532.281,100.0
27858,50.0,3.0,5.0,23.0,2.0,7.0,2.0,1.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,96.0,806.69,45.0,50.0,0.0,50.0,0.0,1621.13,1.0,673.575,100.0
27862,50.0,3.0,5.0,23.0,2.0,7.0,2.0,1.0,7.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,6.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,5.0,1.0,2.0,100.0,2.0,0.0,96.0,806.69,24.18323430068698,130.0,0.0,115.0,0.0,1521.93,1.0,632.358,245.0
27866,50.0,3.0,5.0,23.0,2.0,7.0,2.0,2.0,1.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,2.0,0.0,101.0,806.69,24.18323430068698,60.0,0.0,0.0,60.0,1395.47,1.0,579.815,120.0
27867,50.0,3.0,5.0,23.0,12.0,3.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,8.0,1.0,7.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,2.0,100.0,2.0,0.0,2.0,563.76,24.18323430068698,50.0,0.0,0.0,50.0,1055.82,0.5,461.031,100.0
27869,50.0,3.0,5.0,23.0,12.0,3.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,8.0,1.0,7.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,2.0,100.0,2.0,0.0,2.0,563.76,24.18323430068698,50.0,0.0,0.0,50.0,1472.29,1.0,642.886,100.0
27871,50.0,3.0,5.0,23.0,12.0,3.0,1.0,1.0,6.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,8.0,1.0,7.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,2.0,100.0,2.0,0.0,2.0,563.76,24.18323430068698,25.0,0.0,0.0,25.0,791.94,0.5,345.806,50.0
27872,50.0,3.0,5.0,23.0,12.0,3.0,1.0,1.0,8.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,8.0,1.0,7.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,2.0,100.0,2.0,0.0,2.0,563.76,47.72,25.0,0.0,0.0,25.0,997.27,0.5,435.465,50.0
27874,50.0,3.0,5.0,23.0,12.0,3.0,1.0,1.0,2.0,1.0,1.0,8.0,3.0,1.0,2.0,4.0,1.0,1.0,8.0,1.0,7.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,7.0,1.0,2.0,100.0,2.0,0.0,10.0,563.76,10.0,10.0,0.0,0.0,15.0,306.6,0.13,133.879,25.0
27877,50.0,3.0,5.0,23.0,12.0,3.0,1.0,1.0,5.0,1.0,1.0,8.0,3.0,1.0,2.0,4.0,1.0,1.0,8.0,1.0,7.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,7.0,1.0,2.0,100.0,2.0,0.0,10.0,563.76,40.0,30.0,0.0,0.0,50.0,1242.73,1.0,542.648,80.0
27878,50.0,3.0,5.0,23.0,12.0,3.0,1.0,1.0,6.0,1.0,1.0,8.0,2.0,1.0,2.0,4.0,1.0,1.0,8.0,1.0,7.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,7.0,1.0,2.0,100.0,2.0,0.0,10.0,563.76,40.0,20.0,0.0,0.0,40.0,1405.25,1.0,613.613,60.0
27879,50.0,3.0,5.0,23.0,12.0,3.0,1.0,1.0,8.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,8.0,1.0,7.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,7.0,1.0,2.0,100.0,2.0,0.0,10.0,563.76,60.0,50.0,0.0,0.0,90.0,2045.32,1.25,893.104,140.0
27882,50.0,3.0,5.0,23.0,12.0,3.0,1.0,1.0,11.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,2.0,1.0,8.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,1.0,2.0,100.0,2.0,0.0,10.0,563.76,15.0,10.0,0.0,0.0,20.0,559.45,0.25,244.288,30.0
27884,50.0,3.0,5.0,23.0,12.0,3.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,1.0,1.0,8.0,1.0,7.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,2.0,100.0,2.0,0.0,18.0,563.76,67.92,50.0,0.0,0.0,50.0,3292.19,2.0,1437.558,100.0
27887,50.0,3.0,5.0,23.0,12.0,3.0,1.0,1.0,8.0,1.0,1.0,8.0,1.0,1.0,2.0,4.0,2.0,1.0,8.0,1.0,7.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,2.0,100.0,2.0,0.0,18.0,563.76,48.65,50.0,0.0,0.0,50.0,1281.57,1.0,559.606,100.0
27888,50.0,3.0,5.0,23.0,12.0,3.0,1.0,1.0,9.0,1.0,1.0,8.0,3.0,1.0,2.0,4.0,1.0,1.0,8.0,1.0,7.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,2.0,100.0,2.0,0.0,18.0,563.76,62.53,30.0,0.0,0.0,25.0,1935.88,1.0,845.316,55.0
27889,50.0,3.0,5.0,23.0,12.0,3.0,1.0,1.0,11.0,1.0,1.0,8.0,3.0,1.0,2.0,4.0,2.0,1.0,8.0,1.0,7.0,1.0,2.0,2.0,1.0,3.0,1.0,2.0,7.0,1.0,6.0,100.0,2.0,0.0,18.0,563.76,68.01,50.0,0.0,0.0,20.0,1517.37,1.0,662.571,70.0
