,REC$TYPE,Region,Zone,District,Farmers Association,Enumeration Area,Head sex,Holder id,Parcel,Field,Field type,CROP,Ownership type,Is field under Extension Program?,Is Field Irrigated?,How many times is the field ploughed,Orientation of the field,Is Field Prevented form Erosion,"If field Prevented form Erosion, common way of prevention",Do youprevent land Degradation,Method to prevent land degredation,Type of sowing,Seed / Seedling Type,Was crop damaged ?,Prevention/precaution measure taken?,Type of measure if any?,Is Fertilizer Used?,Type of fertilizer used if any?,Type of chemical fertilizer,"If natural fertilizer used, type",How often is temporary crop field used in Meher (main) season,What was the previous state of the field ?,Percent share of mixed crops,Respondent local area code,LANDUSE,Holder Condition,Household Id,Sampling weight,Quantity of indigenous seeds used,Quantity of UREA fertilizer used,Quantity of DAP fertilizer used,"Quantity of NPS fertilizer used,",Quantity of MIXED fertilizer used,Closure error,Area,Area in Hectare,Area in Square meter,Enumerator Area,Computed Area,Respondent local area,Production Condition,Production Of Condition quintal,Production Of Condition in Kg,Fertilizer Quantity
48130,50.0,4.0,10.0,12.0,21.0,8.0,1.0,1.0,1.0,4.0,2.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,60.0,2.0,1.0,0.0,94.0,990.67,1.0,0.0,0.0,0.0,0.0,1.7379636249456547,116770.0,0.11677,1167.7,1369.1838170877845,1380.4153842809528,1.5,146619.0,1.46619,146.619,0.0
48131,50.0,4.0,10.0,12.0,21.0,8.0,1.0,1.0,1.0,5.0,1.0,6.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,2.0,1.0,0.0,94.0,990.67,2.0,0.0,0.0,0.0,0.0,1.7379636249456547,100440.0,0.10044,1004.4,1369.1838170877845,1380.4153842809528,1.0,126114.0,1.26114,126.114,0.0
48132,50.0,4.0,10.0,12.0,21.0,8.0,1.0,1.0,1.0,6.0,2.0,6.0,1.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,60.0,2.0,1.0,0.0,94.0,990.67,0.5,0.0,0.0,0.0,0.0,1.7379636249456547,59375.0,0.059375,593.75,1369.1838170877845,1380.4153842809528,1.0,74552.0,0.74552,74.552,0.0
48134,50.0,4.0,10.0,12.0,21.0,8.0,1.0,1.0,1.0,9.0,1.0,6.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,2.0,1.0,0.0,94.0,990.67,0.5,0.0,0.0,0.0,0.0,1.7379636249456547,100879.0,0.100879,1008.79,1369.1838170877845,1380.4153842809528,1.0,126665.0,1.26665,126.665,0.0
48136,50.0,4.0,10.0,12.0,21.0,8.0,1.0,1.0,1.0,3.0,1.0,6.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,2.0,1.0,0.0,100.0,990.67,1.0,0.0,0.0,0.0,0.0,1.7379636249456547,161689.0,0.161689,1616.89,1369.1838170877845,1380.4153842809528,1.0,203019.0,2.03019,203.019,1.0
48138,50.0,4.0,10.0,12.0,21.0,8.0,1.0,1.0,1.0,4.0,2.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,50.0,2.0,1.0,0.0,106.0,990.67,2.0,0.0,0.0,0.0,0.0,1.7379636249456547,100828.0,0.100828,1008.28,1369.1838170877845,1380.4153842809528,1.5,126602.0,1.26602,126.602,0.0
48139,50.0,4.0,10.0,12.0,21.0,8.0,1.0,1.0,1.0,5.0,2.0,6.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,50.0,2.0,1.0,0.0,106.0,990.67,2.0,0.0,0.0,0.0,0.0,1.7379636249456547,70923.0,0.070923,709.23,1369.1838170877845,1380.4153842809528,1.25,89053.0,0.89053,89.053,0.0
48140,50.0,4.0,10.0,12.0,21.0,8.0,1.0,1.0,1.0,6.0,2.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,60.0,2.0,1.0,0.0,106.0,990.67,10.0,0.0,0.0,0.0,0.0,1.7379636249456547,334649.0,0.334649,3346.49,1369.1838170877845,1380.4153842809528,5.0,420191.0,4.20191,420.191,0.0
48141,50.0,4.0,10.0,12.0,21.0,8.0,1.0,1.0,1.0,9.0,2.0,6.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,70.0,2.0,1.0,0.0,106.0,990.67,1.0,0.0,0.0,0.0,0.0,1.7379636249456547,143170.0,0.14317,1431.7,1369.1838170877845,1380.4153842809528,2.0,179767.0,1.79767,179.767,0.0
48143,50.0,4.0,10.0,12.0,21.0,8.0,1.0,1.0,1.0,10.0,2.0,6.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,80.0,4.0,1.0,0.0,106.0,990.67,0.75,0.0,0.0,0.0,0.0,1.7379636249456547,35286.0,0.035286,352.86,1369.1838170877845,1380.4153842809528,1.5,44307.0,0.44307,44.307,1.0
48146,50.0,4.0,10.0,12.0,21.0,8.0,1.0,1.0,1.0,4.0,2.0,6.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,20.0,2.0,1.0,0.0,112.0,990.67,1.0,0.0,0.0,0.0,0.0,1.7379636249456547,81224.0,0.081224,812.24,1369.1838170877845,1380.4153842809528,4.0,101986.0,1.01986,101.986,1.0
48147,50.0,4.0,10.0,12.0,21.0,8.0,1.0,1.0,1.0,5.0,2.0,6.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,70.0,2.0,1.0,0.0,112.0,990.67,8.0,0.0,0.0,0.0,0.0,1.7379636249456547,307692.0,0.307692,3076.92,1369.1838170877845,1380.4153842809528,4.0,386344.0,3.86344,386.344,1.0
48148,50.0,4.0,10.0,12.0,21.0,8.0,1.0,1.0,1.0,6.0,2.0,6.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,60.0,2.0,1.0,0.0,112.0,990.67,7.0,0.0,0.0,0.0,0.0,1.7379636249456547,61897.0,0.061897,618.97,1369.1838170877845,1380.4153842809528,1.0,77719.0,0.77719,77.719,1.0
48152,50.0,4.0,10.0,12.0,21.0,8.0,1.0,1.0,1.0,7.0,1.0,6.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,2.0,1.0,0.0,118.0,990.67,2.5,0.0,0.0,0.0,0.0,1.7379636249456547,239183.0,0.239183,2391.83,1369.1838170877845,1380.4153842809528,3.0,300323.0,3.00323,300.323,0.0
48153,50.0,4.0,10.0,12.0,21.0,8.0,1.0,1.0,1.0,11.0,2.0,6.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,70.0,2.0,1.0,0.0,118.0,990.67,1.5,0.0,0.0,0.0,0.0,1.7379636249456547,163190.0,0.16319,1631.9,1369.1838170877845,1380.4153842809528,1.5,204905.0,2.04905,204.905,0.0
48154,50.0,4.0,10.0,12.0,21.0,8.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,2.0,1.0,0.0,118.0,990.67,8.0,0.0,0.0,0.0,0.0,1.7379636249456547,89737.0,0.089737,897.37,1369.1838170877845,1380.4153842809528,1.0,112675.0,1.12675,112.675,0.0
48162,50.0,4.0,10.0,13.0,6.0,2.0,1.0,1.0,1.0,10.0,2.0,6.0,1.0,2.0,2.0,3.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,20.0,4.0,1.0,0.0,11.0,1520.67,2.0,7.0,5.0,0.0,0.0,1.7379636249456547,11640.0,0.01164,116.4,1369.1838170877845,1380.4153842809528,0.35,35563.0,0.35563,35.563,13.0
48163,50.0,4.0,10.0,13.0,6.0,2.0,1.0,1.0,1.0,11.0,1.0,6.0,1.0,2.0,2.0,2.0,2.0,2.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,100.0,4.0,1.0,0.0,11.0,1520.67,5.0,10.0,15.0,0.0,0.0,1.7379636249456547,365230.0,0.36523,3652.3,1369.1838170877845,1380.4153842809528,3.0,1115903.0,11.15903,1115.903,26.0
48164,50.0,4.0,10.0,13.0,6.0,2.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,100.0,4.0,1.0,0.0,11.0,1520.67,4.0,8.0,8.0,0.0,0.0,1.7379636249456547,78161.0,0.078161,781.61,1369.1838170877845,1380.4153842809528,0.6,238808.0,2.38808,238.808,17.0
48171,50.0,4.0,10.0,13.0,6.0,2.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,4.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,100.0,4.0,1.0,0.0,29.0,1520.67,10.0,25.0,20.0,0.0,0.0,1.7379636249456547,228104.0,0.228104,2281.04,1369.1838170877845,1380.4153842809528,2.0,696936.0,6.96936,696.936,46.0
48180,50.0,4.0,10.0,13.0,6.0,2.0,1.0,1.0,1.0,7.0,2.0,6.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,50.0,4.0,1.0,0.0,47.0,1520.67,2.0,7.0,7.0,0.0,0.0,1.7379636249456547,42891.0,0.042891,428.91,1369.1838170877845,1380.4153842809528,0.9,131047.0,1.31047,131.047,15.0
48247,50.0,4.0,10.0,13.0,14.0,10.0,1.0,1.0,2.0,2.0,2.0,6.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,6.0,30.0,4.0,1.0,0.0,4.0,1095.88,1.0,5.0,5.0,0.0,0.0,1.7379636249456547,70396.0,0.070396,703.96,1369.1838170877845,1380.4153842809528,2.0,110488.0,1.10488,110.488,11.0
48252,50.0,4.0,10.0,13.0,14.0,10.0,1.0,1.0,1.0,2.0,2.0,6.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,6.0,60.0,4.0,1.0,0.0,18.0,1095.88,1.0,10.0,10.0,0.0,0.0,1.7379636249456547,58021.0,0.058021,580.21,1369.1838170877845,1380.4153842809528,1.0,91066.0,0.91066,91.066,21.0
48254,50.0,4.0,10.0,13.0,14.0,10.0,1.0,1.0,3.0,1.0,2.0,6.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,30.0,4.0,1.0,0.0,18.0,1095.88,1.0,10.0,10.0,0.0,0.0,1.7379636249456547,63826.0,0.063826,638.26,1369.1838170877845,1380.4153842809528,2.0,100178.0,1.00178,100.178,21.0
48258,50.0,4.0,10.0,13.0,14.0,10.0,1.0,1.0,2.0,1.0,2.0,6.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,4.0,1.0,2.0,30.0,4.0,1.0,0.0,25.0,1095.88,2.5,0.0,0.0,0.0,0.0,1.7379636249456547,71536.0,0.071536,715.36,1369.1838170877845,1380.4153842809528,2.5,112278.0,1.12278,112.278,4.0
48259,50.0,4.0,10.0,13.0,14.0,10.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,100.0,4.0,1.0,0.0,25.0,1095.88,2.0,1.25,1.25,0.0,0.0,1.7379636249456547,154104.0,0.154104,1541.04,1369.1838170877845,1380.4153842809528,1.25,241870.0,2.4187,241.87,2.5
48260,50.0,4.0,10.0,13.0,14.0,10.0,1.0,1.0,3.0,2.0,2.0,6.0,1.0,1.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,4.0,1.0,2.0,30.0,4.0,1.0,0.0,25.0,1095.88,0.5,2.0,2.0,0.0,0.0,1.7379636249456547,40501.0,0.040501,405.01,1369.1838170877845,1380.4153842809528,1.25,63568.0,0.63568,63.568,8.0
48262,50.0,4.0,10.0,13.0,14.0,10.0,1.0,1.0,1.0,2.0,2.0,6.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,30.0,4.0,1.0,0.0,32.0,1095.88,13.261962681993609,0.0,0.0,0.0,0.0,1.7379636249456547,26716.0,0.026716,267.16,1369.1838170877845,1380.4153842809528,1.0,41931.0,0.41931,41.931,1.0
48263,50.0,4.0,10.0,13.0,14.0,10.0,1.0,1.0,1.0,2.0,2.0,6.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,4.0,1.0,2.0,30.0,4.0,1.0,0.0,39.0,1095.88,1.0,3.0,3.0,0.0,0.0,1.7379636249456547,25771.0,0.025771,257.71,1369.1838170877845,1380.4153842809528,0.75,40448.0,0.40448,40.448,10.0
48265,50.0,4.0,10.0,13.0,14.0,10.0,1.0,1.0,1.0,2.0,2.0,6.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,40.0,4.0,1.0,0.0,46.0,1095.88,1.0,5.0,5.0,0.0,0.0,1.7379636249456547,27421.0,0.027421,274.21,1369.1838170877845,1380.4153842809528,0.05,43038.0,0.43038,43.038,11.0
48268,50.0,4.0,10.0,13.0,14.0,10.0,1.0,1.0,3.0,1.0,2.0,6.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,4.0,1.0,2.0,70.0,4.0,1.0,0.0,67.0,1095.88,1.0,0.0,0.0,0.0,0.0,1.7379636249456547,123133.0,0.123133,1231.33,1369.1838170877845,1380.4153842809528,1.5,193261.0,1.93261,193.261,4.0
48269,50.0,4.0,10.0,13.0,14.0,10.0,1.0,1.0,1.0,2.0,2.0,6.0,1.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,2.0,4.0,1.0,2.0,30.0,4.0,1.0,0.0,81.0,1095.88,1.0,0.0,3.5,0.0,0.0,1.7379636249456547,19998.0,0.019998,199.98,1369.1838170877845,1380.4153842809528,0.5,31388.0,0.31388,31.388,7.5
48270,50.0,4.0,10.0,13.0,14.0,10.0,2.0,1.0,1.0,2.0,2.0,6.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,4.0,1.0,2.0,40.0,4.0,1.0,0.0,95.0,1095.88,1.0,5.0,5.0,0.0,0.0,1.7379636249456547,35463.0,0.035463,354.63,1369.1838170877845,1380.4153842809528,1.0,55660.0,0.5566,55.66,14.0
48271,50.0,4.0,10.0,13.0,14.0,10.0,2.0,1.0,5.0,1.0,2.0,6.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,4.0,1.0,2.0,30.0,4.0,1.0,0.0,95.0,1095.88,1.0,10.0,10.0,0.0,0.0,1.7379636249456547,25771.0,0.025771,257.71,1369.1838170877845,1380.4153842809528,1.0,40448.0,0.40448,40.448,24.0
48272,50.0,4.0,10.0,13.0,14.0,10.0,1.0,1.0,4.0,1.0,1.0,6.0,1.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,4.0,1.0,2.0,100.0,4.0,1.0,0.0,109.0,1095.88,1.5,0.0,0.0,0.0,0.0,1.7379636249456547,511752.0,0.511752,5117.52,1369.1838170877845,1380.4153842809528,1.5,803208.0,8.03208,803.208,4.0
48273,50.0,4.0,10.0,13.0,14.0,10.0,1.0,1.0,1.0,3.0,2.0,6.0,1.0,2.0,2.0,3.0,3.0,1.0,1.0,1.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,4.0,1.0,2.0,20.0,4.0,1.0,0.0,123.0,1095.88,1.0,5.0,5.0,0.0,0.0,1.7379636249456547,8641.0,0.008641,86.41,1369.1838170877845,1380.4153842809528,0.5,13563.0,0.13563,13.563,14.0
48274,50.0,4.0,10.0,13.0,14.0,10.0,1.0,1.0,1.0,3.0,1.0,6.0,1.0,2.0,2.0,1.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,4.0,1.0,0.0,130.0,1095.88,1.5,0.0,0.0,0.0,0.0,1.7379636249456547,97804.0,0.097804,978.04,1369.1838170877845,1380.4153842809528,1.0,153506.0,1.53506,153.506,1.0
48275,50.0,4.0,10.0,13.0,14.0,10.0,1.0,1.0,1.0,2.0,2.0,6.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,4.0,1.0,2.0,70.0,4.0,1.0,0.0,137.0,1095.88,0.5,10.0,10.0,0.0,0.0,1.7379636249456547,44626.0,0.044626,446.26,1369.1838170877845,1380.4153842809528,0.5,70043.0,0.70043,70.043,24.0
48277,50.0,4.0,10.0,13.0,14.0,10.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,4.0,1.0,2.0,100.0,4.0,1.0,0.0,137.0,1095.88,1.5,0.0,0.0,0.0,0.0,1.7379636249456547,88503.0,0.088503,885.03,1369.1838170877845,1380.4153842809528,1.0,138907.0,1.38907,138.907,4.0
48282,50.0,4.0,10.0,13.0,25.0,2.0,1.0,1.0,1.0,6.0,2.0,6.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,20.0,4.0,1.0,0.0,4.0,990.67,0.63,3.0,3.0,0.0,0.0,1.7379636249456547,7110.0,0.00711,71.1,1369.1838170877845,1380.4153842809528,0.25,15176.0,0.15176,15.176,7.0
48285,50.0,4.0,10.0,13.0,25.0,2.0,1.0,1.0,1.0,3.0,2.0,6.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,50.0,4.0,1.0,0.0,10.0,990.67,1.05,0.0,0.0,0.0,0.0,1.7379636249456547,66886.0,0.066886,668.86,1369.1838170877845,1380.4153842809528,1.0,142772.0,1.42772,142.772,1.0
48287,50.0,4.0,10.0,13.0,25.0,2.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,7.0,1.0,0.0,10.0,990.67,1.05,0.0,0.0,0.0,0.0,1.7379636249456547,13696.0,0.013696,136.96,1369.1838170877845,1380.4153842809528,2.0,29235.0,0.29235,29.235,1.0
48290,50.0,4.0,10.0,13.0,25.0,2.0,1.0,1.0,1.0,4.0,2.0,6.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,30.0,7.0,1.0,0.0,16.0,990.67,0.63,2.0,2.0,0.0,0.0,1.7379636249456547,12799.0,0.012799,127.99,1369.1838170877845,1380.4153842809528,2.0,27320.0,0.2732,27.32,5.0
48305,50.0,4.0,10.0,13.0,25.0,2.0,1.0,1.0,2.0,1.0,2.0,6.0,1.0,2.0,2.0,2.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,20.0,4.0,1.0,0.0,28.0,990.67,0.63,3.0,3.0,0.0,0.0,1.7379636249456547,16199.0,0.016199,161.99,1369.1838170877845,1380.4153842809528,0.5,34578.0,0.34578,34.578,6.0
48312,50.0,4.0,10.0,13.0,25.0,2.0,1.0,1.0,2.0,1.0,2.0,6.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,80.0,4.0,1.0,0.0,40.0,990.67,0.84,0.0,0.0,0.0,0.0,1.7379636249456547,49211.0,0.049211,492.11,1369.1838170877845,1380.4153842809528,0.5,105043.0,1.05043,105.043,1.0
48327,50.0,4.0,10.0,13.0,25.0,2.0,1.0,1.0,1.0,2.0,2.0,6.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,60.0,4.0,1.0,0.0,76.0,990.67,0.84,3.0,3.0,0.0,0.0,1.7379636249456547,20946.0,0.020946,209.46,1369.1838170877845,1380.4153842809528,0.25,44711.0,0.44711,44.711,7.0
48332,50.0,4.0,10.0,13.0,25.0,2.0,1.0,1.0,1.0,4.0,2.0,6.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,50.0,4.0,1.0,0.0,88.0,990.67,0.75,5.0,5.0,0.0,0.0,1.7379636249456547,35842.0,0.035842,358.42,1369.1838170877845,1380.4153842809528,0.5,76507.0,0.76507,76.507,11.0
48334,50.0,4.0,10.0,13.0,25.0,2.0,1.0,1.0,1.0,5.0,2.0,6.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,3.0,1.0,1.0,2.0,50.0,7.0,1.0,0.0,88.0,990.67,0.63,2.0,2.0,0.0,0.0,1.7379636249456547,13816.0,0.013816,138.16,1369.1838170877845,1380.4153842809528,2.0,29490.0,0.2949,29.49,5.0
48338,50.0,4.0,10.0,13.0,25.0,2.0,1.0,1.0,2.0,2.0,2.0,6.0,1.0,2.0,2.0,3.0,2.0,1.0,4.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,60.0,4.0,1.0,0.0,88.0,990.67,0.25,3.0,3.0,0.0,0.0,1.7379636249456547,30029.0,0.030029,300.29,1369.1838170877845,1380.4153842809528,0.5,64099.0,0.64099,64.099,6.0
48340,50.0,4.0,10.0,13.0,25.0,2.0,1.0,1.0,2.0,3.0,2.0,6.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,0.0,1.0,1.0,55.0,4.0,1.0,0.0,88.0,990.67,2.1,6.0,6.0,0.0,0.0,1.7379636249456547,59265.0,0.059265,592.65,1369.1838170877845,1380.4153842809528,0.75,126504.0,1.26504,126.504,12.0
48353,50.0,4.0,10.0,13.0,25.0,2.0,1.0,1.0,4.0,1.0,2.0,6.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,3.0,0.0,1.0,2.0,30.0,4.0,1.0,0.0,100.0,990.67,0.63,3.0,3.0,0.0,0.0,1.7379636249456547,15390.0,0.01539,153.9,1369.1838170877845,1380.4153842809528,0.5,32851.0,0.32851,32.851,6.0
48357,50.0,4.0,10.0,13.0,25.0,2.0,1.0,1.0,1.0,4.0,2.0,6.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,30.0,7.0,1.0,0.0,112.0,990.67,0.42,0.0,0.0,0.0,0.0,1.7379636249456547,7753.0,0.007753,77.53,1369.1838170877845,1380.4153842809528,1.0,16549.0,0.16549,16.549,1.0
48366,50.0,4.0,10.0,13.0,25.0,2.0,2.0,1.0,1.0,2.0,2.0,6.0,1.0,2.0,2.0,2.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,20.0,4.0,1.0,0.0,118.0,990.67,1.05,0.0,0.0,0.0,0.0,1.7379636249456547,25255.0,0.025255,252.55,1369.1838170877845,1380.4153842809528,1.0,53908.0,0.53908,53.908,1.0
48389,50.0,4.0,10.0,13.0,34.0,1.0,1.0,1.0,1.0,8.0,2.0,6.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0,20.0,4.0,1.0,0.0,34.0,936.09,1.0,0.0,10.0,0.0,0.0,1.7379636249456547,58421.0,0.058421,584.21,1369.1838170877845,1380.4153842809528,2.25,57461.0,0.57461,57.461,10.0
48402,50.0,4.0,10.0,13.0,34.0,1.0,1.0,1.0,1.0,7.0,2.0,6.0,1.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,3.0,1.0,1.0,2.0,20.0,4.0,1.0,0.0,44.0,936.09,0.5,5.0,10.0,0.0,0.0,1.7379636249456547,34921.0,0.034921,349.21,1369.1838170877845,1380.4153842809528,1.25,34347.0,0.34347,34.347,16.0
48435,50.0,4.0,10.0,13.0,34.0,1.0,1.0,1.0,3.0,2.0,1.0,6.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,2.0,0.0,1.0,2.0,100.0,4.0,1.0,0.0,71.0,936.09,0.5,0.0,1.0,0.0,0.0,1.7379636249456547,67438.0,0.067438,674.38,1369.1838170877845,1380.4153842809528,0.5,66330.0,0.6633,66.33,1.0
