,REC$TYPE,Region,Zone,District,Farmers Association,Enumeration Area,Head sex,Holder id,Parcel,Field,Field type,CROP,Ownership type,Is field under Extension Program?,Is Field Irrigated?,How many times is the field ploughed,Orientation of the field,Is Field Prevented form Erosion,"If field Prevented form Erosion, common way of prevention",Do youprevent land Degradation,Method to prevent land degredation,Type of sowing,Seed / Seedling Type,Was crop damaged ?,Prevention/precaution measure taken?,Type of measure if any?,Is Fertilizer Used?,Type of fertilizer used if any?,Type of chemical fertilizer,"If natural fertilizer used, type",How often is temporary crop field used in Meher (main) season,What was the previous state of the field ?,Percent share of mixed crops,Respondent local area code,LANDUSE,Holder Condition,Household Id,Sampling weight,Quantity of indigenous seeds used,Quantity of UREA fertilizer used,Quantity of DAP fertilizer used,"Quantity of NPS fertilizer used,",Quantity of MIXED fertilizer used,Closure error,Area,Area in Hectare,Area in Square meter,Enumerator Area,Computed Area,Respondent local area,Production Condition,Production Of Condition quintal,Production Of Condition in Kg,Fertilizer Quantity
21945,50.0,3.0,5.0,5.0,13.0,5.0,1.0,1.0,13.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,8.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,4.0,1.0,2.0,100.0,3.0,1.0,0.0,36.0,799.62,2.41,0.0,0.0,0.0,0.0,1.38,45639.0,0.045639,456.39,426.17,426.17,3.0,46544.0,0.46544,46.544,4.0
21946,50.0,3.0,5.0,5.0,13.0,5.0,1.0,1.0,13.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,5.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,4.0,1.0,2.0,100.0,3.0,1.0,0.0,36.0,799.62,0.682,0.0,0.0,0.0,0.0,1.27,18824.0,0.018824,188.24,175.78,175.78,2.0,19197.0,0.19197,19.197,4.0
21951,50.0,3.0,5.0,5.0,13.0,5.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,8.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,4.0,1.0,2.0,100.0,3.0,1.0,0.0,42.0,799.62,1.08,0.0,0.0,0.0,0.0,0.39,38989.0,0.038989,389.89,364.08,364.08,3.0,39762.0,0.39762,39.762,4.0
21953,50.0,3.0,5.0,5.0,13.0,5.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,8.0,1.0,7.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,2.0,1.0,0.0,42.0,799.62,12.365,0.0,0.0,0.0,0.0,0.37,152719.0,0.152719,1527.19,1426.08,1426.08,0.5,155745.0,1.55745,155.745,0.0
21954,50.0,3.0,5.0,5.0,13.0,5.0,1.0,1.0,9.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,8.0,1.0,7.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,2.0,1.0,0.0,42.0,799.62,10.91,0.0,0.0,0.0,0.0,0.84,143990.0,0.14399,1439.9,1344.57,1344.57,0.5,146843.0,1.46843,146.843,0.0
21955,50.0,3.0,5.0,5.0,13.0,5.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,7.0,4.0,1.0,2.0,100.0,2.0,1.0,0.0,47.0,799.62,11.7,2.8,0.0,0.0,25.0,1.84,133846.0,0.133846,1338.46,1249.85,1249.85,0.5,136499.0,1.36499,136.499,31.8
21961,50.0,3.0,5.0,5.0,13.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,6.0,0.0,1.0,7.0,100.0,2.0,1.0,0.0,52.0,799.62,20.42,0.0,0.0,0.0,27.345,1.39,282265.0,0.282265,2822.65,2635.77,2635.77,1.0,287858.0,2.87858,287.858,27.345
21962,50.0,3.0,5.0,5.0,13.0,5.0,1.0,1.0,4.0,2.0,1.0,1.0,3.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,6.0,0.0,1.0,1.0,100.0,2.0,1.0,0.0,52.0,799.62,8.43,0.0,0.0,0.0,16.445,0.7,104070.0,0.10407,1040.7,971.8,971.8,0.33,106133.0,1.06133,106.133,16.445
21963,50.0,3.0,5.0,5.0,13.0,5.0,1.0,1.0,4.0,3.0,1.0,1.0,3.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,6.0,0.0,1.0,1.0,100.0,3.0,1.0,0.0,52.0,799.62,3.55,0.0,0.0,0.0,6.21,0.87,37331.0,0.037331,373.31,348.59,348.59,3.0,38071.0,0.38071,38.071,6.21
21965,50.0,3.0,5.0,5.0,13.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,8.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,2.0,100.0,3.0,1.0,0.0,57.0,799.62,0.612,0.0,0.0,0.0,0.0,2.27,15778.0,0.015778,157.78,147.33,147.33,2.0,16090.0,0.1609,16.09,2.0
21967,50.0,3.0,5.0,5.0,13.0,5.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,4.0,1.0,1.0,100.0,3.0,1.0,0.0,63.0,799.62,4.32,0.0,0.0,0.0,0.0,1.49,69284.0,0.069284,692.84,646.89,646.97,6.0,70657.0,0.70657,70.657,4.0
21968,50.0,3.0,5.0,5.0,13.0,5.0,2.0,1.0,6.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,8.0,1.0,7.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,7.0,0.0,1.0,2.0,100.0,2.0,1.0,0.0,63.0,799.62,19.44,4.29,0.0,0.0,7.55,1.73,174919.0,0.174919,1749.19,1633.38,1633.38,0.37,178385.0,1.78385,178.385,11.84
21970,50.0,3.0,5.0,5.0,13.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,7.0,4.0,1.0,2.0,100.0,3.0,1.0,0.0,69.0,799.62,3.3,2.18,0.0,0.0,1.65,3.71,79111.0,0.079111,791.11,767.84,738.73,18.0,80678.0,0.80678,80.678,7.83
21972,50.0,3.0,5.0,5.0,13.0,5.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,100.0,2.0,1.0,0.0,74.0,799.62,7.56,0.0,0.0,0.0,0.0,0.52,131254.0,0.131254,1312.54,1250.93,1225.64,0.5,133854.0,1.33854,133.854,1.0
21973,50.0,3.0,5.0,5.0,13.0,5.0,2.0,1.0,1.0,7.0,1.0,1.0,1.0,2.0,2.0,5.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,100.0,3.0,1.0,0.0,74.0,799.62,3.24,0.0,0.0,0.0,0.0,1.69,41249.0,0.041249,412.49,385.18,385.18,5.0,42066.0,0.42066,42.066,1.0
21974,50.0,3.0,5.0,5.0,13.0,5.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,8.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,0.0,1.0,2.0,100.0,3.0,1.0,0.0,79.0,799.62,1.1,0.75,0.0,0.0,0.8,1.21,17140.0,0.01714,171.4,160.05,160.05,1.5,17479.0,0.17479,17.479,1.55
21975,50.0,3.0,5.0,5.0,13.0,5.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,7.0,4.0,1.0,2.0,100.0,3.0,1.0,0.0,79.0,799.62,2.2,1.53,0.0,0.0,1.61,2.22,27930.0,0.02793,279.3,260.81,260.81,2.0,28483.0,0.28483,28.483,7.140000000000001
21980,50.0,3.0,5.0,5.0,13.0,5.0,1.0,1.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,0.0,1.0,1.0,100.0,2.0,1.0,0.0,84.0,799.62,24.1,8.113,0.0,0.0,16.52,1.31,130198.0,0.130198,1301.98,1215.78,1215.78,0.5,132778.0,1.32778,132.778,24.633
21981,50.0,3.0,5.0,5.0,13.0,5.0,1.0,1.0,4.0,1.0,1.0,1.0,3.0,1.0,2.0,3.0,1.0,1.0,1.0,1.0,7.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,7.0,0.0,1.0,2.0,100.0,3.0,1.0,0.0,89.0,799.62,3.3,1.54,0.0,0.0,3.1,1.54,32994.0,0.032994,329.94,308.1,308.1,4.0,33649.0,0.33649,33.649,4.640000000000001
21982,50.0,3.0,5.0,5.0,13.0,5.0,1.0,1.0,4.0,2.0,1.0,1.0,3.0,2.0,2.0,3.0,2.0,1.0,1.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,0.0,1.0,2.0,100.0,3.0,1.0,0.0,89.0,799.62,2.2,1.54,0.0,0.0,3.2,0.81,21893.0,0.021893,218.93,201.88,204.44,2.0,22327.0,0.22327,22.327,4.74
21983,50.0,3.0,5.0,5.0,13.0,5.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,2.0,1.0,8.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,4.0,1.0,2.0,100.0,3.0,1.0,0.0,94.0,799.62,4.32,0.0,0.0,0.0,0.0,3.77,42193.0,0.042193,421.93,394.0,394.0,4.0,43029.0,0.43029,43.029,4.0
21985,50.0,3.0,5.0,5.0,13.0,5.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,8.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,0.0,1.0,1.0,100.0,2.0,1.0,0.0,94.0,799.62,15.12,7.15,0.0,0.0,7.55,1.18,107416.0,0.107416,1074.16,1003.04,1003.04,0.33,109544.0,1.09544,109.544,14.7
21986,50.0,3.0,5.0,5.0,13.0,5.0,2.0,1.0,8.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,8.0,1.0,7.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,0.0,1.0,2.0,100.0,2.0,1.0,0.0,94.0,799.62,12.96,14.0,0.0,0.0,13.715,1.71,170410.0,0.17041,1704.1,1522.71,1591.28,0.67,173787.0,1.73787,173.787,27.715
21990,50.0,3.0,5.0,5.0,13.0,5.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,7.0,2.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,0.0,1.0,2.0,100.0,2.0,1.0,0.0,99.0,799.62,31.0,21.4,0.0,0.0,7.75,0.73,325587.0,0.325587,3255.87,3040.31,3040.31,1.0,332037.0,3.32037,332.037,29.15
21991,50.0,3.0,5.0,6.0,10.0,8.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,2.0,1.0,0.0,2.0,736.79,6.0,0.0,0.0,0.0,0.0,0.32,55020.0,0.05502,550.2,505.54,513.77,0.5,102546.0,1.02546,102.546,1.0
21992,50.0,3.0,5.0,6.0,10.0,8.0,1.0,1.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,4.0,1.0,2.0,100.0,2.0,1.0,0.0,6.0,736.79,6.0,0.0,0.0,0.0,0.0,2.96,48609.0,0.048609,486.09,441.62,453.91,0.75,90598.0,0.90598,90.598,4.0
21993,50.0,3.0,5.0,6.0,10.0,8.0,1.0,1.0,1.0,10.0,1.0,1.0,3.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,4.0,1.0,2.0,100.0,2.0,1.0,0.0,6.0,736.79,13.725,0.0,0.0,0.0,0.0,1.08,187862.0,0.187862,1878.62,1729.53,1754.24,1.02,350137.0,3.50137,350.137,4.0
21999,50.0,3.0,5.0,6.0,10.0,8.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,2.0,1.0,0.0,10.0,736.79,17.0,0.0,0.0,0.0,0.0,0.43,124314.0,0.124314,1243.14,1369.1838170877845,1160.84,1.0,231696.0,2.31696,231.696,1.0
22009,50.0,3.0,5.0,6.0,10.0,8.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,4.0,1.0,2.0,100.0,3.0,1.0,0.0,14.0,736.79,3.66,0.0,0.0,0.0,0.0,1.26,63693.0,0.063693,636.93,555.25,594.76,7.0,118712.0,1.18712,118.712,4.0
22010,50.0,3.0,5.0,6.0,10.0,8.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,4.0,1.0,2.0,100.0,2.0,1.0,0.0,14.0,736.79,18.3,0.0,0.0,0.0,0.0,1.64,177282.0,0.177282,1772.82,1629.41,1629.41,1.25,330418.0,3.30418,330.418,4.0
22011,50.0,3.0,5.0,6.0,10.0,8.0,1.0,2.0,1.0,4.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,4.0,1.0,2.0,100.0,3.0,1.0,0.0,14.0,736.79,3.66,0.0,0.0,0.0,0.0,0.67,64482.0,0.064482,644.82,575.37,602.13,3.0,120182.0,1.20182,120.182,4.0
22015,50.0,3.0,5.0,6.0,10.0,8.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,2.0,1.0,0.0,18.0,736.79,16.0,0.0,0.0,0.0,0.0,1.34,186750.0,0.18675,1867.5,1598.08,1743.86,1.0,348064.0,3.48064,348.064,0.0
22016,50.0,3.0,5.0,6.0,10.0,8.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,2.0,1.0,0.0,18.0,736.79,15.0,0.0,0.0,0.0,0.0,1.7,128039.0,0.128039,1280.39,1188.68,1195.62,1.0,238638.0,2.38638,238.638,0.0
22017,50.0,3.0,5.0,6.0,10.0,8.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,2.0,1.0,0.0,18.0,736.79,8.0,0.0,0.0,0.0,0.0,1.29,35840.0,0.03584,358.4,334.67,334.67,0.5,66798.0,0.66798,66.798,0.0
22018,50.0,3.0,5.0,6.0,10.0,8.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,2.0,1.0,0.0,18.0,736.79,18.0,0.0,0.0,0.0,0.0,0.65,26609.0,0.026609,266.09,248.47,248.47,0.25,49595.0,0.49595,49.595,0.0
22019,50.0,3.0,5.0,6.0,10.0,8.0,1.0,1.0,1.0,9.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,2.0,1.0,0.0,18.0,736.79,13.0,0.0,0.0,0.0,0.0,2.52,107944.0,0.107944,1079.44,1369.1838170877845,1007.97,1.0,201186.0,2.01186,201.186,0.0
22020,50.0,3.0,5.0,6.0,10.0,8.0,1.0,1.0,1.0,19.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,2.0,1.0,0.0,18.0,736.79,4.0,0.0,0.0,0.0,0.0,1.69,34103.0,0.034103,341.03,316.29,318.45,0.5,63561.0,0.63561,63.561,0.0
22021,50.0,3.0,5.0,6.0,10.0,8.0,1.0,1.0,1.0,22.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,2.0,1.0,0.0,18.0,736.79,6.0,0.0,0.0,0.0,0.0,1.39,32298.0,0.032298,322.98,301.6,301.6,0.25,60197.0,0.60197,60.197,0.0
22026,50.0,3.0,5.0,6.0,10.0,8.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,3.0,1.0,0.0,22.0,736.79,10.0,0.0,0.0,0.0,0.0,3.29,16212.0,0.016212,162.12,1369.1838170877845,151.39,2.0,30216.0,0.30216,30.216,0.0
22031,50.0,3.0,5.0,6.0,10.0,8.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,2.0,1.0,0.0,26.0,736.79,8.0,0.0,0.0,0.0,0.0,1.62,62853.0,0.062853,628.53,594.15,586.92,0.5,117145.0,1.17145,117.145,0.0
22033,50.0,3.0,5.0,6.0,10.0,8.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,3.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,2.0,100.0,2.0,1.0,0.0,26.0,736.79,6.0,0.0,0.0,0.0,0.0,1.19,17663.0,0.017663,176.63,164.94,164.94,0.25,32921.0,0.32921,32.921,2.0
22036,50.0,3.0,5.0,6.0,10.0,8.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,2.0,100.0,2.0,1.0,0.0,30.0,736.79,13.725,23.6,0.0,0.0,0.0,1.74,173187.0,0.173187,1731.87,1369.1838170877845,1617.21,1.02,322785.0,3.22785,322.785,24.6
22039,50.0,3.0,5.0,6.0,10.0,8.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,4.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,0.0,1.0,2.0,100.0,2.0,1.0,0.0,34.0,736.79,6.0,1.5,0.0,0.0,1.5,0.69,35265.0,0.035265,352.65,329.3,329.3,0.5,65727.0,0.65727,65.727,3.0
22045,50.0,3.0,5.0,6.0,10.0,8.0,1.0,1.0,1.0,7.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,4.0,1.0,2.0,100.0,2.0,1.0,0.0,38.0,736.79,13.725,0.0,0.0,0.0,0.0,1.71,90666.0,0.090666,906.66,782.94,846.63,0.95,168983.0,1.68983,168.983,4.0
22051,50.0,3.0,5.0,6.0,10.0,8.0,2.0,1.0,5.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,2.0,1.0,0.0,50.0,736.79,5.0,0.0,0.0,0.0,0.0,0.71,31351.0,0.031351,313.51,289.28,292.75,0.5,58432.0,0.58432,58.432,0.0
22055,50.0,3.0,5.0,6.0,10.0,8.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,2.0,1.0,0.0,58.0,736.79,12.0,0.0,0.0,0.0,0.0,0.31,118666.0,0.118666,1186.66,1108.1,1108.1,1.0,221170.0,2.2117,221.17,1.0
22057,50.0,3.0,5.0,6.0,10.0,8.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,2.0,1.0,0.0,58.0,736.79,11.0,0.0,0.0,0.0,0.0,0.54,110211.0,0.110211,1102.11,1029.14,1029.14,1.0,205412.0,2.05412,205.412,0.0
22060,50.0,3.0,5.0,6.0,10.0,8.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,3.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,2.0,1.0,0.0,62.0,736.79,13.725,0.0,0.0,0.0,0.0,0.77,129643.0,0.129643,1296.43,1173.78,1210.6,1.05,241629.0,2.41629,241.629,0.0
22068,50.0,3.0,5.0,6.0,10.0,8.0,1.0,1.0,1.0,6.0,1.0,1.0,1.0,1.0,2.0,3.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,2.0,100.0,2.0,1.0,0.0,66.0,736.79,9.0,0.0,0.0,0.0,0.0,1.56,168586.0,0.168586,1685.86,1582.13,1574.25,1.0,314210.0,3.1421,314.21,2.0
22071,50.0,3.0,5.0,6.0,10.0,8.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,3.0,1.0,1.0,4.0,2.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,1.0,100.0,2.0,1.0,0.0,66.0,736.79,13.0,0.0,0.0,0.0,0.0,0.92,92085.0,0.092085,920.85,808.99,859.88,0.5,171628.0,1.71628,171.628,0.0
22078,50.0,3.0,5.0,6.0,10.0,8.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,1.0,2.0,100.0,2.0,1.0,0.0,74.0,736.79,18.0,0.0,0.0,0.0,0.0,0.28,114223.0,0.114223,1142.23,1066.61,1066.61,1.0,212888.0,2.12888,212.888,1.0
22103,50.0,3.0,5.0,7.0,9.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,2.0,4.0,3.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,7.0,1.0,1.0,2.0,100.0,5.0,1.0,0.0,46.0,787.59,6.6,10.5,0.0,0.0,6.0,1.03,52815.0,0.052815,528.15,493.18,493.18,0.25,86364.0,0.86364,86.364,17.5
22106,50.0,3.0,5.0,7.0,9.0,6.0,1.0,1.0,2.0,4.0,1.0,1.0,3.0,2.0,2.0,4.0,3.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,7.0,1.0,1.0,2.0,100.0,6.0,1.0,0.0,46.0,787.59,2.2,7.0,0.0,0.0,3.0,2.4,14507.0,0.014507,145.07,135.47,135.47,1.0,23723.0,0.23723,23.723,11.0
22118,50.0,3.0,5.0,7.0,9.0,6.0,1.0,1.0,1.0,8.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,100.0,6.0,1.0,0.0,70.0,787.59,2.2,2.5,0.0,0.0,0.0,0.74,79152.0,0.079152,791.52,739.12,739.12,1.0,129430.0,1.2943,129.43,2.5
22122,50.0,3.0,5.0,7.0,9.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,0.0,1.0,2.0,100.0,5.0,1.0,0.0,76.0,787.59,10.12,9.32,0.0,0.0,5.28,1.2,48202.0,0.048202,482.02,450.11,450.11,0.25,78821.0,0.78821,78.821,14.600000000000001
22123,50.0,3.0,5.0,7.0,9.0,6.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,7.0,0.0,1.0,2.0,100.0,6.0,1.0,0.0,76.0,787.59,5.06,4.2,0.0,0.0,1.2,2.26,15797.0,0.015797,157.97,147.51,147.51,1.0,25831.0,0.25831,25.831,5.4
22127,50.0,3.0,5.0,7.0,9.0,6.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,0.0,1.0,2.0,100.0,5.0,1.0,0.0,82.0,787.59,3.3,0.0,0.0,0.0,0.0,1.96,38128.0,0.038128,381.28,356.04,356.04,0.25,62348.0,0.62348,62.348,0.0
22130,50.0,3.0,5.0,7.0,9.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,4.0,3.0,1.0,4.0,1.0,3.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,2.0,1.0,2.0,100.0,5.0,1.0,0.0,88.0,787.59,7.07,0.0,0.0,0.0,0.0,0.77,93994.0,0.093994,939.94,877.44,877.71,0.5,153700.0,1.537,153.7,2.0
22134,50.0,3.0,5.0,7.0,9.0,6.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,4.0,2.0,1.0,1.0,1.0,6.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,0.0,1.0,2.0,100.0,5.0,1.0,0.0,94.0,787.59,6.6,7.5,0.0,0.0,0.0,1.61,57695.0,0.057695,576.95,538.75,538.75,0.25,94343.0,0.94343,94.343,7.5
22144,50.0,3.0,5.0,7.0,9.0,6.0,1.0,1.0,1.0,10.0,1.0,1.0,1.0,1.0,2.0,4.0,1.0,1.0,1.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,1.0,3.0,5.0,2.0,1.0,2.0,100.0,6.0,1.0,0.0,106.0,787.59,6.6,5.0,0.0,20.0,0.0,0.6,50580.0,0.05058,505.8,472.31,472.31,2.0,82709.0,0.82709,82.709,27.0
