,Region,Zone,District,Farmers Association,Enumeration Area,Head sex,Holder id,Parcel,Field,Field Type,CROP,Ownership,Is field under Extension Program?,Is Field Irrigated?,Is Field Prevented form Erosion,Common way of prevention,Seed / Seedling Type,Was crop damaged?,Prevension/precaution measure taken?,Type of measure,Is Fertilizer Used?,Type of fertilizer used if any?,How often is temporary crop field used  in  Meher (main) season?,What was the previous state of the field?,LANDUSE,Household Id,Sampling Weight,Quantity of indigenous seeds used,Quantity of chemical fertilizer used,Area in Square meter,Production Of Condition in Kg,Fertilizer Quantity
76615,4.0,10.0,3.0,27.0,3.0,1.0,1.0,1.0,6.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,121.0,649.65,4.8,0.0,464.15999999999997,95.15,0.0
76617,4.0,10.0,3.0,27.0,3.0,1.0,1.0,1.0,7.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,121.0,649.65,4.8,0.0,569.51,116.75,0.0
76620,4.0,10.0,3.0,27.0,3.0,1.0,1.0,1.0,2.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,131.0,649.65,3.84,0.0,563.97,115.60999999999999,0.0
76622,4.0,10.0,3.0,27.0,3.0,1.0,1.0,1.0,4.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,131.0,649.65,5.76,0.0,562.9,115.39999999999999,0.0
76626,4.0,10.0,3.0,27.0,3.0,1.0,1.0,2.0,3.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,136.0,649.65,3.84,0.0,677.63,138.91,0.0
76627,4.0,10.0,3.0,27.0,3.0,1.0,1.0,2.0,5.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,136.0,649.65,4.8,0.0,453.3,92.93,0.0
76628,4.0,10.0,3.0,27.0,3.0,1.0,1.0,2.0,7.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,136.0,649.65,3.84,0.0,584.28,119.78,0.0
76629,4.0,10.0,3.0,27.0,3.0,1.0,1.0,2.0,9.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,136.0,649.65,4.8,0.0,636.36,130.45,0.0
76630,4.0,10.0,3.0,27.0,3.0,1.0,1.0,2.0,10.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,136.0,649.65,4.8,0.0,375.82,77.03999999999999,0.0
76631,4.0,10.0,3.0,27.0,3.0,1.0,1.0,3.0,3.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,136.0,649.65,3.84,0.0,642.17,131.65,0.0
76632,4.0,10.0,3.0,27.0,3.0,1.0,1.0,3.0,5.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,136.0,649.65,4.8,0.0,430.07,88.16000000000001,0.0
76634,4.0,10.0,3.0,27.0,3.0,1.0,1.0,1.0,3.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,146.0,649.65,3.84,0.0,277.24,56.830000000000005,0.0
76635,4.0,10.0,3.0,27.0,3.0,1.0,1.0,1.0,5.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,146.0,649.65,4.8,0.0,257.42,52.769999999999996,0.0
76636,4.0,10.0,3.0,27.0,3.0,1.0,1.0,1.0,7.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,146.0,649.65,5.76,0.0,536.99,110.08,0.0
76637,4.0,10.0,3.0,27.0,3.0,1.0,1.0,2.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,146.0,649.65,4.8,0.0,299.19,61.33,0.0
76638,4.0,10.0,3.0,27.0,3.0,1.0,1.0,2.0,2.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,146.0,649.65,4.8,0.0,626.93,128.51999999999998,0.0
76640,4.0,10.0,3.0,28.0,3.0,1.0,1.0,3.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,571.72,3.84,0.0,1346.0,188.44,0.0
76641,4.0,10.0,3.0,28.0,3.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,15.0,571.72,9.6,7.765,1373.89,192.35,7.765
76642,4.0,10.0,3.0,28.0,3.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,21.0,571.72,3.84,0.0,961.4499999999999,134.60000000000002,0.0
76643,4.0,10.0,3.0,28.0,3.0,1.0,1.0,3.0,2.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,21.0,571.72,7.68,38.823,2501.63,350.23,38.823
76644,4.0,10.0,3.0,28.0,3.0,1.0,1.0,3.0,3.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,21.0,571.72,4.8,7.765,1945.4199999999998,272.35999999999996,7.765
76646,4.0,10.0,3.0,28.0,3.0,1.0,1.0,3.0,2.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,39.0,571.72,19.2,3.882,2119.98,296.8,3.882
76647,4.0,10.0,3.0,28.0,3.0,1.0,1.0,4.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,39.0,571.72,3.84,0.0,692.62,96.97,0.0
76648,4.0,10.0,3.0,28.0,3.0,1.0,1.0,4.0,3.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,39.0,571.72,0.96,0.0,342.08000000000004,47.89,0.0
76649,4.0,10.0,3.0,28.0,3.0,1.0,1.0,5.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,39.0,571.72,1.92,0.0,616.6,86.32,0.0
76650,4.0,10.0,3.0,28.0,3.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,51.0,571.72,9.6,0.0,2058.15,288.14000000000004,0.0
76651,4.0,10.0,3.0,28.0,3.0,1.0,1.0,3.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,51.0,571.72,4.8,0.0,549.0,76.86,0.0
76652,4.0,10.0,3.0,28.0,3.0,2.0,1.0,2.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,57.0,571.72,2.88,19.411,997.7700000000001,139.69,19.411
76653,4.0,10.0,3.0,28.0,3.0,1.0,1.0,2.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,69.0,571.72,1.92,0.0,563.8,78.93,0.0
76654,4.0,10.0,3.0,28.0,3.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,69.0,571.72,1.92,0.0,634.88,88.88000000000001,0.0
76655,4.0,10.0,3.0,28.0,3.0,1.0,1.0,4.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,69.0,571.72,2.88,0.0,1039.02,145.45999999999998,0.0
76656,4.0,10.0,3.0,28.0,3.0,1.0,1.0,5.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,69.0,571.72,1.92,0.0,792.26,110.92,0.0
76657,4.0,10.0,3.0,28.0,3.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,76.0,571.72,4.8,0.0,1491.8799999999999,208.86,0.0
76658,4.0,10.0,3.0,28.0,3.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,76.0,571.72,5.76,0.0,2985.75,418.01000000000005,0.0
76659,4.0,10.0,3.0,28.0,3.0,1.0,1.0,5.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,76.0,571.72,8.64,0.0,2232.66,312.57,0.0
76660,4.0,10.0,3.0,28.0,3.0,2.0,1.0,1.0,2.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,87.0,571.72,9.6,3.882,2331.29,326.38,3.882
76661,4.0,10.0,3.0,28.0,3.0,2.0,1.0,3.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,87.0,571.72,2.88,0.0,353.47999999999996,49.49,0.0
76662,4.0,10.0,3.0,28.0,3.0,2.0,1.0,4.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,87.0,571.72,5.76,0.0,1514.08,211.97,0.0
76663,4.0,10.0,3.0,28.0,3.0,1.0,1.0,1.0,3.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,93.0,571.72,3.84,2.329,618.01,86.52,2.329
76664,4.0,10.0,3.0,28.0,3.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,93.0,571.72,19.2,7.765,4650.28,651.04,7.765
76666,4.0,10.0,3.0,28.0,3.0,1.0,1.0,2.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,105.0,571.72,2.88,1.553,1350.5700000000002,189.08,1.553
76670,4.0,10.0,3.0,28.0,3.0,1.0,1.0,2.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,112.0,571.72,9.6,38.823,2075.0,290.5,38.823
76673,4.0,10.0,3.0,28.0,3.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,124.0,571.72,19.2,31.058,3135.8599999999997,439.02,31.058
76677,4.0,10.0,3.0,28.0,3.0,1.0,1.0,2.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,148.0,571.72,9.6,7.765,2705.22,378.73,7.765
76678,4.0,10.0,3.0,28.0,3.0,1.0,1.0,2.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,160.0,571.72,9.6,3.106,1899.74,265.96000000000004,3.106
76679,4.0,10.0,3.0,28.0,3.0,1.0,1.0,3.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,3.0,1.0,2.0,1.0,166.0,571.72,24.0,21.741,4126.59,577.7199999999999,21.741
76682,4.0,10.0,4.0,9.0,3.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,3.0,617.23,6.8,0.0,4065.45,333.37,0.0
76683,4.0,10.0,4.0,9.0,3.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,3.0,617.23,5.88,0.0,2298.78,188.5,0.0
76684,4.0,10.0,4.0,9.0,3.0,1.0,1.0,2.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,21.0,617.23,3.92,3.882,1160.23,95.14,3.882
76685,4.0,10.0,4.0,9.0,3.0,1.0,1.0,2.0,2.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,21.0,617.23,0.15,0.0,132.06,10.83,0.0
76686,4.0,10.0,4.0,9.0,3.0,1.0,1.0,2.0,13.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,21.0,617.23,4.9,0.0,2811.14,230.51,0.0
76688,4.0,10.0,4.0,9.0,3.0,1.0,1.0,2.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,48.0,617.23,0.98,0.0,205.49,16.85,0.0
76689,4.0,10.0,4.0,9.0,3.0,1.0,1.0,2.0,4.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,48.0,617.23,0.98,0.0,1161.04,95.21,0.0
76690,4.0,10.0,4.0,9.0,3.0,1.0,1.0,2.0,5.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,48.0,617.23,2.7,2.329,311.85,25.569999999999997,2.329
76691,4.0,10.0,4.0,9.0,3.0,1.0,1.0,2.0,6.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,48.0,617.23,4.0,0.0,2215.34,181.66,0.0
76692,4.0,10.0,4.0,9.0,3.0,1.0,1.0,2.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,75.0,617.23,11.6,0.0,4217.28,345.82,0.0
76694,4.0,10.0,4.0,9.0,3.0,2.0,1.0,1.0,2.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,84.0,617.23,2.5,0.0,313.59999999999997,25.72,0.0
76695,4.0,10.0,4.0,9.0,3.0,2.0,1.0,1.0,3.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,84.0,617.23,1.96,0.0,175.82,14.42,0.0
76696,4.0,10.0,4.0,9.0,3.0,2.0,1.0,1.0,4.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,84.0,617.23,2.96,0.0,550.85,45.17,0.0
76697,4.0,10.0,4.0,9.0,3.0,2.0,1.0,2.0,2.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,84.0,617.23,0.49,0.0,202.82999999999998,16.63,0.0
76699,4.0,10.0,4.0,9.0,3.0,2.0,1.0,2.0,5.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,84.0,617.23,0.25,0.0,46.91,3.85,0.0
76700,4.0,10.0,4.0,9.0,3.0,2.0,1.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,1.0,84.0,617.23,8.82,3.882,3696.02,303.07,3.882
76701,4.0,10.0,4.0,9.0,3.0,2.0,1.0,2.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,102.0,617.23,3.92,0.0,1221.79,100.19,0.0
76702,4.0,10.0,4.0,9.0,3.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,111.0,617.23,6.0,0.0,5445.28,446.51,0.0
76703,4.0,10.0,4.0,9.0,3.0,1.0,1.0,3.0,2.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,111.0,617.23,3.92,0.0,1768.8200000000002,145.04,0.0
76706,4.0,10.0,4.0,9.0,3.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,129.0,617.23,3.92,0.0,2256.2599999999998,185.01000000000002,0.0
76708,4.0,10.0,4.0,9.0,3.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,138.0,617.23,7.0,0.0,4460.2300000000005,365.74,0.0
76709,4.0,10.0,4.0,9.0,3.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,165.0,617.23,6.5,0.0,4093.54,335.67,0.0
76710,4.0,10.0,4.0,9.0,3.0,1.0,1.0,3.0,2.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,165.0,617.23,0.49,0.0,405.65,33.26,0.0
76711,4.0,10.0,4.0,9.0,3.0,1.0,1.0,4.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,165.0,617.23,4.9,0.0,1817.4,149.03,0.0
76712,4.0,10.0,4.0,9.0,3.0,1.0,1.0,4.0,2.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,165.0,617.23,2.94,0.0,2793.56,229.07000000000002,0.0
76713,4.0,10.0,4.0,9.0,3.0,1.0,1.0,2.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,192.0,617.23,5.88,0.0,4893.61,401.28000000000003,0.0
76714,4.0,10.0,4.0,9.0,3.0,1.0,1.0,2.0,2.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,192.0,617.23,3.92,0.0,828.85,67.97,0.0
76716,4.0,10.0,4.0,9.0,3.0,1.0,1.0,2.0,2.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,210.0,617.23,9.8,0.0,1607.62,131.83,0.0
76718,4.0,10.0,4.0,9.0,3.0,1.0,1.0,2.0,2.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,219.0,617.23,4.0,0.0,788.04,64.62,0.0
76719,4.0,10.0,4.0,9.0,3.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,247.0,617.23,10.0,0.0,5737.900000000001,470.51,0.0
76722,4.0,10.0,4.0,9.0,3.0,2.0,1.0,1.0,2.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,265.0,617.23,0.98,0.0,142.42,11.68,0.0
76723,4.0,10.0,4.0,9.0,3.0,2.0,1.0,2.0,1.0,1.0,6.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,265.0,617.23,2.94,0.0,1710.05,140.22,0.0
76724,4.0,10.0,5.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,617.99,4.0,0.0,3016.03,567.01,0.0
76725,4.0,10.0,5.0,4.0,3.0,1.0,1.0,2.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,617.99,5.0,0.0,682.76,128.36,0.0
76726,4.0,10.0,5.0,4.0,3.0,1.0,1.0,3.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,617.99,5.0,0.0,765.79,143.97,0.0
76727,4.0,10.0,5.0,4.0,3.0,1.0,1.0,4.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,4.0,617.99,5.0,0.0,1002.36,188.44,0.0
76728,4.0,10.0,5.0,4.0,3.0,1.0,1.0,4.0,2.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,4.0,617.99,1.0,0.0,243.79000000000002,45.83,0.0
76730,4.0,10.0,5.0,4.0,3.0,2.0,1.0,1.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,14.0,617.99,6.0,0.0,4220.24,793.41,0.0
76731,4.0,10.0,5.0,4.0,3.0,2.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,14.0,617.99,4.0,0.0,1604.6299999999999,301.67,0.0
76733,4.0,10.0,5.0,4.0,3.0,1.0,1.0,3.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,19.0,617.99,10.0,0.0,3207.94,603.09,0.0
76734,4.0,10.0,5.0,4.0,3.0,1.0,1.0,4.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,19.0,617.99,5.0,0.0,2544.9100000000003,478.44,0.0
76735,4.0,10.0,5.0,4.0,3.0,1.0,9.0,1.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,3.0,1.0,29.0,617.99,2.0,0.0,1311.0900000000001,246.49,0.0
76736,4.0,10.0,5.0,4.0,3.0,1.0,9.0,2.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,29.0,617.99,2.0,0.0,857.61,161.23000000000002,0.0
76737,4.0,10.0,5.0,4.0,3.0,1.0,9.0,3.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,29.0,617.99,3.0,0.0,959.3599999999999,180.36,0.0
76739,4.0,10.0,5.0,4.0,3.0,1.0,9.0,3.0,3.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,29.0,617.99,2.0,0.0,143.73,27.02,0.0
76741,4.0,10.0,5.0,4.0,3.0,1.0,1.0,2.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,34.0,617.99,6.0,0.0,1643.26,308.93,0.0
76742,4.0,10.0,5.0,4.0,3.0,1.0,1.0,3.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,34.0,617.99,5.0,0.0,63.309999999999995,11.899999999999999,0.0
76743,4.0,10.0,5.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,44.0,617.99,10.0,0.0,4200.64,789.72,0.0
76744,4.0,10.0,5.0,4.0,3.0,1.0,1.0,2.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,44.0,617.99,5.0,0.0,1459.9599999999998,274.46999999999997,0.0
76747,4.0,10.0,5.0,4.0,3.0,1.0,1.0,2.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,49.0,617.99,4.0,0.0,787.1400000000001,147.98,0.0
76748,4.0,10.0,5.0,4.0,3.0,1.0,1.0,3.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,49.0,617.99,4.0,0.0,2021.0,379.95,0.0
76751,4.0,10.0,5.0,4.0,3.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,59.0,617.99,5.0,0.0,1314.83,247.19000000000003,0.0
76752,4.0,10.0,5.0,4.0,3.0,1.0,1.0,2.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,59.0,617.99,7.0,0.0,3249.2799999999997,610.87,0.0
76754,4.0,10.0,5.0,4.0,3.0,1.0,1.0,4.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,59.0,617.99,5.0,0.0,1251.37,235.26,0.0
76756,4.0,10.0,5.0,4.0,3.0,1.0,1.0,1.0,2.0,2.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,1.0,64.0,617.99,11.0,0.0,941.77,177.04999999999998,0.0
76759,4.0,10.0,5.0,4.0,3.0,1.0,1.0,3.0,1.0,2.0,6.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,64.0,617.99,20.0,0.0,2272.38,427.21,0.0
