,REC$TYPE,Region,Zone,District,Farmers Association,Enumeration Area,Head sex,Holder id,Parcel,Field,Field Type,CROP,Ownership,Is field under Extension Program?,Is Field Irrigated?,Is Field Prevented form Erosion,Common way of prevention,Seed / Seedling Type,Was crop damaged?,Prevention/precaution measure taken?,Type of measure,Is Fertilizer Used?,Type of fertilizer used if any?,How often is temporary crop field used  in  Meher (main) season?,What was the previous state of the field?,APERCENT,LANDUSE,Household Id,Sampling Weight,Quantity of indigenous seeds used,Quantity of UREA chemical fertilizer used,Quantity of DAP chemical fertilizer used,Quantity of Both UREA and DAP chemical fertilizer used,CERROR,AREB,Enumerator Area,Area in Square meter,Production Of Condition in Kg,Fertilizer Quantity
35595,50.0,3.0,8.0,2.0,22.0,3.0,2.0,1.0,1.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,165.0,215.5,15.0,0.0,0.0,0.0,0.76,149421.0,1494.21,1494.21,203.213,0.0
35596,50.0,3.0,8.0,2.0,22.0,3.0,2.0,1.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,165.0,215.5,20.0,0.0,0.0,0.0,1.71,160319.0,1596.72,1603.19,218.034,0.0
35603,50.0,3.0,8.0,2.0,22.0,3.0,1.0,1.0,4.0,2.0,1.0,8.0,3.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,177.0,215.5,24.0,0.0,0.0,0.0,0.36,142680.0,1426.8,1426.8,194.045,0.0
35605,50.0,3.0,8.0,2.0,22.0,3.0,2.0,2.0,2.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,177.0,215.5,14.0,0.0,0.0,0.0,0.5,31225.0,312.25,312.25,42.466,0.0
35619,50.0,3.0,8.0,2.0,25.0,6.0,1.0,1.0,4.0,4.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,16.0,185.7,7.68,0.0,0.0,0.0,2.5,137274.0,1372.74,1372.74,101.583,0.0
35620,50.0,3.0,8.0,2.0,25.0,6.0,1.0,1.0,5.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,100.0,1.0,16.0,185.7,4.8,0.0,0.0,0.0,4.35,44517.0,445.17,445.17,32.943,0.0
35644,50.0,3.0,8.0,2.0,25.0,6.0,1.0,1.0,7.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,71.0,185.7,10.56,0.0,0.0,0.0,1.66,72476.0,724.76,724.76,53.632,0.0
35656,50.0,3.0,8.0,2.0,25.0,6.0,1.0,1.0,7.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,89.0,185.7,19.2,0.0,0.0,0.0,1.9,279619.0,2796.19,2796.19,206.918,0.0
35662,50.0,3.0,8.0,2.0,25.0,6.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,113.0,185.7,28.8,0.0,0.0,0.0,2.07,288580.0,2885.8,2885.8,213.549,0.0
35669,50.0,3.0,8.0,2.0,25.0,6.0,1.0,1.0,3.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,126.0,185.7,14.4,0.0,0.0,0.0,4.28,448901.0,4489.01,4489.01,332.187,0.0
35684,50.0,3.0,8.0,2.0,25.0,6.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,162.0,185.7,19.2,0.0,0.0,0.0,0.52,36417.0,364.17,364.17,26.949,0.0
35693,50.0,3.0,8.0,2.0,25.0,6.0,1.0,1.0,5.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,180.0,185.7,13.44,0.0,0.0,0.0,3.65,59044.0,590.44,590.44,43.693,0.0
35694,50.0,3.0,8.0,2.0,29.0,4.0,1.0,1.0,2.0,1.0,1.0,8.0,3.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,17.0,171.04,9.6,0.0,0.0,0.0,1.16,260729.0,2607.29,2607.29,192.939,0.0
35702,50.0,3.0,8.0,2.0,29.0,4.0,1.0,1.0,7.0,1.0,1.0,8.0,3.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,39.0,171.04,1.92,0.0,0.0,0.0,2.41,44634.0,446.34,446.34,33.029,0.0
35703,50.0,3.0,8.0,2.0,29.0,4.0,1.0,1.0,7.0,4.0,1.0,8.0,3.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,39.0,171.04,3.84,0.0,0.0,0.0,1.33,156469.0,1564.69,1564.69,115.787,0.0
35741,50.0,3.0,8.0,2.0,29.0,4.0,1.0,1.0,4.0,3.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,176.0,171.04,0.96,0.0,0.0,0.0,2.64,13070.0,130.7,130.7,9.672,0.0
35748,50.0,3.0,8.0,2.0,29.0,4.0,1.0,1.0,3.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,183.0,171.04,1.92,0.0,0.0,0.0,0.85,137954.0,1379.54,1379.54,102.086,0.0
35753,50.0,3.0,8.0,2.0,29.0,4.0,1.0,1.0,3.0,4.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,2.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,198.0,171.04,38.4,0.0,0.0,0.0,0.49,341777.0,3417.77,3417.77,252.915,0.0
35759,50.0,3.0,8.0,2.0,29.0,4.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,205.0,171.04,19.2,0.0,0.0,0.0,1.41,145246.0,1452.46,1452.46,107.482,0.0
35777,50.0,3.0,8.0,2.0,32.0,1.0,1.0,1.0,2.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,28.0,120.02,11.5,0.0,0.0,0.0,0.43,96327.0,963.27,963.27,76.098,0.0
35778,50.0,3.0,8.0,2.0,32.0,1.0,1.0,1.0,2.0,4.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,28.0,120.02,6.5,0.0,0.0,0.0,0.35,64000.0,640.0,640.0,50.56,0.0
35781,50.0,3.0,8.0,2.0,32.0,1.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,43.0,120.02,100.23975722745665,0.0,0.0,0.0,0.57,82383.0,823.83,823.83,65.083,0.0
35791,50.0,3.0,8.0,2.0,32.0,1.0,1.0,1.0,8.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,59.0,120.02,14.0,0.0,0.0,0.0,0.42,106753.0,1067.53,1067.53,84.335,0.0
35796,50.0,3.0,8.0,2.0,32.0,1.0,1.0,1.0,6.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,74.0,120.02,18.05,0.0,0.0,0.0,0.74,158369.0,1583.69,1583.69,125.112,0.0
35797,50.0,3.0,8.0,2.0,32.0,1.0,1.0,1.0,6.0,4.0,1.0,8.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,74.0,120.02,43.5,0.0,0.0,0.0,0.86,409845.0,4098.45,4098.45,323.778,0.0
35802,50.0,3.0,8.0,2.0,32.0,1.0,1.0,1.0,4.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,79.0,120.02,22.05,0.0,0.0,0.0,3.42,177803.0,1886.25,1778.03,140.464,0.0
35803,50.0,3.0,8.0,2.0,32.0,1.0,1.0,1.0,4.0,4.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,79.0,120.02,21.0,0.0,0.0,0.0,3.99,160704.0,1606.41,1607.04,126.956,0.0
35806,50.0,3.0,8.0,2.0,32.0,1.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,95.0,120.02,30.0,0.0,0.0,0.0,2.46,271716.0,2716.49,2717.16,214.656,0.0
35807,50.0,3.0,8.0,2.0,32.0,1.0,1.0,1.0,3.0,3.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,95.0,120.02,10.0,0.0,0.0,0.0,0.97,77635.0,774.98,776.35,61.332,0.0
35808,50.0,3.0,8.0,2.0,32.0,1.0,1.0,1.0,3.0,5.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,95.0,120.02,3.4,0.0,0.0,0.0,3.74,33052.0,330.52,330.52,26.111,0.0
35810,50.0,3.0,8.0,2.0,32.0,1.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,105.0,120.02,15.0,0.0,0.0,0.0,0.66,156920.0,1565.36,1569.2,123.967,0.0
35817,50.0,3.0,8.0,2.0,32.0,1.0,1.0,1.0,2.0,3.0,1.0,8.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,120.0,120.02,7.05,0.0,0.0,0.0,0.72,66231.0,662.31,662.31,52.322,0.0
35869,50.0,3.0,8.0,3.0,1.0,1.0,1.0,1.0,7.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,82.0,193.09,4.3,0.0,0.0,0.0,3.15,21650.0,216.5,216.5,35.939,0.0
35997,50.0,3.0,8.0,3.0,9.0,9.0,1.0,1.0,1.0,7.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,31.0,174.55,20.0,0.0,0.0,0.0,0.53,188761.0,1887.61,1887.61,294.467,0.0
35998,50.0,3.0,8.0,3.0,9.0,9.0,1.0,1.0,2.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,31.0,174.55,9.3,0.0,0.0,0.0,0.33,17222.0,172.22,172.22,26.866,0.0
36000,50.0,3.0,8.0,3.0,9.0,9.0,1.0,1.0,1.0,7.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,36.0,174.55,9.0,0.0,0.0,0.0,0.31,90604.0,906.04,906.04,141.342,0.0
36004,50.0,3.0,8.0,3.0,9.0,9.0,1.0,1.0,5.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,36.0,174.55,4.0,0.0,0.0,0.0,1.65,31938.0,319.38,319.38,49.823,0.0
36010,50.0,3.0,8.0,3.0,9.0,9.0,1.0,1.0,4.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,48.0,174.55,14.0,0.0,0.0,0.0,0.67,222920.0,2229.2,2229.2,347.755,0.0
36012,50.0,3.0,8.0,3.0,9.0,9.0,1.0,1.0,2.0,3.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,53.0,174.55,20.0,0.0,0.0,0.0,4.94,53098.0,530.98,530.98,82.833,0.0
36018,50.0,3.0,8.0,3.0,9.0,9.0,1.0,1.0,1.0,2.0,1.0,8.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,64.0,174.55,29.1,0.0,0.0,0.0,0.74,251630.0,2516.3,2516.3,392.543,0.0
36024,50.0,3.0,8.0,3.0,9.0,9.0,2.0,1.0,1.0,4.0,1.0,8.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,69.0,174.55,8.0,0.0,0.0,0.0,0.63,82515.0,825.15,825.15,128.723,0.0
36046,50.0,3.0,8.0,3.0,9.0,9.0,1.0,1.0,2.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,148.0,174.55,29.4,0.0,0.0,0.0,0.52,313231.0,3132.31,3132.31,488.64,0.0
36061,50.0,3.0,8.0,3.0,9.0,9.0,1.0,1.0,2.0,3.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,187.0,174.55,3.0,0.0,0.0,0.0,1.92,10866.0,82.28,108.66,16.951,0.0
36062,50.0,3.0,8.0,3.0,9.0,9.0,1.0,1.0,2.0,6.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,187.0,174.55,8.0,0.0,0.0,0.0,0.88,193987.0,1987.67,1939.87,302.62,0.0
36065,50.0,3.0,8.0,3.0,9.0,9.0,1.0,1.0,6.0,1.0,1.0,8.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,100.0,1.0,187.0,174.55,10.0,0.0,0.0,0.0,0.1,114257.0,1150.16,1142.57,178.241,0.0
36067,50.0,3.0,8.0,3.0,12.0,6.0,1.0,1.0,3.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,1.0,202.94,3.74,0.0,0.0,0.0,2.93,30726.0,307.26,307.26,55.921,0.0
36072,50.0,3.0,8.0,3.0,12.0,6.0,1.0,1.0,8.0,1.0,1.0,8.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,1.0,202.94,100.23975722745665,0.0,0.0,0.0,1.08,58178.0,581.78,581.78,105.884,0.0
36073,50.0,3.0,8.0,3.0,12.0,6.0,1.0,1.0,8.0,3.0,1.0,8.0,3.0,2.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,1.0,202.94,100.23975722745665,0.0,0.0,0.0,1.44,174034.0,1740.34,1740.34,316.742,0.0
36084,50.0,3.0,8.0,3.0,12.0,6.0,1.0,1.0,4.0,1.0,2.0,8.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,50.0,1.0,21.0,202.94,9.62,0.0,0.0,0.0,1.66,34841.0,348.41,348.41,63.411,0.0
36091,50.0,3.0,8.0,3.0,12.0,6.0,1.0,1.0,10.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,21.0,202.94,29.76,0.0,0.0,0.0,0.83,212334.0,2123.34,2123.34,386.448,0.0
36094,50.0,3.0,8.0,3.0,12.0,6.0,1.0,1.0,3.0,2.0,1.0,8.0,3.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,25.0,202.94,37.41,0.0,0.0,0.0,0.34,372863.0,3728.32,3728.63,678.611,0.0
36098,50.0,3.0,8.0,3.0,12.0,6.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,33.0,202.94,16.54,0.0,0.0,0.0,0.99,297405.0,2974.05,2974.05,541.277,0.0
36111,50.0,3.0,8.0,3.0,12.0,6.0,2.0,1.0,2.0,2.0,1.0,8.0,3.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,49.0,202.94,18.04,0.0,0.0,0.0,1.01,226807.0,2268.07,2268.07,412.789,0.0
36117,50.0,3.0,8.0,3.0,12.0,6.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,62.0,202.94,11.72,0.0,0.0,0.0,1.23,68933.0,689.33,689.33,125.458,0.0
36123,50.0,3.0,8.0,3.0,12.0,6.0,1.0,1.0,3.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,71.0,202.94,7.48,0.0,0.0,0.0,0.91,69881.0,699.88,698.81,127.183,0.0
36135,50.0,3.0,8.0,3.0,12.0,6.0,1.0,1.0,3.0,3.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,89.0,202.94,5.61,0.0,0.0,0.0,0.77,32073.0,320.73,320.73,58.373,0.0
36152,50.0,3.0,8.0,3.0,12.0,6.0,1.0,1.0,2.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,123.0,202.94,29.92,0.0,0.0,0.0,1.13,256243.0,2562.43,2562.43,466.362,0.0
36171,50.0,3.0,8.0,3.0,17.0,1.0,1.0,1.0,4.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,54.0,204.05,10.8,0.0,0.0,0.0,3.28,40838.0,408.38,408.38,82.084,0.0
36179,50.0,3.0,8.0,3.0,17.0,1.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,72.0,204.05,27.2,0.0,0.0,0.0,4.29,102663.0,1026.63,1026.63,206.353,0.0
36186,50.0,3.0,8.0,3.0,17.0,1.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,78.0,204.05,12.1,0.0,0.0,0.0,4.36,46049.0,460.49,460.49,92.558,0.0
36189,50.0,3.0,8.0,3.0,17.0,1.0,1.0,1.0,3.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,78.0,204.05,10.1,0.0,0.0,0.0,4.25,38141.0,381.41,381.41,76.663,0.0
36209,50.0,3.0,8.0,3.0,17.0,1.0,1.0,1.0,9.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,108.0,204.05,57.2,0.0,0.0,0.0,3.08,217260.0,2172.6,2172.6,436.693,0.0
36216,50.0,3.0,8.0,3.0,17.0,1.0,1.0,1.0,1.0,4.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,126.0,204.05,20.7,0.0,0.0,0.0,2.17,77894.0,778.94,778.94,156.567,0.0
36222,50.0,3.0,8.0,3.0,17.0,1.0,1.0,1.0,9.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,126.0,204.05,16.6,0.0,0.0,0.0,0.76,66297.0,662.97,662.97,133.257,0.0
36224,50.0,3.0,8.0,3.0,17.0,1.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,132.0,204.05,20.6,0.0,0.0,0.0,2.64,77429.0,774.29,774.29,155.632,0.0
36234,50.0,3.0,8.0,3.0,17.0,1.0,1.0,1.0,5.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,144.0,204.05,14.3,0.0,0.0,0.0,4.79,53738.0,537.38,537.38,108.013,0.0
36240,50.0,3.0,8.0,3.0,17.0,1.0,1.0,1.0,8.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,150.0,204.05,10.15,0.0,0.0,0.0,4.73,39447.0,394.47,394.47,79.288,0.0
36248,50.0,3.0,8.0,3.0,17.0,1.0,1.0,1.0,10.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,162.0,204.05,2.9,0.0,0.0,0.0,4.74,12379.0,123.79,123.79,24.882,0.0
36259,50.0,3.0,8.0,3.0,21.0,4.0,1.0,1.0,5.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,5.0,246.12,47.9,0.0,0.0,0.0,1.4,161678.0,1616.78,1616.78,247.367,0.0
36268,50.0,3.0,8.0,3.0,21.0,4.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,31.0,246.12,5.0,0.0,0.0,0.0,1.13,13497.0,134.97,134.97,20.65,0.0
36273,50.0,3.0,8.0,3.0,21.0,4.0,1.0,1.0,6.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,53.0,246.12,37.5,0.0,0.0,0.0,3.86,132064.0,1320.64,1320.64,202.058,0.0
36282,50.0,3.0,8.0,3.0,21.0,4.0,1.0,1.0,10.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,62.0,246.12,68.2,0.0,0.0,0.0,0.59,243274.0,2432.74,2432.74,372.209,0.0
36286,50.0,3.0,8.0,3.0,21.0,4.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,90.0,246.12,26.9,0.0,0.0,0.0,3.08,95909.0,959.09,959.09,146.741,0.0
36292,50.0,3.0,8.0,3.0,21.0,4.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,118.0,246.12,19.5,0.0,0.0,0.0,4.7,65166.0,651.66,651.66,99.704,0.0
36308,50.0,3.0,8.0,3.0,21.0,4.0,1.0,1.0,2.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,171.0,246.12,48.0,0.0,0.0,0.0,4.55,1700.0,1700.55,1700.55,2.601,0.0
36366,50.0,3.0,8.0,4.0,4.0,5.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,3.0,118.31,9.3,0.0,0.0,0.0,0.06,60646.0,1185.3746742546282,606.46,59.433,0.0
36372,50.0,3.0,8.0,4.0,4.0,5.0,2.0,1.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,18.0,118.31,14.65,0.0,0.0,0.0,0.42,120284.0,1191.4,1202.84,117.878,0.0
36378,50.0,3.0,8.0,4.0,4.0,5.0,2.0,1.0,3.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,43.0,118.31,16.3,0.0,0.0,0.0,0.74,105163.0,1011.69,1011.69,103.06,0.0
36379,50.0,3.0,8.0,4.0,4.0,5.0,1.0,1.0,1.0,4.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,73.0,118.31,0.45,0.0,0.0,0.0,0.75,37580.0,375.8,375.8,36.828,0.0
36392,50.0,3.0,8.0,4.0,4.0,5.0,1.0,1.0,4.0,2.0,1.0,8.0,3.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,88.0,118.31,100.23975722745665,0.0,0.0,0.0,0.83,61693.0,1185.3746742546282,616.93,60.459,0.0
36394,50.0,3.0,8.0,4.0,4.0,5.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,93.0,118.31,21.0,0.0,0.0,0.0,1.02,268629.0,2686.29,2686.29,263.256,0.0
36399,50.0,3.0,8.0,4.0,4.0,5.0,1.0,1.0,2.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,104.0,118.31,2.7,0.0,0.0,0.0,0.77,35190.0,351.9,351.9,34.486,0.0
36409,50.0,3.0,8.0,4.0,5.0,3.0,1.0,1.0,1.0,2.0,1.0,8.0,1.0,2.0,2.0,1.0,3.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,13.0,166.89,6.37,0.0,0.0,0.0,2.75,56749.0,567.49,567.49,64.126,0.0
36413,50.0,3.0,8.0,4.0,5.0,3.0,1.0,1.0,1.0,3.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,28.0,166.89,3.14,0.0,0.0,0.0,1.12,23945.0,239.45,239.45,27.058,0.0
