,Region,Zone,District,Farmers Association,Enumeration Area,Head sex,Holder id,Parcel,Field,Field Part,Field Type,CROP,Owner type,Extension,Irrigation Used,Soil Erosion,Measure taken to soil erosion,Seed Type,Any Damage?,Any Measure to Prevent Damage,Type of Damage Prevention,Fertilizer Used,How many times do you produce crops,What was the field used for?,Percent of Field in Use,Land Utilization,Household Id,Sampling Weight,Weight of Non-improved Seed,Closure Error,Enumerator Area in sqm,Computed Area in sqm,Area in Square meter,Production Of Condition in Kg
71128,4.0,7.0,8.0,17.0,3.0,2.0,1.0,1.0,5.0,1.0,1.0,8.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,162.0,389.2,30.0,3.05,3282.18,3282.18,3282.1800000000003,4234.01
71152,4.0,7.0,8.0,24.0,2.0,2.0,1.0,2.0,5.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,69.0,274.67,20.0,0.78,489.39,489.39,489.39000000000004,1037.51
71177,4.0,7.0,8.0,24.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,147.0,274.67,70.0,0.49,2044.54,2044.54,2044.54,4334.42
71179,4.0,7.0,8.0,24.0,2.0,1.0,1.0,2.0,5.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,147.0,274.67,25.0,4.65,468.98,468.98,468.98,994.2399999999999
71184,4.0,7.0,8.0,24.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,159.0,274.67,30.0,0.53,1924.42,1924.42,1924.42,4079.77
71250,4.0,7.0,10.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,4.0,100.0,1.0,2.0,322.15,100.0,2.89,4593.59,4593.59,4593.59,3445.19
71254,4.0,7.0,10.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,18.0,322.15,11.865777618481049,1.42,3772.23,1850.52,3772.2299999999996,2829.17
71255,4.0,7.0,10.0,1.0,1.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,18.0,322.15,75.0,0.7,3539.64,3539.64,3539.64,2654.73
71256,4.0,7.0,10.0,1.0,1.0,1.0,1.0,4.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,18.0,322.15,50.0,0.68,2705.62,2705.62,2705.6200000000003,2029.22
71257,4.0,7.0,10.0,1.0,1.0,2.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,27.0,322.15,50.0,0.21,2316.0,2316.0,2316.0,1737.0
71258,4.0,7.0,10.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,32.0,322.15,11.865777618481049,0.24,2314.49,2314.49,2314.49,1735.87
71259,4.0,7.0,10.0,1.0,1.0,2.0,1.0,3.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,32.0,322.15,50.0,1.73,2867.38,2867.38,2867.38,2150.54
71263,4.0,7.0,10.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,41.0,322.15,11.865777618481049,1.25,5318.99,5318.99,5318.99,3989.2400000000002
71264,4.0,7.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,47.0,322.15,350.0,1.16,4939.22,4939.22,4939.22,3704.4199999999996
71267,4.0,7.0,10.0,1.0,1.0,1.0,1.0,5.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,47.0,322.15,50.0,0.35,4036.35,4036.35,4036.3500000000004,3027.26
71268,4.0,7.0,10.0,1.0,1.0,1.0,1.0,5.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,47.0,322.15,75.0,1.68,1436.41,1436.41,1436.4099999999999,1077.31
71269,4.0,7.0,10.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,62.0,322.15,11.865777618481049,2.19,2377.57,2377.57,2377.57,1783.18
71270,4.0,7.0,10.0,1.0,1.0,1.0,1.0,2.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,62.0,322.15,200.0,0.7,3149.45,3149.45,3149.45,2362.0899999999997
71273,4.0,7.0,10.0,1.0,1.0,1.0,1.0,1.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,62.0,322.15,75.0,3.41,1054.97,1054.97,1054.97,791.23
71278,4.0,7.0,10.0,1.0,1.0,2.0,1.0,5.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,73.0,322.15,75.0,1.38,4403.4,4403.4,4403.400000000001,3302.55
71284,4.0,7.0,10.0,1.0,1.0,2.0,1.0,2.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,109.0,322.15,50.0,1.7221418379631694,1408.2201933598978,1399.5118858181268,4298.7,3224.0299999999997
71286,4.0,7.0,10.0,1.0,1.0,1.0,1.0,4.0,2.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,4.0,100.0,1.0,113.0,322.15,10.0,0.1,1008.8,1008.8,1008.8,756.6
71296,4.0,7.0,10.0,8.0,3.0,2.0,1.0,2.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,39.0,381.05,30.0,0.41,2760.37,2760.37,2760.37,6017.61
71310,4.0,7.0,10.0,8.0,3.0,1.0,1.0,2.0,4.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,84.0,381.05,22.0,1.7221418379631694,1408.2201933598978,1399.5118858181268,3784.46,8250.119999999999
71313,4.0,7.0,10.0,8.0,3.0,1.0,1.0,7.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,2.0,4.0,1.0,1.0,1.0,1.0,2.0,1.0,4.0,100.0,1.0,99.0,381.05,11.865777618481049,0.49,4627.86,4636.15,4627.86,10088.73
71314,4.0,7.0,10.0,8.0,3.0,1.0,1.0,3.0,2.0,1.0,1.0,8.0,1.0,1.0,2.0,2.0,4.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,100.0,1.0,121.0,381.05,11.865777618481049,0.34,4547.97,4547.97,4547.97,9914.57
71321,4.0,7.0,10.0,8.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,139.0,381.05,120.0,2.14,4691.89,4691.86,4691.89,10228.32
71331,4.0,7.0,10.0,8.0,3.0,2.0,1.0,3.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,2.0,100.0,1.0,213.0,381.05,25.0,2.92,2030.68,2030.68,2030.68,4426.88
71332,4.0,7.0,10.0,8.0,3.0,2.0,1.0,4.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,1.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,213.0,381.05,11.865777618481049,1.01,2676.17,2670.88,2676.17,5834.05
71361,4.0,7.0,10.0,16.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,51.0,277.17,100.0,3.62,4649.76,4649.76,4649.76,9625.0
71362,4.0,7.0,10.0,16.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,51.0,277.17,50.0,2.0,2219.66,2219.66,2219.66,4594.700000000001
71368,4.0,7.0,10.0,16.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,100.0,277.17,20.0,0.76,2005.41,2005.41,2005.41,4151.2
71371,4.0,7.0,10.0,16.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,124.0,277.17,100.0,0.81,3144.74,3144.39,3144.74,6509.610000000001
71373,4.0,7.0,10.0,16.0,2.0,1.0,1.0,2.0,4.0,1.0,1.0,8.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,140.0,277.17,50.0,3.42,3332.72,3332.72,3332.7200000000003,6898.7300000000005
71376,4.0,7.0,10.0,16.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,172.0,277.17,100.0,4.34,5319.89,5319.89,5319.89,11012.17
71381,4.0,7.0,10.0,16.0,2.0,1.0,1.0,1.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,188.0,277.17,100.0,2.62,3569.24,3563.47,3569.2400000000002,7388.330000000001
71382,4.0,7.0,10.0,16.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,8.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,212.0,277.17,75.0,4.18,3146.51,3146.51,3146.51,6513.280000000001
71386,4.0,7.0,10.0,16.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,220.0,277.17,80.0,2.0,3656.8,3656.8,3656.8,7569.580000000001
71387,4.0,7.0,10.0,16.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,8.0,3.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,220.0,277.17,50.0,4.72,2641.75,2641.75,2641.75,5468.42
71389,4.0,7.0,11.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,4.0,293.01,50.0,1.32,2721.39,2712.37,2721.3900000000003,4435.87
71391,4.0,7.0,11.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,14.0,293.01,70.0,0.25,3542.87,3542.87,3542.8700000000003,5774.88
71399,4.0,7.0,11.0,4.0,2.0,1.0,1.0,3.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,29.0,293.01,55.0,0.72,4921.22,4921.22,4921.22,8021.59
71422,4.0,7.0,11.0,4.0,2.0,1.0,1.0,6.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,60.0,293.01,36.0,2.01,1074.24,1074.24,1074.24,1751.0100000000002
71425,4.0,7.0,11.0,4.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,65.0,293.01,50.0,0.69,913.5,913.5,913.5,1489.01
71429,4.0,7.0,11.0,4.0,2.0,1.0,1.0,1.0,4.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,80.0,293.01,30.0,0.99,1721.2,1721.2,1721.2,2805.56
71434,4.0,7.0,11.0,4.0,2.0,1.0,1.0,10.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,90.0,293.01,60.0,0.72,2962.83,2962.83,2962.8300000000004,4829.41
71435,4.0,7.0,11.0,4.0,2.0,1.0,1.0,11.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,90.0,293.01,50.0,1.12,3579.18,3579.18,3579.1800000000003,5834.06
71436,4.0,7.0,11.0,4.0,2.0,1.0,1.0,12.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,2.0,4.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,90.0,293.01,10.0,0.37,515.39,515.39,515.39,840.09
71441,4.0,7.0,11.0,4.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,2.0,1.0,2.0,100.0,1.0,95.0,293.01,60.0,1.11,1865.1,1865.1,1865.1000000000001,3040.11
71449,4.0,7.0,11.0,4.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,100.0,1.0,111.0,293.01,11.865777618481049,3.62,3183.47,3171.06,3183.47,5189.0599999999995
71453,4.0,7.0,11.0,4.0,2.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,126.0,293.01,80.0,1.34,4173.19,4173.19,4173.19,6802.299999999999
71463,4.0,7.0,11.0,10.0,3.0,1.0,1.0,1.0,2.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,2.0,314.96,55.0,1.7221418379631694,1408.2201933598978,1399.5118858181268,4276.93,6928.63
71465,4.0,7.0,11.0,10.0,3.0,1.0,1.0,8.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,10.0,314.96,72.0,1.11,1513.58,1513.58,1513.58,2452.0
71466,4.0,7.0,11.0,10.0,3.0,1.0,1.0,8.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,10.0,314.96,50.0,0.98,3629.22,3629.22,3629.2200000000003,5879.34
71470,4.0,7.0,11.0,10.0,3.0,1.0,1.0,1.0,7.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,22.0,314.96,100.0,0.27,2676.18,2676.18,2676.1800000000003,4335.41
71472,4.0,7.0,11.0,10.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,22.0,314.96,100.0,4.33,3890.45,3890.45,3890.45,6302.53
71478,4.0,7.0,11.0,10.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,26.0,314.96,135.0,0.44,3070.5,3070.5,3070.5,4974.21
71482,4.0,7.0,11.0,10.0,3.0,1.0,1.0,1.0,10.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,34.0,314.96,100.0,3.16,2350.11,2350.11,2350.11,3807.1800000000003
71484,4.0,7.0,11.0,10.0,3.0,1.0,1.0,4.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,34.0,314.96,72.0,1.26,2666.54,2666.54,2666.54,4319.79
71492,4.0,7.0,11.0,10.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,51.0,314.96,38.0,0.33,1086.65,1086.65,1086.6499999999999,1760.37
71496,4.0,7.0,11.0,10.0,3.0,1.0,1.0,5.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,59.0,314.96,200.0,1.7221418379631694,1408.2201933598978,1399.5118858181268,4276.93,6928.63
71497,4.0,7.0,11.0,10.0,3.0,1.0,1.0,6.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,59.0,314.96,300.0,1.7221418379631694,1408.2201933598978,1399.5118858181268,4276.93,6928.63
71498,4.0,7.0,11.0,10.0,3.0,1.0,1.0,7.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,59.0,314.96,100.0,1.7221418379631694,1408.2201933598978,1399.5118858181268,4276.93,6928.63
71501,4.0,7.0,11.0,10.0,3.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,64.0,314.96,40.0,0.55,1346.02,1346.02,1346.02,2180.5499999999997
71503,4.0,7.0,11.0,10.0,3.0,1.0,1.0,1.0,6.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,72.0,314.96,240.0,0.71,4840.2,4840.2,4840.2,7841.119999999999
71505,4.0,7.0,11.0,10.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,76.0,314.96,55.0,1.7221418379631694,1408.2201933598978,1399.5118858181268,4276.93,6928.63
71507,4.0,7.0,11.0,10.0,3.0,1.0,1.0,2.0,4.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,84.0,314.96,100.0,0.33,716.96,716.96,716.9599999999999,1161.48
71510,4.0,7.0,11.0,10.0,3.0,1.0,1.0,2.0,8.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,84.0,314.96,100.0,0.1,2771.75,2771.75,2771.75,4490.24
71511,4.0,7.0,11.0,10.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,88.0,314.96,100.0,1.28,1868.21,1868.21,1868.2099999999998,3026.5
71512,4.0,7.0,11.0,10.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,97.0,314.96,180.0,0.68,2404.0,2404.0,2404.0,3894.48
71515,4.0,7.0,11.0,10.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,97.0,314.96,50.0,0.47,1352.51,1352.51,1352.51,2191.0699999999997
71517,4.0,7.0,11.0,10.0,3.0,1.0,1.0,1.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,109.0,314.96,40.0,1.69,3036.32,3018.77,3036.32,4918.84
71518,4.0,7.0,11.0,10.0,3.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,109.0,314.96,110.0,1.7221418379631694,1408.2201933598978,1399.5118858181268,4276.93,6928.63
71524,4.0,7.0,11.0,17.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,14.0,305.58,11.865777618481049,0.56,3932.2,3932.2,3932.2000000000003,2713.2200000000003
71527,4.0,7.0,11.0,17.0,4.0,1.0,2.0,1.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,14.0,305.58,60.0,3.1,3453.92,3453.92,3453.9199999999996,2383.2000000000003
71537,4.0,7.0,11.0,17.0,4.0,2.0,1.0,4.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,19.0,305.58,50.0,0.61,1695.02,1695.02,1695.0200000000002,1169.5600000000002
71538,4.0,7.0,11.0,17.0,4.0,2.0,1.0,5.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,19.0,305.58,50.0,0.54,3020.02,3020.02,3020.02,2083.81
71543,4.0,7.0,11.0,17.0,4.0,1.0,1.0,5.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,1.0,1.0,2.0,100.0,1.0,29.0,305.58,55.0,0.74,5086.28,5086.28,5086.28,3509.53
71548,4.0,7.0,11.0,17.0,4.0,2.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,34.0,305.58,50.0,3.01,932.78,932.78,932.78,643.62
71551,4.0,7.0,11.0,17.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,44.0,305.58,40.0,4.16,2747.13,2747.13,2747.1299999999997,1895.5200000000002
71555,4.0,7.0,11.0,17.0,4.0,1.0,1.0,1.0,5.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,59.0,305.58,30.0,0.19,1365.4,1365.4,1365.3999999999999,942.13
71562,4.0,7.0,11.0,17.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,64.0,305.58,65.0,4.95,3007.82,1399.5118858181268,3007.82,2075.4
71566,4.0,7.0,11.0,17.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,74.0,305.58,50.0,0.7,1319.5,1319.5,1319.5000000000002,910.4599999999999
71571,4.0,7.0,11.0,17.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,79.0,305.58,3.0,1.95,1193.28,1193.28,1193.28,823.3599999999999
71574,4.0,7.0,11.0,17.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,89.0,305.58,10.0,0.91,502.33,502.33,502.33,346.61
71588,4.0,7.0,11.0,17.0,4.0,1.0,1.0,4.0,2.0,1.0,1.0,8.0,2.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,119.0,305.58,40.0,0.93,2086.79,2086.79,2086.79,1439.8899999999999
71601,4.0,7.0,11.0,17.0,4.0,1.0,1.0,2.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,134.0,305.58,50.0,0.56,3932.2,3932.2,3932.2000000000003,2713.2200000000003
71606,4.0,7.0,11.0,17.0,4.0,1.0,1.0,2.0,3.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,135.0,305.58,25.0,1.16,1168.51,1168.51,1168.51,806.27
71607,4.0,7.0,11.0,17.0,4.0,1.0,1.0,3.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,2.0,4.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,100.0,1.0,135.0,305.58,25.0,0.69,2428.86,2428.86,2428.86,1675.91
71615,4.0,7.0,12.0,7.0,2.0,1.0,1.0,3.0,2.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,16.0,315.63,25.0,0.84,3076.12,3076.12,3076.12,4060.4799999999996
71616,4.0,7.0,12.0,7.0,2.0,1.0,1.0,4.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,16.0,315.63,30.0,0.28,2150.07,2150.07,2150.07,2838.09
71617,4.0,7.0,12.0,7.0,2.0,1.0,1.0,5.0,1.0,1.0,1.0,8.0,1.0,2.0,2.0,1.0,5.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,16.0,315.63,50.0,0.26,590.73,586.92,590.73,779.76
71619,4.0,7.0,12.0,7.0,2.0,1.0,1.0,11.0,1.0,1.0,1.0,8.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,1.0,1.0,2.0,100.0,1.0,16.0,315.63,50.0,0.87,963.62,963.62,963.62,1271.98
