,REC$TYPE,Region,Zone,District,Farmers Association,Enumeration Area,Head sex,Holder id,Parcel,Field,Field type,CROP,Ownership type,Is field under Extension Program?,Is Field Irrigated?,Is Field Prevented form Erosion,"If field Prevented form Erosion, common way of prevention",Type of sowing,Seed / Seedling Type,Was crop damaged ?,Prevention/precaution measure taken?,Type of measure if any?,Is Fertilizer Used?,Type of fertilizer used if any?,Type of chemical fertilizer,How often is temporary crop field used in Meher (main) season,What was the previous state of the field ?,Percent share of mixed crops,Respondent local area code,LANDUSE,Holder Condition,Household Id,Sampling weight,Quantity of indigenous seeds used,Quantity of UREA fertilizer used,Quantity of DAP fertilizer used,"Quantity of UREA fertilizer used, if both DAP and UREA are used","Quantity of DAP fertilizer used, if both DAP and UREA are used",Quantity of NPS fertilizer used,Quantity of UREA IF both UREA and NPS are used,Quantity of NPS IF both UREA and NPS are used,Quantity of OTHER fertilizer used,Closure error,Area,Area in Hectare,Area in Square meter,Enumerator Area,Computed Area,Respondent local area,Production Condition,Production Of Condition quintal,Production Of Condition in Kg,Fertilizer Quantity
32533,50.0,4.0,5.0,17.0,19.0,2.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,4.0,1.0,0.0,92.0,680.21,3.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,513039.0,0.513039,5130.39,1225.9174993184465,1237.550033752019,4.617795271671505,543015.0,5.43015,543.015,0.0
32536,50.0,4.0,5.0,17.0,19.0,2.0,2.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,11.0,1.0,0.0,110.0,680.21,1.7,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,174608.0,0.174608,1746.08,1225.9174993184465,1237.550033752019,1.0,184810.0,1.8481,184.81,0.0
32538,50.0,4.0,5.0,17.0,19.0,2.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,11.0,1.0,0.0,119.0,680.21,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,149356.0,0.149356,1493.56,1225.9174993184465,1237.550033752019,1.5,158083.0,1.58083,158.083,0.0
32540,50.0,4.0,5.0,17.0,19.0,2.0,1.0,1.0,4.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,11.0,1.0,0.0,119.0,680.21,1.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,160080.0,0.16008,1600.8,1225.9174993184465,1237.550033752019,1.5,169433.0,1.69433,169.433,0.0
32543,50.0,4.0,5.0,17.0,19.0,2.0,1.0,1.0,4.0,1.0,1.0,6.0,2.0,1.0,2.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,11.0,1.0,0.0,128.0,680.21,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,469677.0,0.469677,4696.77,1225.9174993184465,1237.550033752019,2.0,497119.0,4.97119,497.119,0.0
32555,50.0,4.0,5.0,17.0,31.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,11.0,1.0,0.0,29.0,841.64,3.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,449281.0,0.449281,4492.81,1225.9174993184465,1237.550033752019,2.0,475531.0,4.75531,475.531,0.0
32562,50.0,4.0,5.0,17.0,31.0,1.0,1.0,1.0,1.0,11.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,13.0,1.0,0.0,44.0,841.64,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,7665.0,0.007665,76.65,1225.9174993184465,1237.550033752019,0.5,8113.0,0.08113,8.113,0.0
32572,50.0,4.0,5.0,17.0,31.0,1.0,1.0,1.0,1.0,7.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,11.0,1.0,0.0,74.0,841.64,13.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,452169.0,0.452169,4521.69,1225.9174993184465,1237.550033752019,2.0,478588.0,4.78588,478.588,0.0
32804,50.0,4.0,6.0,2.0,7.0,1.0,1.0,1.0,4.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,4.0,100.0,7.0,1.0,0.0,29.0,795.51,9.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,455944.0,0.455944,4559.44,1225.9174993184465,1237.550033752019,3.0,524751.0,5.24751,524.751,0.0
32827,50.0,4.0,6.0,2.0,7.0,1.0,1.0,1.0,2.0,3.0,1.0,6.0,1.0,2.0,2.0,1.0,5.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,7.0,1.0,0.0,149.0,795.51,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,540503.0,0.540503,5405.03,1225.9174993184465,1237.550033752019,2.0,622071.0,6.22071,622.071,0.0
32830,50.0,4.0,6.0,2.0,7.0,1.0,1.0,1.0,1.0,5.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,159.0,795.51,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,32097.0,0.032097,320.97,1225.9174993184465,1237.550033752019,1.0,36941.0,0.36941,36.941,0.0
32843,50.0,4.0,6.0,2.0,18.0,6.0,2.0,1.0,1.0,5.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,4.0,1.0,0.0,106.0,855.1,1.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,32905.0,0.032905,329.05,1225.9174993184465,1237.550033752019,1.0,49705.0,0.49705,49.705,0.0
32854,50.0,4.0,6.0,2.0,18.0,6.0,1.0,1.0,7.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,4.0,100.0,7.0,1.0,0.0,172.0,855.1,7.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,529084.0,0.529084,5290.84,1225.9174993184465,1237.550033752019,2.5,799219.0,7.99219,799.219,0.0
32860,50.0,4.0,6.0,2.0,18.0,6.0,1.0,1.0,3.0,2.0,1.0,6.0,2.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,4.0,100.0,7.0,1.0,0.0,213.0,855.1,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,305008.0,0.305008,3050.08,1225.9174993184465,1237.550033752019,1.5,460737.0,4.60737,460.737,0.0
32861,50.0,4.0,6.0,2.0,18.0,6.0,1.0,1.0,5.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,4.0,100.0,7.0,1.0,0.0,213.0,855.1,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,438611.0,0.438611,4386.11,1225.9174993184465,1237.550033752019,2.0,662553.0,6.62553,662.553,0.0
32888,50.0,4.0,6.0,2.0,26.0,4.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,7.0,1.0,0.0,83.0,842.93,2.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,390109.0,0.390109,3901.09,1225.9174993184465,1237.550033752019,2.0,292640.0,2.9264,292.64,0.0
32893,50.0,4.0,6.0,2.0,26.0,4.0,1.0,1.0,1.0,3.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,5.0,1.0,2.0,100.0,3.0,1.0,0.0,96.0,842.93,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,462844.0,0.462844,4628.44,1225.9174993184465,1237.550033752019,4.0,347201.0,3.47201,347.201,0.0
32904,50.0,4.0,6.0,2.0,26.0,4.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,7.0,1.0,0.0,135.0,842.93,3.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,543506.0,0.543506,5435.06,1225.9174993184465,1237.550033752019,3.0,407710.0,4.0771,407.71,0.0
32962,50.0,4.0,6.0,2.0,28.0,5.0,1.0,1.0,6.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,7.0,1.0,0.0,128.0,643.66,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,116104.0,0.116104,1161.04,1225.9174993184465,1237.550033752019,0.25,140784.0,1.40784,140.784,0.0
32963,50.0,4.0,6.0,2.0,28.0,5.0,1.0,1.0,7.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,5.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,7.0,1.0,0.0,128.0,643.66,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,392641.0,0.392641,3926.41,1225.9174993184465,1237.550033752019,1.25,476104.0,4.76104,476.104,0.0
32965,50.0,4.0,6.0,2.0,28.0,5.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,7.0,1.0,0.0,140.0,643.66,4.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,403005.0,0.403005,4030.05,1225.9174993184465,1237.550033752019,2.0,488671.0,4.88671,488.671,0.0
32979,50.0,4.0,6.0,3.0,3.0,4.0,1.0,1.0,1.0,11.0,1.0,6.0,1.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,16.0,809.55,0.41,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,4095.0,0.004095,40.95,1225.9174993184465,1237.550033752019,0.25,4670.0,0.0467,4.67,0.0
32984,50.0,4.0,6.0,3.0,3.0,4.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,7.0,1.0,0.0,52.0,809.55,3.96,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,367236.0,0.367236,3672.36,1225.9174993184465,1237.550033752019,1.25,418883.0,4.18883,418.883,0.0
32988,50.0,4.0,6.0,3.0,3.0,4.0,1.0,1.0,4.0,1.0,1.0,6.0,1.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,7.0,1.0,0.0,64.0,809.55,3.16,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,360747.0,0.360747,3607.47,1225.9174993184465,1237.550033752019,1.5,411481.0,4.11481,411.481,0.0
32992,50.0,4.0,6.0,3.0,3.0,4.0,1.0,1.0,9.0,1.0,1.0,6.0,3.0,1.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,7.0,1.0,0.0,64.0,809.55,4.21,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,490375.0,0.490375,4903.75,1225.9174993184465,1237.550033752019,2.75,559339.0,5.59339,559.339,0.0
33000,50.0,4.0,6.0,3.0,3.0,4.0,2.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,7.0,1.0,0.0,88.0,809.55,0.75,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,174811.0,0.174811,1748.11,1225.9174993184465,1237.550033752019,0.75,199396.0,1.99396,199.396,0.0
33009,50.0,4.0,6.0,3.0,3.0,4.0,1.0,1.0,4.0,1.0,1.0,6.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,7.0,1.0,0.0,112.0,809.55,2.08,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,344005.0,0.344005,3440.05,1225.9174993184465,1237.550033752019,1.25,392385.0,3.92385,392.385,0.0
33016,50.0,4.0,6.0,3.0,3.0,4.0,1.0,1.0,5.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,7.0,1.0,0.0,136.0,809.55,3.04,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,224832.0,0.224832,2248.32,1225.9174993184465,1237.550033752019,1.0,256452.0,2.56452,256.452,0.0
33022,50.0,4.0,6.0,3.0,3.0,4.0,1.0,1.0,8.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,1.0,100.0,7.0,1.0,0.0,148.0,809.55,6.23,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,463755.0,0.463755,4637.55,1225.9174993184465,1237.550033752019,2.0,528976.0,5.28976,528.976,0.0
33026,50.0,4.0,6.0,3.0,3.0,4.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,7.0,1.0,0.0,160.0,809.55,10.12,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,458336.0,0.458336,4583.36,1225.9174993184465,1237.550033752019,2.0,522795.0,5.22795,522.795,0.0
33029,50.0,4.0,6.0,3.0,3.0,4.0,1.0,1.0,4.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,7.0,1.0,0.0,160.0,809.55,2.31,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,231961.0,0.231961,2319.61,1225.9174993184465,1237.550033752019,1.0,264583.0,2.64583,264.583,0.0
33085,50.0,4.0,6.0,4.0,5.0,1.0,1.0,1.0,2.0,2.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,4.0,1.0,0.0,124.0,717.65,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,410379.0,0.410379,4103.79,1225.9174993184465,1237.550033752019,3.0,535566.0,5.35566,535.566,0.0
33098,50.0,4.0,6.0,4.0,16.0,6.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,4.0,1.0,0.0,4.0,682.56,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,213219.0,0.213219,2132.19,1225.9174993184465,1237.550033752019,1.0,278262.0,2.78262,278.262,0.0
33104,50.0,4.0,6.0,4.0,16.0,6.0,2.0,1.0,1.0,3.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,7.0,1.0,0.0,28.0,682.56,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,140413.0,0.140413,1404.13,1225.9174993184465,1237.550033752019,1.0,183247.0,1.83247,183.247,0.0
33107,50.0,4.0,6.0,4.0,16.0,6.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,7.0,1.0,0.0,36.0,682.56,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,289298.0,0.289298,2892.98,1225.9174993184465,1237.550033752019,2.0,377548.0,3.77548,377.548,0.0
33108,50.0,4.0,6.0,4.0,16.0,6.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,1.0,100.0,7.0,1.0,0.0,36.0,682.56,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,169276.0,0.169276,1692.76,1225.9174993184465,1237.550033752019,1.0,220914.0,2.20914,220.914,0.0
33112,50.0,4.0,6.0,4.0,16.0,6.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,7.0,1.0,0.0,44.0,682.56,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,194118.0,0.194118,1941.18,1225.9174993184465,1237.550033752019,1.0,253334.0,2.53334,253.334,0.0
33113,50.0,4.0,6.0,4.0,16.0,6.0,1.0,1.0,2.0,2.0,1.0,6.0,3.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,7.0,1.0,0.0,44.0,682.56,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,387755.0,0.387755,3877.55,1225.9174993184465,1237.550033752019,2.25,506041.0,5.06041,506.041,0.0
33117,50.0,4.0,6.0,4.0,16.0,6.0,2.0,1.0,1.0,4.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,7.0,1.0,0.0,60.0,682.56,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,62978.0,0.062978,629.78,1225.9174993184465,1237.550033752019,0.5,82190.0,0.8219,82.19,0.0
33119,50.0,4.0,6.0,4.0,16.0,6.0,1.0,1.0,1.0,4.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,7.0,1.0,0.0,68.0,682.56,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,76095.0,0.076095,760.95,1225.9174993184465,1237.550033752019,0.5,99308.0,0.99308,99.308,0.0
33120,50.0,4.0,6.0,4.0,16.0,6.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,7.0,1.0,0.0,68.0,682.56,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,482608.0,0.482608,4826.08,1225.9174993184465,1237.550033752019,3.5,629828.0,6.29828,629.828,0.0
33122,50.0,4.0,6.0,4.0,16.0,6.0,1.0,1.0,2.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,4.0,100.0,7.0,1.0,0.0,76.0,682.56,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,261124.0,0.261124,2611.24,1225.9174993184465,1237.550033752019,1.5,340780.0,3.4078,340.78,0.0
33125,50.0,4.0,6.0,4.0,16.0,6.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,7.0,1.0,0.0,84.0,682.56,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,246413.0,0.246413,2464.13,1225.9174993184465,1237.550033752019,1.5,321582.0,3.21582,321.582,0.0
33132,50.0,4.0,6.0,4.0,16.0,6.0,1.0,1.0,2.0,2.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,5.0,1.0,2.0,100.0,7.0,1.0,0.0,100.0,682.56,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,185471.0,0.185471,1854.71,1225.9174993184465,1237.550033752019,1.0,242049.0,2.42049,242.049,0.0
33133,50.0,4.0,6.0,4.0,16.0,6.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,4.0,1.0,0.0,100.0,682.56,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,454272.0,0.454272,4542.72,1225.9174993184465,1237.550033752019,2.0,592848.0,5.92848,592.848,0.0
33137,50.0,4.0,6.0,4.0,16.0,6.0,1.0,1.0,2.0,3.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,7.0,1.0,0.0,117.0,682.56,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,486948.0,0.486948,4869.48,1225.9174993184465,1237.550033752019,2.0,635493.0,6.35493,635.493,0.0
33138,50.0,4.0,6.0,5.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,4.0,1.0,0.0,10.0,680.93,5.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,327022.0,0.327022,3270.22,1225.9174993184465,1237.550033752019,2.0,366292.0,3.66292,366.292,0.0
33142,50.0,4.0,6.0,5.0,2.0,2.0,1.0,1.0,2.0,2.0,1.0,6.0,3.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,4.0,1.0,0.0,21.0,680.93,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,333896.0,0.333896,3338.96,1225.9174993184465,1237.550033752019,2.0,373992.0,3.73992,373.992,0.0
33145,50.0,4.0,6.0,5.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,4.0,1.0,0.0,32.0,680.93,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,492740.0,0.49274,4927.4,1225.9174993184465,1237.550033752019,3.0,551911.0,5.51911,551.911,0.0
33147,50.0,4.0,6.0,5.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,4.0,1.0,0.0,44.0,680.93,5.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,368807.0,0.368807,3688.07,1225.9174993184465,1237.550033752019,2.5,413095.0,4.13095,413.095,0.0
33150,50.0,4.0,6.0,5.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,6.0,3.0,2.0,2.0,1.0,4.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,4.0,1.0,0.0,56.0,680.93,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,391169.0,0.391169,3911.69,1225.9174993184465,1237.550033752019,2.5,438142.0,4.38142,438.142,0.0
33155,50.0,4.0,6.0,5.0,2.0,2.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,4.0,1.0,0.0,67.0,680.93,8.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,353311.0,0.353311,3533.11,1225.9174993184465,1237.550033752019,2.0,395738.0,3.95738,395.738,0.0
33156,50.0,4.0,6.0,5.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,4.0,1.0,0.0,67.0,680.93,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,458743.0,0.458743,4587.43,1225.9174993184465,1237.550033752019,3.0,513831.0,5.13831,513.831,0.0
33163,50.0,4.0,6.0,5.0,2.0,2.0,1.0,1.0,4.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,1.0,1.0,0.0,78.0,680.93,11.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,393341.0,0.393341,3933.41,1225.9174993184465,1237.550033752019,2.0,440575.0,4.40575,440.575,0.0
33168,50.0,4.0,6.0,5.0,2.0,2.0,1.0,1.0,5.0,1.0,1.0,6.0,2.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,4.0,1.0,0.0,89.0,680.93,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,346513.0,0.346513,3465.13,1225.9174993184465,1237.550033752019,2.0,388123.0,3.88123,388.123,0.0
33169,50.0,4.0,6.0,5.0,2.0,2.0,1.0,1.0,6.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,4.0,1.0,0.0,89.0,680.93,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,390184.0,0.390184,3901.84,1225.9174993184465,1237.550033752019,2.5,437039.0,4.37039,437.039,0.0
33171,50.0,4.0,6.0,5.0,2.0,2.0,1.0,1.0,3.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,5.0,1.0,2.0,100.0,4.0,1.0,0.0,100.0,680.93,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.5608332931358835,463927.0,0.463927,4639.27,1225.9174993184465,1237.550033752019,3.0,519637.0,5.19637,519.637,0.0
