,REC$TYPE,Region,Zone,District,Farmers Association,Enumeration Area,Head sex,Holder id,Parcel,Field,Field Type,CROP,Ownership,Is field under Extension Program?,Is Field Irrigated?,Is Field Prevented form Erosion,Common way of prevention,Seed / Seedling Type,Was crop damaged?,Prevention/precaution measure taken?,Type of measure,Is Fertilizer Used?,Type of fertilizer used if any?,How often is temporary crop field used  in  Meher (main) season?,What was the previous state of the field?,APERCENT,LANDUSE,Household Id,Sampling Weight,Quantity of indigenous seeds used,Quantity of UREA chemical fertilizer used,Quantity of DAP chemical fertilizer used,Quantity of Both UREA and DAP chemical fertilizer used,CERROR,AREB,Enumerator Area,Area in Square meter,Production Of Condition in Kg,Fertilizer Quantity
49194,50.0,7.0,2.0,2.0,7.0,4.0,1.0,1.0,1.0,12.0,2.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,70.0,1.0,12.0,426.16,0.54,0.0,0.0,0.0,2.95,23708.0,237.08,237.08,27.975,0.0
49196,50.0,7.0,2.0,2.0,7.0,4.0,1.0,2.0,1.0,13.0,2.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,30.0,1.0,12.0,426.16,0.26,0.0,0.0,0.0,0.45,6127.0,61.27,61.27,7.23,0.0
49199,50.0,7.0,2.0,2.0,7.0,4.0,1.0,1.0,1.0,1.0,2.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,95.0,1.0,27.0,426.16,0.87,0.0,0.0,0.0,1.67,54259.0,542.59,542.59,64.026,0.0
49219,50.0,7.0,2.0,2.0,7.0,4.0,1.0,1.0,1.0,6.0,2.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,70.0,1.0,72.0,426.16,1.68,0.0,0.0,0.0,1.85,58900.0,589.0,589.0,69.502,0.0
49250,50.0,7.0,2.0,2.0,7.0,4.0,1.0,1.0,1.0,5.0,1.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,132.0,426.16,0.54,0.0,0.0,0.0,2.19,12141.0,121.41,121.41,14.326,0.0
49260,50.0,7.0,2.0,2.0,10.0,1.0,2.0,1.0,2.0,3.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,28.0,540.44,1.82,0.0,0.0,0.0,4.12,77187.0,771.87,771.87,118.868,0.0
49261,50.0,7.0,2.0,2.0,10.0,1.0,1.0,1.0,2.0,1.0,1.0,6.0,3.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,33.0,540.44,1.0,0.0,0.0,0.0,0.72,54484.0,544.84,544.84,83.905,0.0
49267,50.0,7.0,2.0,2.0,10.0,1.0,1.0,1.0,2.0,4.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,88.0,540.44,1.4,0.0,0.0,0.0,0.76,155051.0,1550.01,1550.51,238.779,0.0
49272,50.0,7.0,2.0,2.0,10.0,1.0,1.0,1.0,4.0,4.0,1.0,6.0,1.0,2.0,2.0,1.0,1.0,2.0,2.0,2.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,118.0,540.44,9.73,0.0,0.0,0.0,4.11,183054.0,1830.54,1830.54,281.903,0.0
49393,50.0,7.0,2.0,3.0,12.0,4.0,1.0,1.0,1.0,13.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,1.0,3.0,1.0,2.0,100.0,1.0,49.0,360.25,1.89,0.0,1.02,0.0,0.46,121142.0,1211.42,1211.42,333.141,1.02
49456,50.0,7.0,2.0,3.0,21.0,2.0,1.0,1.0,2.0,2.0,1.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,2.0,409.24,1.02,0.0,3.5,0.0,0.22,69863.0,698.63,698.63,153.0,3.5
49459,50.0,7.0,2.0,3.0,21.0,2.0,2.0,1.0,1.0,3.0,1.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,17.0,409.24,0.84,0.0,0.0,0.0,0.67,33829.0,338.29,338.29,74.086,0.0
49462,50.0,7.0,2.0,3.0,21.0,2.0,2.0,1.0,1.0,7.0,1.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,27.0,409.24,0.28,0.0,0.0,0.0,1.33,6506.0,65.06,65.06,14.248,0.0
49467,50.0,7.0,2.0,3.0,21.0,2.0,1.0,1.0,3.0,2.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,42.0,409.24,1.12,0.0,0.0,0.0,0.61,18532.0,185.32,185.32,40.585,0.0
49468,50.0,7.0,2.0,3.0,21.0,2.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,48.0,409.24,0.81,0.0,0.0,0.0,2.51,19529.0,195.29,195.29,42.769,0.0
49469,50.0,7.0,2.0,3.0,21.0,2.0,1.0,1.0,1.0,9.0,1.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,48.0,409.24,0.68,0.0,0.0,0.0,1.78,32321.0,323.21,323.21,70.783,0.0
49473,50.0,7.0,2.0,3.0,21.0,2.0,1.0,1.0,1.0,10.0,2.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,40.0,1.0,58.0,409.24,0.14,0.0,0.0,0.0,0.59,20769.0,207.69,207.69,45.484,0.0
49479,50.0,7.0,2.0,3.0,21.0,2.0,1.0,1.0,5.0,2.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,58.0,409.24,2.08,0.0,0.0,0.0,0.29,160405.0,1604.05,1604.05,351.287,0.0
49480,50.0,7.0,2.0,3.0,21.0,2.0,1.0,1.0,1.0,13.0,1.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,73.0,409.24,3.1,0.0,0.0,0.0,0.61,96467.0,964.67,964.67,211.263,0.0
49488,50.0,7.0,2.0,3.0,21.0,2.0,2.0,1.0,1.0,12.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,93.0,409.24,3.02,0.0,0.0,0.0,0.93,99489.0,994.89,994.89,217.881,0.0
49494,50.0,7.0,2.0,3.0,21.0,2.0,2.0,1.0,1.0,14.0,2.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,80.0,1.0,118.0,409.24,1.56,0.0,0.0,0.0,0.8,15237.0,152.37,152.37,33.369,0.0
49497,50.0,7.0,2.0,3.0,21.0,2.0,2.0,1.0,2.0,6.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,118.0,409.24,3.96,0.0,0.0,0.0,3.98,137560.0,1375.6,1375.6,301.256,0.0
49500,50.0,7.0,2.0,3.0,21.0,2.0,1.0,1.0,1.0,10.0,1.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,138.0,409.24,1.84,0.0,0.0,0.0,0.45,41997.0,419.97,419.97,91.973,0.0
49504,50.0,7.0,2.0,3.0,21.0,2.0,2.0,1.0,1.0,9.0,2.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,50.0,1.0,148.0,409.24,0.28,0.0,0.0,0.0,2.47,11004.0,110.04,110.04,24.099,0.0
49506,50.0,7.0,2.0,3.0,21.0,2.0,2.0,1.0,1.0,10.0,2.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,20.0,1.0,148.0,409.24,0.14,0.0,0.7,0.0,0.31,6554.0,65.54,65.54,14.353,0.7
49508,50.0,7.0,2.0,3.0,21.0,2.0,2.0,1.0,1.0,12.0,2.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,70.0,1.0,148.0,409.24,0.81,0.0,0.0,0.0,0.95,26308.0,263.08,263.08,57.615,0.0
49510,50.0,7.0,2.0,3.0,21.0,2.0,2.0,1.0,1.0,13.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,148.0,409.24,0.56,0.0,0.0,0.0,0.64,21339.0,213.39,213.39,46.732,0.0
49515,50.0,7.0,2.0,3.0,30.0,5.0,2.0,1.0,1.0,7.0,2.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,20.0,1.0,11.0,425.62,0.1,0.0,0.0,0.0,1.42,5985.0,59.85,59.85,14.065,0.0
49523,50.0,7.0,2.0,3.0,30.0,5.0,1.0,1.0,1.0,5.0,2.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,50.0,1.0,26.0,425.62,2.3,0.0,0.0,0.0,1.71,28707.0,287.07,287.07,67.461,0.0
49526,50.0,7.0,2.0,3.0,30.0,5.0,1.0,1.0,1.0,10.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,26.0,425.62,2.3,0.0,0.0,0.0,0.33,104700.0,1047.0,1047.0,246.045,0.0
49528,50.0,7.0,2.0,3.0,30.0,5.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,30.0,425.62,3.0,0.0,0.0,0.0,3.19,115725.0,1157.25,1157.25,271.954,0.0
49531,50.0,7.0,2.0,3.0,30.0,5.0,1.0,1.0,1.0,7.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,30.0,425.62,2.0,0.0,0.0,0.0,3.19,115725.0,1157.25,1157.25,271.954,0.0
49535,50.0,7.0,2.0,3.0,30.0,5.0,1.0,1.0,1.0,4.0,2.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,40.0,1.0,38.0,425.62,0.3,0.0,0.0,0.0,4.65,12238.0,122.38,122.38,28.759,0.0
49536,50.0,7.0,2.0,3.0,30.0,5.0,1.0,1.0,1.0,10.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,38.0,425.62,3.0,0.0,0.0,0.0,4.45,112728.0,1127.28,1127.28,264.911,0.0
49538,50.0,7.0,2.0,3.0,30.0,5.0,1.0,1.0,1.0,4.0,2.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,80.0,1.0,42.0,425.62,0.5,0.0,0.0,0.0,2.91,40904.0,409.04,409.04,96.124,0.0
49542,50.0,7.0,2.0,3.0,30.0,5.0,1.0,1.0,1.0,5.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,50.0,425.62,2.0,0.0,0.0,0.0,2.48,64203.0,644.59,642.03,150.877,0.0
49546,50.0,7.0,2.0,3.0,30.0,5.0,1.0,1.0,1.0,9.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,54.0,425.62,2.0,0.0,0.0,0.0,0.69,126529.0,1265.29,1265.29,297.343,0.0
49553,50.0,7.0,2.0,3.0,30.0,5.0,1.0,1.0,1.0,2.0,2.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,15.0,1.0,67.0,425.62,0.2,0.0,0.0,0.0,3.03,18828.0,188.28,188.28,44.246,0.0
49556,50.0,7.0,2.0,3.0,30.0,5.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,75.0,425.62,3.0,0.0,0.0,0.0,1.67,56272.0,562.72,562.72,132.239,0.0
49564,50.0,7.0,2.0,3.0,30.0,5.0,1.0,1.0,1.0,10.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,79.0,425.62,4.2,0.0,0.0,0.0,3.11,127024.0,1270.24,1270.24,298.506,0.0
49566,50.0,7.0,2.0,3.0,30.0,5.0,1.0,1.0,1.0,2.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,87.0,425.62,3.0,0.0,0.0,0.0,3.38,43468.0,434.36,434.68,102.15,0.0
49568,50.0,7.0,2.0,3.0,30.0,5.0,2.0,1.0,1.0,2.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,91.0,425.62,2.0,0.0,0.0,0.0,1.5,20621.0,206.21,206.21,48.459,0.0
49570,50.0,7.0,2.0,3.0,30.0,5.0,2.0,1.0,1.0,4.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,91.0,425.62,1.0,0.0,0.0,0.0,2.49,203148.0,2031.48,2031.48,477.398,0.0
49573,50.0,7.0,2.0,3.0,30.0,5.0,1.0,1.0,1.0,1.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,103.0,425.62,4.0,0.0,0.0,0.0,0.06,124361.0,1243.61,1243.61,292.248,0.0
49579,50.0,7.0,2.0,3.0,30.0,5.0,1.0,1.0,1.0,3.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,100.0,1.0,111.0,425.62,0.2,0.0,0.0,0.0,3.17,101083.0,1010.83,1010.83,237.545,0.0
49582,50.0,7.0,2.0,3.0,30.0,5.0,1.0,1.0,1.0,12.0,2.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,70.0,1.0,111.0,425.62,0.2,0.0,0.0,0.0,1.93,6573.0,65.73,65.73,15.447,0.0
49588,50.0,7.0,2.0,3.0,30.0,5.0,2.0,1.0,1.0,8.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,100.0,1.0,126.0,425.62,0.4,0.0,0.0,0.0,1.61,63463.0,634.63,634.63,149.138,0.0
49592,50.0,7.0,2.0,4.0,9.0,1.0,1.0,1.0,1.0,8.0,2.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,60.0,1.0,4.0,427.82,0.5,0.0,0.0,0.0,1.64,19720.0,197.2,197.2,31.158,0.0
49596,50.0,7.0,2.0,4.0,9.0,1.0,1.0,1.0,1.0,9.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,16.0,427.82,0.16,0.0,0.0,0.0,1.23,7181.0,71.81,71.81,11.346,0.0
49600,50.0,7.0,2.0,4.0,9.0,1.0,1.0,1.0,1.0,11.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,34.0,427.82,0.97,0.0,0.0,0.0,3.01,40595.0,405.95,405.95,64.14,0.0
49605,50.0,7.0,2.0,4.0,9.0,1.0,1.0,1.0,1.0,21.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,40.0,427.82,4.52,0.0,0.0,0.0,3.04,135982.0,1359.82,1359.82,214.852,0.0
49609,50.0,7.0,2.0,4.0,9.0,1.0,1.0,1.0,1.0,5.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,58.0,427.82,0.81,0.0,0.0,0.0,0.23,37017.0,370.17,370.17,58.487,0.0
49614,50.0,7.0,2.0,4.0,9.0,1.0,1.0,1.0,1.0,11.0,2.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,5.0,1.0,70.0,427.82,0.16,0.0,0.0,0.0,0.9,6246.0,62.46,62.46,9.869,0.0
49616,50.0,7.0,2.0,4.0,9.0,1.0,1.0,1.0,1.0,16.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,70.0,427.82,1.32,0.0,0.0,0.0,0.38,87106.0,871.06,871.06,137.627,0.0
49619,50.0,7.0,2.0,4.0,9.0,1.0,2.0,1.0,1.0,7.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,76.0,427.82,1.5,0.0,0.0,0.0,3.14,58331.0,583.31,583.31,92.163,0.0
49620,50.0,7.0,2.0,4.0,9.0,1.0,2.0,1.0,1.0,10.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,76.0,427.82,0.16,0.0,0.0,0.0,1.51,8709.0,87.09,87.09,13.76,0.0
49622,50.0,7.0,2.0,4.0,9.0,1.0,1.0,1.0,1.0,13.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,88.0,427.82,2.32,0.0,0.0,0.0,2.07,170572.0,80.53,80.53,269.504,0.0
49625,50.0,7.0,2.0,4.0,9.0,1.0,1.0,1.0,1.0,16.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,88.0,427.82,0.42,0.0,0.0,0.0,1.44,17803.0,178.03,178.03,28.129,0.0
49629,50.0,7.0,2.0,4.0,9.0,1.0,1.0,1.0,1.0,15.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,106.0,427.82,2.0,0.0,0.0,0.0,2.16,78656.0,786.56,786.56,124.276,0.0
49631,50.0,7.0,2.0,4.0,9.0,1.0,1.0,1.0,2.0,2.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,106.0,427.82,0.72,0.0,0.0,0.0,1.68,27833.0,278.33,278.33,43.976,0.0
49634,50.0,7.0,2.0,4.0,9.0,1.0,1.0,1.0,1.0,13.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,112.0,427.82,2.92,0.0,0.0,0.0,0.63,92297.0,922.97,922.97,145.829,0.0
49636,50.0,7.0,2.0,4.0,9.0,1.0,1.0,1.0,1.0,9.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,124.0,427.82,3.1,0.0,0.0,0.0,1.46,66879.0,668.79,668.79,105.669,0.0
49640,50.0,7.0,2.0,4.0,9.0,1.0,2.0,1.0,1.0,10.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,130.0,427.82,4.11,0.0,0.0,0.0,1.7,122236.0,1222.36,1222.36,193.133,0.0
49643,50.0,7.0,2.0,4.0,9.0,1.0,1.0,1.0,1.0,6.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,142.0,427.82,0.26,0.0,0.0,0.0,0.57,13099.0,130.99,130.99,20.696,0.0
49649,50.0,7.0,2.0,4.0,9.0,1.0,1.0,1.0,1.0,12.0,1.0,6.0,1.0,2.0,2.0,1.0,4.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,160.0,427.82,1.68,0.0,0.0,0.0,1.98,66062.0,660.62,660.62,104.378,0.0
49662,50.0,7.0,2.0,4.0,17.0,3.0,1.0,1.0,5.0,1.0,1.0,6.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,100.0,1.0,2.0,429.62,2.58,0.0,0.0,0.0,0.94,127095.0,1270.95,1270.95,340.615,0.0
49663,50.0,7.0,2.0,4.0,17.0,3.0,1.0,1.0,6.0,1.0,1.0,6.0,2.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,4.0,100.0,1.0,2.0,429.62,4.16,0.0,0.0,0.0,3.21,241968.0,2419.68,2419.68,648.474,0.0
49666,50.0,7.0,2.0,4.0,17.0,3.0,1.0,1.0,1.0,20.0,2.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,30.0,1.0,14.0,429.62,0.13,0.0,0.0,0.0,0.78,33903.0,339.03,339.03,90.86,0.0
49667,50.0,7.0,2.0,4.0,17.0,3.0,1.0,1.0,2.0,3.0,1.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,14.0,429.62,0.87,0.0,0.0,0.0,4.42,24295.0,242.95,242.95,65.111,0.0
49670,50.0,7.0,2.0,4.0,17.0,3.0,1.0,1.0,2.0,6.0,1.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,14.0,429.62,0.87,0.0,0.0,0.0,2.58,37729.0,377.29,377.29,101.114,0.0
49675,50.0,7.0,2.0,4.0,17.0,3.0,1.0,1.0,1.0,27.0,2.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,40.0,1.0,20.0,429.62,0.67,0.0,0.0,0.0,1.0,44586.0,445.86,445.86,119.49,0.0
49681,50.0,7.0,2.0,4.0,17.0,3.0,1.0,1.0,2.0,2.0,1.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,38.0,429.62,2.87,0.0,0.0,0.0,0.12,46335.0,463.35,463.35,124.178,0.0
49686,50.0,7.0,2.0,4.0,17.0,3.0,1.0,1.0,1.0,9.0,2.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,30.0,1.0,50.0,429.62,2.58,0.0,0.0,0.0,0.46,18253.0,182.53,182.53,48.918,0.0
49687,50.0,7.0,2.0,4.0,17.0,3.0,1.0,1.0,1.0,11.0,1.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,50.0,429.62,2.87,0.0,0.0,0.0,0.62,70272.0,702.72,702.72,188.329,0.0
49689,50.0,7.0,2.0,4.0,17.0,3.0,1.0,1.0,2.0,2.0,2.0,6.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,20.0,1.0,50.0,429.62,1.29,0.0,0.0,0.0,0.22,21467.0,214.67,214.67,57.532,0.0
49690,50.0,7.0,2.0,4.0,17.0,3.0,1.0,1.0,2.0,3.0,1.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,50.0,429.62,1.9,0.0,0.0,0.0,1.25,75958.0,759.58,759.58,203.567,0.0
49694,50.0,7.0,2.0,4.0,17.0,3.0,1.0,1.0,4.0,2.0,2.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,2.0,1.0,2.0,40.0,1.0,50.0,429.62,0.64,0.0,3.0,0.0,0.52,13481.0,134.81,134.81,36.129,3.0
49697,50.0,7.0,2.0,4.0,17.0,3.0,2.0,1.0,2.0,2.0,1.0,6.0,1.0,1.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,56.0,429.62,3.28,0.0,0.0,0.0,0.58,23816.0,238.16,238.16,63.827,0.0
49702,50.0,7.0,2.0,4.0,17.0,3.0,2.0,1.0,1.0,13.0,2.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,32.0,1.0,68.0,429.62,0.86,0.0,0.0,0.0,1.24,6006.0,60.06,60.06,16.096,0.0
49703,50.0,7.0,2.0,4.0,17.0,3.0,2.0,1.0,2.0,1.0,2.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,60.0,1.0,68.0,429.62,0.9,0.0,0.0,0.0,0.86,19862.0,198.62,198.62,53.23,0.0
49705,50.0,7.0,2.0,4.0,17.0,3.0,2.0,1.0,2.0,2.0,1.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,1.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,68.0,429.62,1.17,0.0,0.0,0.0,0.56,42905.0,429.05,429.05,114.985,0.0
49708,50.0,7.0,2.0,4.0,17.0,3.0,1.0,1.0,1.0,4.0,1.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,74.0,429.62,1.16,0.0,0.0,0.0,1.04,88466.0,884.66,884.66,237.089,0.0
49711,50.0,7.0,2.0,4.0,17.0,3.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,74.0,429.62,1.58,0.0,0.0,0.0,3.36,51414.0,514.14,514.14,137.79,0.0
49712,50.0,7.0,2.0,4.0,17.0,3.0,1.0,1.0,1.0,3.0,2.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,1.0,1.0,1.0,2.0,65.0,1.0,86.0,429.62,2.58,0.0,0.0,0.0,1.27,61389.0,613.89,613.89,164.523,0.0
49717,50.0,7.0,2.0,4.0,17.0,3.0,1.0,1.0,2.0,1.0,1.0,6.0,1.0,2.0,2.0,2.0,1.0,2.0,2.0,1.0,2.0,2.0,2.0,1.0,2.0,100.0,1.0,86.0,429.62,1.58,0.0,0.0,0.0,0.42,78450.0,784.5,784.5,210.246,0.0
